,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X601991.SH,X600688.SH,X601600.SH,X600660.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X000898.SZ,X600547.SH,X002466.SZ,X600027.SH,X601992.SH,X600516.SH,X600299.SH,X600111.SH,X600176.SH,X000709.SZ,X300072.SZ,X002460.SZ,X000629.SZ,X600352.SH,X600339.SH,X600808.SH,X600583.SH,X000553.SZ,X000825.SZ,X600801.SH,X002110.SZ,X000786.SZ,X601158.SH,X000301.SZ,X000883.SZ,X000792.SZ,X600426.SH,X600219.SH,X000932.SZ,X000408.SZ,X600489.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.119011666214388,0.0940313326207892,0,0,-0.116175729406756,0.12638849536688,0,0,0.0164313755619653,0,0,0,0,0,0,0,0,0,-0.0179461393742288,0,-0.0282983862584645,0,0,0,0,0,0,0,-0.0743305297911492,0,0.211538849825198,0,0,0,0,0,0,0,0,0,0,0,0.0505215903817599,0,0,0,0,0,-0.125953006792473,0.0160380653822512,0.0119713796037934,0,0,0,0,0,0
X600028.SH,0,0,0.120446422774285,0,0,0,0,0,0,0,0,0.0477507779862021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149716402277491,0,0,0,0,0.0542795298967996,0.114325962037926,0,0,0.0240472717747907,0,0,0,-0.0106119087230717,-0.0158346483016371,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0837925173124718,0,0,0,0,0,0,0.163216809993377,0,0,0,0,0,0,0.00602638848470457,0,0,0,0,-0.0407123984619202,0,0,0,0,0,0,0,0,0,0,0,0,0.0346200467081443,0,0,0,0,0,0,0,0,0,0.0562217836481712,0.133642741432618,0.319703251790839,0.00024337119709507,-0.00879879235051865,-0.0238170242614585,0,-0.147793056118983,0,0,0,0
X600585.SH,0,0,0,0,0.124205557176692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0956558336202612,0,0,0,0,0,0.074516637889473,0,0.0362491440638358,0,0,0.383655738953843,0.0239833654466979,0.135142654651449,0,-0.0705280520410478,0,0,0.0516090187019423,-0.0202237566347706,0,0,0,0,0,-0.0252927895588543,-0.0385664666230546,0,0,0,0,0,0
X600019.SH,0,0,0.0538685071462382,0.0838316712655131,0,0,-0.0639030659844951,0,0,0,0,0,0,0,0,0,0,0.422328082843919,0,0,0,0,0,0,0,0.124232061990456,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0.142446876040379,0,0.0303873304196215,0,0,0,0,0,0,0.225359714324294,-0.0229736940514714,0,0,0,-0.00191783554411223,-0.00710997557886369,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0585812416707845,0,0,0,0.126995738464529,0.0486872384038198,0,0,0,0,0,0,0,0,0,0.159215417218641,0,0.131489583472662,0,0,0.0140167950286373,0,0,0,0,0.344540895167263,0,0,0,0,0,0,0,-0.00921601985374151,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104555878070266,0,0,0,0,0,0.0749285295922535,0.763012594597978,0,0,0,0,0,0,0,0,0,0.0161959853292724,0,0,0,0.100702009742615,0,0,-0.0146940127699042,0,0,0,0,0,0,0,-0.0168043322388671,0.0679546130357747,-0.154946202039061,0,0,-0.0101759930586545,0.00782618159768577,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343021314094186,0,0,-0.113766786800503,0,0.203785990471346,0,0,0,0,0,-0.0318038645472679,0,0,-0.043069483031941,0,0,0,0.00556711582114917,0,0,0,0,0,0,0.0997207339529453,0,0,0.0412291105218778,0.00395986814571382,0,0,0,-0.0118140223862773,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.232335465651712,0,0.078957451156468,0,0,0,0,0,0,0,0,0.0416044380017766,0,0,0,0,-0.00339900350773015,0,0,0,-0.0242882253613473,0,0,0.0527313236140962,0,-0.0685449032871892,0.0655899240699511,0,0,0.00310229489373886,0,0.031261956878832,0,0,0,0,0,0.216715527148957,0,-0.00593144853022267,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0430605724939544,0,0,0,0,0.225745960825662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0494393578510345,0,0.0247460075323013,0,0,0,0,0,0,0,0,0,0,0.0469938912793885,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0167644897481829,0,0,0,0,0,0
