,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600188.SH,X600019.SH,X600011.SH,X002460.SZ,X000792.SZ,X002466.SZ,X601898.SH,X000708.SZ,X600547.SH,X601600.SH,X600111.SH,X000301.SZ,X600660.SH,X600010.SH,X600886.SH,X000877.SZ,X002271.SZ,X600426.SH,X600795.SH,X600362.SH,X600027.SH,X601699.SH,X600176.SH,X600803.SH,X000983.SZ,X601991.SH,X600489.SH,X000786.SZ,X600160.SH,X600995.SH,X000629.SZ,X000807.SZ,X600378.SH,X000408.SZ,X600219.SH,X000932.SZ,X600096.SH,X000723.SZ,X000933.SZ,X002080.SZ,X600688.SH,X000539.SZ,X300037.SZ,X600801.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00473763115951557,0,0,0,0,0,-1.0842021724855e-19,0.0787671413197467,0,0,0,0,0.0769897705088936,0,0,0,0,0,0.0665833804524326,0,0.0583225872722771,0.0468531159751886,0.00657204263425038,0,0,0,0.133602325744513,0,0,0,0,0.0513981097478363,-0.0529989949682266,0,0,0,0,0.0322308771435946,-0.0345801657203667,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127225374127904,0,0,0.0106313704472381,0,0.00652297086765198,-0.0148041103444179,0.0777445171900089,0,0,0.0916155170718985,0.0167457309278641,0.0366245654229898,0,0,0,0.127853525156555,0,0,0,0,0,0,-0.0265898120405778,0,0,0.0505847580292473,0,0,0,0,0,0,0,0,0,0.0222935484727838,0,-0.00392606781324497,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0623402435480102,0,0,0,0,-0.036729036919492,0.136230915249541,0,-0.00443732344697163,0.0858110405042774,0,0,0,0,0,0,0,-0.0238416968823267,0,0,0,0.126317472452698,0,0.0101928113011941,0,0,0,0.103953950482381,0,0,0,0,-0.00214631999894577,0,0,0.083408336358172,0,0,0,0,0,0,0,0,0,0,-0.0116270914505482,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.0453848582051961,0,0,0,0,0.176338998623059,0,0.104976039941015,0,0.104965629417242,0,0.269589365239107,0,0,0.0362267178285709,0,0,0,0,0,0,0,0,0,0,-0.0553532954173846,0,0,0,0.123309562977618,0,0,0,0,0,-0.110999712836363,0,0,0,0,0.0075988640690175,0.00775570326080159,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0.0486116779471876,0,0,0,0,0.15491248541623,0.0650694458295443,0,0,0,0,0.0169704520683116,0,0,0.0523958498485548,0,0,0.152561963259867,0,0,0,0,0.0912154601554402,0,0,0,0,0,0,0,0,0.00925139809819475,0,0.333921268685088,0,0,0.00446913013713346,0.000235395659950391,0,0,0,0,0,0
X600188.SH,0,0,0.349936245441181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117592435629881,0,0,0,0,0,0.183799629324498,0,0,0.177493822923766,0,0.0363411913051823,0.0332127921750677,0,0,0,0,0,0,0.0957351756080721,0,0,0,0,0.0243799606336209,0,0,0,0,0.0893668739422741,0,0,0,0,-0.0325465121113564,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0238796330820563,0,0,0,0.230467186937577,0,0.0103258775352293,0.0677947169877187,0,0,0,0,0,0,0.17009870840857,0,0,0,0,0,0.264052396311933,-0.0352350518977979,0,0,0,0,0,0,0,0,-0.000831175201237162,0,0,0,0,0,0,0,0,0,0,0,0,0.0632579035774751,0.00113203540462816,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0998140188954824,0,0,0.0705707157170537,0,0,0,0,0,0,0,0.0446468836950602,0,0,0,0,-0.0176063458484345,0,0,0,0.542892952209409,0,0,0.107626419514063,0,0,0,0.131751092439365,0,0,-0.203790953288716,0,0.122623346869983,0,0,0,0,0,-0.129491126168909,0,0,0,0,0,0,0,0,0.00148155415512791,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.00269624461991531,0,0,0,0,0.603430852271842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452705208619043,0,0,-0.0302425983347729,-0.0428264229748081,0,0,0,0,0.172407545164067,0,0,0,0,0.0146617708704584,0.0648493852712638,0,-0.0193824025262648,0.00713327004685143,0,0,0,0.00431081642629882,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.0147707735030835,0,0,0.171210937614974,0,0,0,0,0,0,0.0594862870734114,0,0,0.0705421575441973,0.00642866263636165,0.134587176569438,0,0,0,0.0172994735107771,0,0,0.0167197755862793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127862779574667,0.0934192676750419,0,0,0,0,0.0226718838234802,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,-0.0842660442416318,0,0,0.521710569266689,0,0,0,0,0,0,0.105278616065,0,0,0,0,-0.0793751540171651,0,0,0,0,0,0,0,0,0.0878570338198779,0,0,0,0,0,0,0.0668243967578428,0.0972694406038861,0,0.057453907598549,0,0,0,0,0.064630219386254,0,0,0.0275612114937328,-0.0628844037631954,0,-0.0787570716865536,-0.0318410327947341,0.0486878125863966,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.282818707879771,0,0,0,0,0,0,0,0,0.124451835974618,0,0.0649525250628848,0,0,0,0,0,0,0,0,0.0881541980303317,0.105605661907761,0,0,0.108279360467088,0.0731054206282263,0,0,0,0,0.0370332927992035,0,-0.00370402707822678,0,0,0,0,0,0,0,0,0,0,0,0,0.030574383260527,0,-0.00504592270753492,0,0,0,0,0,0
