,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X600660.SH,X601991.SH,X600688.SH,X600886.SH,X601600.SH,X600795.SH,X600027.SH,X600362.SH,X600188.SH,X601992.SH,X000898.SZ,X002466.SZ,X600176.SH,X600111.SH,X600352.SH,X600516.SH,X000709.SZ,X600299.SH,X002460.SZ,X600489.SH,X601158.SH,X000629.SZ,X600808.SH,X600801.SH,X600219.SH,X000786.SZ,X300072.SZ,X000825.SZ,X000883.SZ,X000539.SZ,X600612.SH,X000553.SZ,X000301.SZ,X000408.SZ,X600583.SH,X000027.SZ,X002110.SZ,X600339.SH,X002271.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0697386365232037,0.00468655729974918,0,0,0,0,0,0,0.0697526713162273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298969712692471,0,0,-0.128500348779283,0,0,0,0,-6.93889390390723e-18,0.13061067988531,0,0,0.0488882301361887,0.0520471408783063,0.237911118115863,0,0,-0.00394876086433361,-0.021723515146758,0.0391563918978383,0,0,0,0,0,0
X600028.SH,0.556016296832871,0,0,0,0.0290879846501691,0,-0.0261420213876862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00591429481557952,0.17671914314022,0.0464090364554263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408830336510863,0.0295452206868607,0,0,0,0,0,0.0715674890518031,0.167265129191887,0,0,-0.0232778312639169,0.061245067413412,0,0,0,0,0,0
X601088.SH,0.201459799631737,0,0,0,0,-0.18027455196356,0,0,0,0.263794087010353,0,0,0,0,0,0,0,0,0,0,0,0.0878248525025387,0,0,0,0,0,0,0,0,0,0.0920078854753031,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.13436175995256,0,-0.0452856146749919,0,0,0.00469987925446164,0,0,0,0,-0.00968310952056553,0,0
X600585.SH,0,-2.16840434497101e-19,0,0,0,0.0671508452942961,0,0.0205720809199111,0,0,0,0,0,0.0771673116958588,0,0,0,0,0,-0.100392374751536,0,0,0,0,0.15791277192748,0,0,0,0,0,0,0.0116241276449651,0,0.613730961745011,0,0,0,0,0,-0.0164053645128417,0,0,0,0.118877491815807,0,0,0,0,0,0,0,0,-0.0070470921886405,0,-0.146966991573488,0,0,0,0
X600019.SH,0,0.170045486680198,0.0267876345484602,0,0,0,0.0250022759936941,0,-0.0209303141493785,0,0,0,0,0,0,0,0,0,0.142822747887802,0,0.339896234318568,0,0,0,0,0.0704971944683586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580381612520609,0,0,0,0,0,0.0769377617913754,0,0.0278950499257825,0,0,0.00201466924955004,0.0309273891944631,0,0,0,0.0559874170177755,0,0
X600011.SH,0,0,0,0.0524199582920974,0.00509724715238295,0,0.0974849035746419,0,0,0,0,0,0,0,0,0,0.543144499728031,0,0,0,0,0,0,0,0.147110718516228,0,0,0,0,-0.16021264341616,0,0.123477217600335,0,0,0,0,0,0.0586525179655925,0,0,0,0,0,0,0,0,0,-0.13200696996213,0,0,0,-0.0135679655976799,0.0418926169426082,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.478518019476656,0,0,0,0,0,0,0,0,0,0,0,0,0.271362466778537,0,0,0,0,0,0,-0.0448718090655151,0,0,0,-0.113697023151791,0,-0.151669323027778,-0.253903566268143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418707357725554,0,0,0,-0.460548732983249,-0.0394884294594039,0.00199463460130438,0,0.1609010340193,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0917713384208716,0,0,0,0,0,0,0,0,0,0.236339158560628,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0691947090578575,0.107598989758242,0,0,0,0,0,0,0,0.00262975830709056,0,0,0.0403819953348566,0,-1.73472347597681e-18,0,0,0,-0.0137004620940016,-0.00181633636525767,0,0,0,0.00795204151558191,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0500053374519487,0,0,0,0,0,0,0,0,0.132542306930112,0,0,0.135738392611613,0.513072895587905,0,0,0,0,0,0,0,0,0,0,0.0625597667808928,0,0,0,0,0,0.0422059107595176,0,0,0,0,0.00219032495316595,0,0,0,0,0,0,0
X601898.SH,0.161473893555577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0583692662644785,0,0,0.0662134389577751,0,-0.156844604935536,0,0,0,0,0,0.0290717120211583,0,0,0,0.191340392666838,0,0,0,0,0,0,0,0,0.173006155432053,0,0,0.125371692424697,0.146178098883616,0.134589853177014,0,0,0,-0.00472158602873739,0.0101948267581604,0,0,0,-0.0657859244519828,0,0
