,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002466.SZ,X600188.SH,X002460.SZ,X600585.SH,X000792.SZ,X000301.SZ,X600019.SH,X600111.SH,X601898.SH,X600011.SH,X600660.SH,X000708.SZ,X600010.SH,X002271.SZ,X000877.SZ,X600547.SH,X600886.SH,X601600.SH,X600795.SH,X600426.SH,X600176.SH,X600362.SH,X000629.SZ,X000408.SZ,X601991.SH,X600348.SH,X600096.SH,X300073.SZ,X000983.SZ,X600803.SH,X000723.SZ,X000786.SZ,X600160.SH,X600027.SH,X002080.SZ,X600219.SH,X600141.SH,X600378.SH,X601699.SH,X600549.SH,X600157.SH,X002407.SZ,X600399.SH,X600801.SH,X002353.SZ,X600486.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.103393122717226,0,0,0,0,0,0.0656071643128812,0.0422304113970006,-0.00696537704811358,0,0,0,0,0,0,0,0.0186378117661242,0,0,0,0,0,0,-0.0711183716755381,0,0,0,0.170318455981808,0.0056446162331666,0,-0.184936294533081,0,0,0,0,0,0.024854898317519,0,0,0.147445716530762,0,0,0,0,0,-0.0405009542106166,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.144981976543757,0.152812197654145,0.282547122598169,0,0,0,-0.00325789230113172,0,0,0,0.0663940101494785,0,0,0,0.0816530271358977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206549442408969,0,0,0,0,0,0,0,0,0,0,0,0,0.0799316339396116,0,0,0.0671416081263906,0,0,0,0,0,0,0,-0.009701568648798,0,0
X600028.SH,0.00736783778565129,0.040316458196586,0,0.00666922450943839,0,0,0,0,0.0274445789428687,0,0,0,0,0.0452138185613844,0,0,0,0,0,0,0,0.106084691481221,0,0,0,0,0,0,0,0,0,-0.0251601195888978,0.0140362294389861,0,0,0,0,0,0,0,0,0,0,0,0.0785055764477169,0,0,0,0,0.0220659273388146,0,0,0,0,0,0,-0.0080999383724041,0,0
X600309.SH,0,0.0561057552234881,0,0,0,0,0,0,0,-0.119098915755755,0,0,0.0710636360796511,0,0,0,0,0,0,0,0,0,0,0.067408961867295,0.0747021792144738,0,-0.00831599142298935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00330309147769323,-2.16840434497101e-19,0,0.029483608167628,0,0,0,0,0,0,0,0.00965019639689871,0,0
X002466.SZ,0,0,0,0,0,0,0.567194744602928,0,0.0934915168148745,0,0,0,0,0.00928786956262389,0,0,0.0483564194805532,0,0,0,0,0,0.0282374582232954,0,0,0,-0.19908493505752,0.038544509170115,0,-0.0775885420199962,0,0,0,0,0,0,0,0,0.0190438253578675,0,0.138479321650196,0,0,0,0,0.146020238571893,0,0,0,0.143682477035237,0,-0.00856134387520101,0,0,0,0,0.0138508116538746,0,0
X600188.SH,0,0.203034947362072,0,0,0,0,0,0,0,0,0,-0.0289799456240332,0.2978746908213,0,0,0,0,0,0,0,0,0,-0.0643153007291173,0,0,0,0.0841303340057631,0,0,0.101265067246574,0.00894403557408575,-0.037648330718384,0,0,0,0,0,0,-0.0370061558721933,0,0,0,0.312932488050514,0,0,0,-0.00553053029079951,0,0.0422758331312893,0,0,-0.00991839858311376,-0.0231320747952288,0,0,0,0,0,0
X002460.SZ,0,0.0229324219227733,0,0,0.0965679070729302,0,0,0,0.205574415209537,0,0,0.0222722442885268,0,0,0,0,0.0544263249395889,0,0,0,0,0,0,0,0.154459623100355,0,0,0,-0.092949057311259,0,0,0.109082670596604,0,0,0,0.00676970895576926,0,0,0,0,0.0971214390225612,0,0,0,0,0.0593887395774522,0,0,0,0,0,0,0,0,0,0,0.0601843184809698,0,0
X600585.SH,0,0,0,0,0,0.0113932465065829,-0.0224829572789188,0,0,-0.02586926902766,0,0,0,0,0,0,0,0.114281838355139,0,0,0,0,0,0,0,0,0,0,0.00937301077955345,0,0,0,0,0,0,0.0789249238503914,0,0,0,0,0,0,0,0,0,0,0,0.214734903514579,0,0,0,-0.0526502314205368,-0.0174220952881759,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.191886361196015,0,0,0,0,0,0,0,0,0.0833791202647353,0,0,0.105259796735409,0,0,0,0,0,0.0299246833207357,0,0,0,0,0,0,0.0853777494344426,0,0,0,0,0,0,0,0,0.0823294854696776,0.336428288776372,0,0,0,0,0,0,0,0,0,0,0,-0.00866700828411406,0,0,0,0,-0.0255920709758082,0,0
X000301.SZ,0,-0.0910850603120799,0,-0.141103878314838,0.342957848342803,0,0,0,0,0,0,0,0,0,0,0.112895156526587,0.148468044627811,0,0,0,0,0,-0.00933174968827016,-0.0308939280332717,0,0,0,0.25795122509653,0,0.0783128369467724,0,0,0,0,0,-0.0646199960694336,0,0,0.116369112407605,0,0,0,0,0,0,0,0,0,0,0,0,-0.185599787898743,0,0,0,0,0.0411596617222362,0,0
