,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002460.SZ,X002271.SZ,X600660.SH,X600886.SH,X600801.SH,X601898.SH,X600010.SH,X601600.SH,X600362.SH,X600188.SH,X600352.SH,X600489.SH,X600688.SH,X601991.SH,X000786.SZ,X600795.SH,X600027.SH,X600111.SH,X600176.SH,X601992.SH,X002466.SZ,X600299.SH,X600126.SH,X600426.SH,X002353.SZ,X002075.SZ,X000723.SZ,X600315.SH,X600529.SH,X601158.SH,X600486.SH,X600219.SH,X600516.SH,X002080.SZ,X600612.SH,X000898.SZ,X000401.SZ,X000932.SZ,X000883.SZ,X002409.SZ,X000553.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101168146314047,0.191922921694397,0,0,0,0,0,0.0623930468249705,0,0,0,0,0,0.0546380388006421,0.00417745657693772,0,0,0,0,0,0,0,0,0,0,0.0327580454733153,0,0,0.00462035027626305,0,0.0174544128193582,0.00217075837310094,-0.010807914589901,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0682093505877069,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0287930068844176,0,0,0,0,0.0283994259071366,0,0.0809285350753283,0,0,0.140146620177999,0,0,0.0287144758436709,0,0.0175267698391907,0,-0.0123634391678229,0,0,0,0.0699908824552941,0,0,0,0,0,0,0,0,0,0.0105302303925902,-0.00694836652101009,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,-0.0875481079784277,0,0,0,0,0,0,0.15167044645794,0,0,0.0869832408768453,0,0,0,0,0,0,0.166966069796787,0,0,0.028489708533877,0,0,1.73472347597681e-18,-0.196939586911604,0,0,0.0340425594810531,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134516652158349,-0.00374515934708921,0,0,0,0,0,0
X600585.SH,0,0,0.147275870988316,0,0,0,0,0,0,0.0500426663981129,0.0210523615874058,0,0,0.420881141860448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432254135563246,0,0.0267217428699887,0,0,-0.0434796257406615,0,0,0.0819276078172012,0,0,0,0,0,0.0439290677964124,0,0,0,0,0,0,-0.022846361823634,-0.0133516377553472,0.00802124046579011,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.0089425703140403,0,0.00762453944765954,0,0,0,0,0,0,0,0.0145891443858533,0,0.0600301340272155,0,0,0,0.235126342328322,0,0.229638596468176,0,-0.0053453623756928,0.13226230650504,0,0,0,0,0.0489897862568286,0,0,0,-0.0367628304522649,0,0,0,0,0,0,0,0,0,0.00739113884350978,0.0074409604721052,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0.0733170218140553,0,0,0,0,0,0,0,0,0,0,0.444630285204433,0,0,0.0411703509843908,0,0,0,0,0,0.0750739843815963,0,-0.0279657856907403,0,0,0.0709496447937816,0,0,0,0,0,0,-0.0544211654661412,0,0.226467686321653,0,0,0,0,-0.183839131171758,0,0,-0.00511287590529642,0.00281215239872531,0,0,0,0,0,0
X600019.SH,0,0,0.0308030394381551,0,0.193746898561815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106520525223961,0,0.0946214063078299,0,0,0,0.022908432647798,0,0.0100539160392964,0,0,0,0,-0.0133880570366454,0,0,0,0,0.00132133195016178,0,0,0,0,0,0,0,0,0,0,0,0.0101027919297605,-0.0124274480266759,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.0620949361045379,0,0,0,-0.204749685893893,0,0,0,0.0407643126546212,0,0,0,0,0,0,0.0977698869482084,0,0,0.256749685360368,0,-0.0650796285739484,0,0.244833639220343,0,0.0990476332431663,0,0.0671161271510062,0,0.0102671993960159,0,0,0,0,0,0.147078462916653,0,0.107435742903474,0,0,0,0,0,0,0,-0.0458507973729505,-0.0515215579800871,-0.0137005900868821,-0.00634927391296944,0,0,0,0,0,0
X600011.SH,0,0,0.0637338013099514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0170981947135851,0,0,0,0,0.115402581435316,0,0,0,-0.0754081515322039,0.147999315506869,-0.0683057907593556,0,0,0,0,0.130290378417709,0,0,0.365266213382701,0,0,0,0.0062826312342401,0,0.0575782425772395,0,0,0,0,0,0.0177319169507224,-0.0164727189708561,0,0,0,-0.0627377648680032,0,0
X002460.SZ,0,0,0,0,0.0104839455256899,0,0,0,0,0,0,0.326406016064875,0,0,0,0,0,0,0,0,0,0,0,0.0727031202233171,0,0,0,0,0,0.116556552941828,0,0,0,0.0989276751188229,0,0,0,0.186080871290421,0,0,0,0,0.225022338139538,0,0,0,0,0,0.087388636731963,0,0,-0.0104950917023295,-0.00425488567223046,0,0,0,0,0,0
