,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600019.SH,X600585.SH,X002460.SZ,X601898.SH,X002466.SZ,X600547.SH,X000792.SZ,X601600.SH,X600660.SH,X600886.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X600426.SH,X000877.SZ,X600027.SH,X600795.SH,X600362.SH,X002271.SZ,X600803.SH,X601991.SH,X600176.SH,X600489.SH,X601699.SH,X000983.SZ,X000807.SZ,X000786.SZ,X000539.SZ,X600160.SH,X000629.SZ,X300037.SZ,X600995.SH,X000408.SZ,X002409.SZ,X600612.SH,X600219.SH,X000932.SZ,X600378.SH,X002080.SZ,X600688.SH,X000723.SZ,X600096.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.637498995814734,0,0,0,0,0,0,0,0,0,0,0,0.103576699706532,0,0,0,0,0,0,0,-0.0989652249054661,0.0473940399191408,0,0,0,0,0,0,0,0,0,0.068325510018503,0,0,0.137768685187552,0,0,0,0,-0.0335933180279413,0.362405386872834,0,0,0,0,0,0.0210362219460876,0,0,0,0.0339684649291588,0,0,0,0,0,0,0
X600028.SH,0.725177814939524,0,0,0,0,-1.73472347597681e-18,0.0492442892109091,0.153670369115967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0272688692249567,0,0,0,0,0,0,0.0249334060265413,-0.0802703751195455,0,0,0,-0.0327078331381967,-0.0676064829172305,0,-0.0284049060405599,0,0,0,0,-0.0412258777587928,0,-0.215334354001903,0,0.0913074959586551,0,0.0306138098116049,0,0,0,0,0,0,0
X601088.SH,0.139011423797803,0,0,0,0.158938650440216,0,0.0593304287466487,0,0,0.200778857560163,0,0,0,0.0188913934241404,0,0.0334815135937433,0,0,0,0,0,0,0,0,0,0,0,0,0.00119179673146939,0,0,0,0,0.0851824085323537,-0.00197484313312974,0,0,0,0,0,0,0,0,0,0.0340914196832499,0,0,-0.0318955558755385,0,0,1.73472347597681e-18,0.01931370818857,-0.0175407250218584,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.151991164592899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370074316662207,0,-0.0135328398445865,0,0,0,0,0,0.0110754466249811,0,0,0,0.110562716308905,0,0,0.0356647381500133,-0.0791303733301078,0,0,0,0.044315978568643,0,0,0,0,0,0,0,0,0,0,0.00830277675133923,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0.278254093950416,0,0,0,0.189087500040673,0,0,0,0,0.203414918135685,0,0,0,0,0,0,0,0,0,0,-0.433888158733387,0.398250250495093,0,0.326002258607627,0,0,0,0.0637301967168029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.152394717835044,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.079333214651487,0,0,0,-0.0266004329471811,0,0,0,0,0,0,0.20956838856948,0,0,0,0,0,0,0.39042988626429,0.436579902231371,0,0,0,0.124014173690809,0,0.226606044672576,0,0,0,-0.327872493025714,0,-0.0856050586267215,0,-0.000151360031978666,0,-0.144483091518746,0,0,0,0,0,0,0,0,0,0,0,0.00817825221658922,0,0,0,0,0,0,0
X600019.SH,0,0.0830239547794417,0,0,0.0650838587569815,0,0,0.0968015226733037,0,0.00623485858706789,0,0,0,0.0669767490514183,0,0,0,0,0,0,0.0812416433172205,0,0,0,0,0,0,0,0,0,0,0,0.06672705376248,0,0,0,0,-0.105945211046458,0,0,0,-0.0406608172827397,0,0,0,0,0,0,0,0.0737279944166994,0,0.0377144615559687,0.053591393812137,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.178738312777107,0,0,0,0.0526395315136996,0,0,0,0,0,0,0,0,0,0.0980030790357919,0,-0.0500216264090788,0,0,-0.013068112626886,0,0,0,0,0,0.13040190737896,0,0,0.0631994388673202,-0.0570009328506646,0.130069074751766,0,0,0.0140628236528889,-0.0478098536583876,0,0,0,0,0,0,0,0,0,0,-0.0168099832256526,-0.0529228520671793,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.508108629026772,0,0.0510151485481563,0,0,0,0,0,0,0,0,0.135718739121103,0,0,0,0,0,0,0,-0.0527061127636241,0,0,0,0,0,0.0302255173606609,0.0760154871437042,0,0,0.161758342423935,0.00172591496986194,-0.0147463615631915,0,0,0,0,0,0,0,0,0.248006362937806,0.0221862689119099,0.00623712563714859,0,0,0,0,0,0
X601898.SH,0.000158849231772257,0.144739410610381,0.316878371301093,0,0.304005640803455,0,0,0,0,0,0,-0.0160662626398227,0.109661660478783,0,0,0,0,0,0,0,-0.176998774725399,0,0,0,0,0,0,0,0.0373729657725404,0,0.0990571878546906,0,0,0.0907942836221387,-0.0918662814105554,0,0,-0.0611281657042127,0,0,0.0734291813967727,0,0,0,0,0,0,0.0312676728658942,0,0,0,-0.0219395595320547,0.0321899409331527,0,0,0,0,0,0
