,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600019.SH,X600585.SH,X002460.SZ,X601898.SH,X002466.SZ,X600547.SH,X601600.SH,X000792.SZ,X600660.SH,X600886.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X600027.SH,X000877.SZ,X600426.SH,X600795.SH,X600362.SH,X002271.SZ,X601991.SH,X600803.SH,X600176.SH,X601699.SH,X000983.SZ,X600489.SH,X000807.SZ,X000786.SZ,X000539.SZ,X300037.SZ,X600219.SH,X600995.SH,X000408.SZ,X000629.SZ,X600160.SH,X002409.SZ,X002080.SZ,X600688.SH,X000932.SZ,X600378.SH,X000723.SZ,X600612.SH,X000831.SZ,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.645913625793399,0,0,0,0,-0.00537986412072502,0,0,0,0,0,0,0.126968396448011,0,0,0,0,0,0,0,0,-0.0733198849797616,0,0,0,0,0,0,0,0,0.0780030758535393,0.1585709496976,0,0,0,0,0,0,0,0.0720102293303078,-0.0426543485028094,0,0,0,0,0.0558114000081142,0.114851527109515,-0.244233374655192,0,0,0.0303254129504462,0,0,0,0,0,0,0
X600028.SH,0.689607650429267,0,0,0,0,0,0.0579418266501065,0.0951719543781584,0,0,0,0.0457041820274385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616205054615546,-0.131804651709614,0,-0.0523582581452237,0,-0.0666317654762885,0,0,0,0,-0.0598616491511007,0,0,0,0,0,0,0,0,0.0242256512695722,0,0,0,0,0,0,0
X601088.SH,0.154437203884125,0,0,0,0.180075509720407,0,0,0,0,0.153141819919271,0,0,0.0239842719569316,0,0,0.0327543982756962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0863989715690847,-0.00227889928473033,0,0,0,0,0,0,0,0,0,0,0.03681514968597,-0.0268866862175885,0.013488520106111,0,0,0,0.0250605262804873,-0.0249901723409735,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.149668208332472,0,0,0,0,0,-0.011811956594123,0,0,0,0,0,0,0,0,-0.0716873503873188,0,0.150197232804762,0,0,0,2.16840434497101e-19,0,0.124027948577264,0,0,0,0.0792037384780043,0,0,-0.0258582502249181,0,0,0,-0.0290629190445746,0.0176282121602825,0,0,0,0,0,0,0,0,0,0,0.0189289658489278,-0.0187133377164728,0,0,0,0,0,0
X600188.SH,0,0,0.234290164240499,0,0,0,0.114328445900618,0,0,0.30132639646709,0,0,0.0789564658251688,0,0,0,0,0,0.382552441026018,0,0,0,0.0533144835778155,0,0,0,0,0,0,0.316325951289991,0,-0.316943916934788,0.0753513486192217,0,-0.0396463909443075,0.226316472183532,0,0,0,0,0,0.0783782449890386,0,0,0,0,0,0,0,0,0,0,-0.104576347903822,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.214496441760361,0,0,0,0,0,0,0,0,0,0,0.339897860595172,0,0,0,0,0.422295945620176,0,0,0.311308983614072,0,0,0.206309139950731,0,0,0,0,0,0,-0.264143781734593,-0.130345402245024,0,0,0,-0.117820157408869,0.327995316501902,-0.0614848694942261,0,0,0,-0.0287118534157159,0,0,-0.0142569607247188,0,0.0466902984882919,0,0,0,0,0,0,0,0,0
X600019.SH,0,0.0745932241438655,0,0,0.0724864380540268,0,0,0.118586105014813,0,0,0,0.0061758844021695,0.0861989305936446,0,0,0,0,0,0,0,0,0,0.0476798250533341,0,0,0,0,0,0,0,0,0,0.0743849796862274,0,0,-0.0760652187280996,0,0,0,0,0,0.00850365218332868,0,0,0,0,0,-0.0400552681209545,0,0,0,0.045824966384354,0.0655614179941231,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.18565031630136,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0120094251422285,0,0.0879584025160906,0,0,0,0,0,0,0,0.183155858017249,0,0,0,0,0.0508375289830383,0.060890982814652,0,0.0459027978884442,0.117688246049923,-0.0987780677238886,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,-0.0421970532109425,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.55638149921881,-0.0830752446389945,0,0,0,0,0,0,0,0,0,0.141970127911997,0,0,0,0,0,0,0,0,0,-0.00791485432570245,0,0,0,0,0,-1.73472347597681e-18,0.147383483825426,0.0578368068422759,0.0426618784723821,0,0,0,0,0,0,-0.0129747791042074,0,0,0.211758796250107,0.0272046349497983,0,0,0,0,0,0,0
X601898.SH,0.2228347993423,0,0.168711451350381,0,0.555573187830549,0,0,0,0,0,0,0,0,0.0396577837000835,0,0,0,0,0,0,0,0,-0.0149234858063052,0,0,0,0,0,0,0.0588658282307653,0,0,-0.0423035760645779,0,-0.0143218230376683,0,0,0,0,-0.0492690703985372,0,0.0250338150925159,0,0,0,0,0,0,0,0,0,-0.00787253391441624,0,0,0,0,0,0,0
X002466.SZ,0,-0.0250305458461539,0,0,0,0,0,0,0.394494633009694,0.224789893484477,0,0,0,0,0,0,0,0,0.0377672429020478,0.322792075101216,0,0,0,0,0,0.00905045380953806,0,0,0,0.0820645424187638,0.127439810465667,0,0,0,0.0257271509188358,0,0,0,0,0.162597959076758,0,0.113133341107392,0,0,0,0,0,0,0,0,0,0.0452128130997667,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.124180575887241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0820853072187721,0,0,0,0,0,0,0,0.00134957293729671,0,0,0,0.740751947852892,0,0,0.0509069352166617,-0.0394613641298608,0,0,0,0,0,0.030900672290598,0.0257368328182812,0,0,-0.0195557816361788,0,0,-0.0158729089682173,-0.354707787162982,0,0,0,0,0,0,0,0,0
X601600.SH,0.0456525097772606,0,0,0,0,0,0,0,0,0.0124402998276519,0,0.0366847349697136,0,0,0,0,0,0,0,0,0,0.00168839089626833,0,0,0,0,0,0,0,0,0,0.226665156075763,0.538971698985669,0.063613780346918,0,0,0,0.0296297501125767,0,0,0,-0.021974061028547,0,0,0,0,0.0313570842250032,0,0,0,0,0,0.0481266074989019,-0.112449196879652,0,0,0,0,0
