,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X601158.SH,X600299.SH,X600188.SH,X600583.SH,X601992.SH,X000027.SZ,X600309.SH,X000539.SZ,X000630.SZ,X000792.SZ,X600352.SH,X002470.SZ,X600660.SH,X000898.SZ,X000709.SZ,X000883.SZ,X600021.SH,X600098.SH,X600623.SH,X601918.SH,X600489.SH,X600578.SH,X600863.SH,X600307.SH,X600315.SH,X300072.SZ,X600022.SH,X600547.SH,X000629.SZ,X600008.SH,X002004.SZ,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.483099207427294,0,0,0,0,0,0,0,0,0.0551090329893728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405389259442603,0,0,0,0.0333036697922837,0.0927572025071493,0,0,0,0,-0.0167725466060873,0,0,0,0,0,0,0,0,-0.0230656306241523,0,0.0705125894785959,0.10388277348877,0,0,0,0
X600028.SH,0.251408323820169,0,0.251553013283551,0,0,0,0,0,0,0,0,0,0,0,0.0553216049868631,0,0,0,0,0,0.101809327811952,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0.113968940241568,0,0,0,1.73472347597681e-18,0,0,0.0756235065201515,0,0,0,0,0.0107837504219318,0,0,0,0,-0.00573561942246388,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.146550434784149,0,0,0.248226691513998,0,0,0,0,0.312599105423139,0,0,0,0,0,0,0,0,0.16377065026145,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0816599876613214,0,0,0.00589960530614994,0,0,0,0,0.0407671842013145,0,0,0,0,0,0,0,-0.0122593644883281,0.0150522124529502,0,0,0,0,0,0
X600011.SH,0,0,0.138992352641039,0,0.083049465506834,0,0,0,0,0,0,0.349323144839174,0.117962137696696,0,0,0,0,0,-0.0502805392560502,0,0,0.118871508834003,0,0,0,0,0.0165916288538583,0,0.152895445667983,0,0,0,0.0349642610411562,0,-0.0603711366882693,0,-0.0137022577148796,0,0,0,0,0,0.0134198972307056,0,0,0,0,0,0,0,-0.00172234624456995,-0.0202132936013868,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106098423287112,0,0,0.295623274513436,0,0.0781404767514442,0.180575504030115,0,0.0638953426516917,0,0,0,0,0,0,0,0.0618827023755523,0,0,0.0304581665227987,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,-0.0138213158310664,0,0,0,0,0,0,0
X600585.SH,0,0,0.123499060037482,0,0,0,0,0,0,0,0,0,0,0.0853064527666058,0,0,0,0.0416785954809409,-0.013891853163874,0.0479917987497221,0,0,0,0.580690444354111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00344788418918173,0,0,0,0,0,0,0
X600019.SH,0,0,0.0591798787262779,0,0.0317888327844709,0,0,0,0,0,0,0,0,0,0,0,0.0654767375222834,0,-1.73472347597681e-18,0,0.0799480020320933,0,0,0,0,0,0,0,0.039678150631343,0,0,0,0,0,0,0,0,0.00173158486911374,0,0,0.161964613898157,0,0,0,0,0,0.215360597671728,0,0,0,-0.0432575168149353,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.14710966624614,0.0668466035817099,0,0,0,0.119864686738873,0,0,0.109065722154849,0.093246679822023,0,0,0,0.105127836253401,0,0,0,0,0,0,0,0,0,0,0.0404596237935287,0,0,0.168609196629846,0,0.0852729903275662,0,0,0,0,-0.10692077640343,0.0637808292482384,0.087420672340841,0,0,0,0,-0.0246930053663576,0.068360807686982,0,0,0,0,0,0
X600795.SH,0,0,0.264440300036781,0,0,0,0,0,0,0,0,0.0890994873988754,0,0,0,0.0564155631658588,0,0,0,0,0,0.169237388936883,0.0100701066988377,0,0.0251961806023213,0,6.93889390390723e-18,0,0,0,0,0,0.107618194974147,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.0694104388515858,0.0069015204305664,0,0,-0.0246882956731553,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.17404994526049,0,0,0,0,0,0,0.271077620603319,0,0,0.0603244237296056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104938969585657,0.0828921280527543,0,0,0.0933049061990959,0,0.0506376114408232,0,0,0,0.0157040930025575,0.095180682406659,0,0,0,0,0,0,0,0,0,0,0,0
