,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X600688.SH,X600547.SH,X601600.SH,X600795.SH,X600362.SH,X300072.SZ,X600188.SH,X601991.SH,X600157.SH,X600309.SH,X600027.SH,X601992.SH,X600660.SH,X600886.SH,X600111.SH,X600489.SH,X000898.SZ,X000959.SZ,X600299.SH,X000709.SZ,X000792.SZ,X601158.SH,X600339.SH,X002466.SZ,X600583.SH,X000408.SZ,X000723.SZ,X000630.SZ,X600098.SH,X000883.SZ,X600352.SH,X600219.SH,X000539.SZ,X600021.SH,X600623.SH,X000983.SZ,X000027.SZ,X002092.SZ,X000825.SZ,X000060.SZ,X000937.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.365796270448569,0.0182091605797386,0.0860905724733395,0,0,0,0,0,0,0,0,0,-0.00364468968895453,0,0,0,0,0,0.0217506840893187,-3.46944695195361e-18,0,0,0,0.0612687863978038,0,0,0,0,0,0,0,0,0,-0.00846513083407942,0,0,0,0,0,0,0,0.115656658939005,0,0,0,0.00556329887879916,0,0,0,0.00468989700630341,-0.00678131910102599,0,0,0,0,0,0
X600028.SH,0.726094891821718,0,0,0,0,0.212723674821096,0,-0.0115355786211921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206187979443511,0,0,0,0,0,0,0,0,0,0,0,0,-0.0198180529317638,0,0,0,0,0,-0.023701483638793,0,0.0161016433299123,0.00739254924820886,0.00345035027560104,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0627348466347646,0.0655649514192832,0,0.121495469998459,0,0.0263498545752968,0,0,0,0,0,0,0,0,0,0,0,0,0.0628482451161959,0,0,0,0,0,0,0.0985371937704188,0,0,0,0,0,0,0,0,0,0.0693935754941982,-0.140426876551943,0,0,0.0137201148133984,0.116532214317934,0,0.129953838220717,0,-0.0119171464473746,-1.0842021724855e-19,0,0,0,0,0,0
X600019.SH,0,0,0.194630280238161,0,0,0,0,0,0,-0.0507348103605503,0,0,0,0.0619439094820239,0,0,0,0,0,0,0,0,0,0,0.154056964329562,0,0,0,0,0,0,0,0,0,0,0,-0.0624477484126909,0,0,0,0,0.0621415916869673,-0.107359172511935,0,0,-0.034256138965903,0,0.0265072722862158,0,0.00968086589627495,-0.0656934981648791,0.0588829690541008,0,0,0,0,0,0
X600011.SH,0,0.0398556452712616,0,0,0,0,0,0,0,-0.0385156348548269,0.0560335245861197,0.170721869256169,0.0164175820839091,0,0,0,0,0,0,0,0,0,0,0,-0.0402929037608557,0,0,-0.0790193110917107,0,0,0,0,0,0,0,-0.0762271368035264,-0.00380777206253777,0,0,0,0,0,0,0,0,0.0723804988188472,0,0,0,0,-0.0386767131825135,0.0438754761843338,0,0,0,0,0,0
X600585.SH,0,0.284593068130117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0191431314162978,0.115826315187421,0,0,0,0.0906857651355844,0,0,0,0,0,0,-0.0133881040364198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0936645947209807,0,-0.198507970876764,-0.0748247834904376,0.0664484158813143,0,0,0,-0.0276106039678085,0,0
X600010.SH,0,0,0,-0.0288499622525063,0,0,0,0,0,0,0.0632097534398316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211651111026063,0.00136345060975799,0,0,0,0,0,0,0,0,0,0,0.0167267851781575,0,0,0,0,0,0.0922846328329898,0,0.0786545186002126,-0.00182891464812012,0.023941459321092,0,0.071424032261407,0,-0.0167911388381745,0,0,0,0,0,0,0
X601898.SH,0,0,0.269741549293578,0,0,0,0,0,0.00631492534169401,0,0,0,0,0,0,0,0,0,0,0,0.000503985483362944,0,0,0,0,0,0,0,0,0.0804760124172379,-0.047671665908468,0,0,-0.171982973889532,0,0,0,0,0.164742211445655,0,0,0.0313223077680505,0,0.322048277055011,0,0,0.171245312556215,-0.00932509816993541,0,-0.0311528021994769,-0.0204532206400094,0,0,0,0,0,0,0
X600688.SH,0,0.168799085728438,0,0.0318515872921197,0,0,0,0,0,-0.00153373144764334,0,0,0,0,0,0,0.110855098623833,0,0,0,0,0,0.0990210375045503,0,0,0,0,0,0,0.0286274858676753,0.0593886176918248,0,0.269746333600228,0,0,0.038509530329855,0,0,0,0,0,0.0662985990178418,0,0,0,0.0747566675155435,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0632871858562327,0,-0.0889825545664673,0,0,0,0,0,0,1.05430464951062,0,0,0,0,0,0,0,0,0,0,0,0,0.0722955431909813,0,0,0,0,0,0,-0.000519500749703707,0,0.197712912753583,0,0.0029461291137016,0,0,-0.0352228989637477,0.0132920747128279,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.0551643744881391,0,0.182846846066903,0.155812455696612,0,0,0,0,0,0,0,0,0,0,0,0,0.00330301547947619,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.228440770792639,0,0,0,0.067019303230525,0,0,0,0,0,0.0240963208543159,0.0118571170989886,0.299807221670956,0,-0.119242797588036,0,-0.00725938707436695,0,0,0,0,0,0
X600795.SH,0,0,0,-0.212688172239998,0,0.0963532524417428,0,0,0,0,0.135588569961857,0,0.0899593199066794,0,0,0,-0.0450973903531094,0,0,0,0,0,0,0.00777208854348455,0,0,0,-0.0121395173310306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722788141597366,0,0,0.0309363199918143,0,0,0,0,-0.00627300047756567,0.00922395370849534,0.143643659063391,0,0,0,0,0
X600362.SH,0,0,-0.0719469564035755,-0.0982630075808239,0,0,0,0.153357945107107,0,0,0.0922399229692455,0,0,0.094221489233947,0,0,0,0,0,0,0,0,0,0,0,0.11858005181741,0,0,0,0,-0.311377842160819,0,0,0,0,0.472576708897491,0,0,0,0.151116691652029,0,-0.164492289194468,0.068694452962694,0,0,0.104327737674385,0,0.021903171552586,0.0950978122364122,0,0.0128955711049152,-0.0319937928274602,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,-0.00533064255109437,0,0,0.14089271007982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194882103432745,0.109779984464725,0,0,0,0,0.0931017984496442,0,0,0,0,0,0,0,0.0024374632060052,0,0,0,0,0,0,0.0352448408504798,0,0.0154023700499611,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.520755713457493,0,0.0635882216643705,-0.145697686454873,0,0.0127252181131834,-0.0108467647451618,0,0,0.175409385097904,-0.0939020007057127,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125968610870971,0.245070860961019,0,0,0,0.0232051094945659,0,0,0,0,-0.12114168568894,1.38777878078145e-17,0,0,0,0,0,0.0815142935380501,0.104186337435487,0.030227333918172,-0.0235774087753507,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0495795380181147,0,0,0.111945213916033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0196498164227812,0,0.0217827064276344,0,0.0469696427116519,0.0972984712592074,0,0,0,0,0,0,0,0,0,0,-0.0023879767056939,0.0893186516246079,3.46944695195361e-18,0,0,0,0,0,0,0,-0.00797079975366794,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.559674674402176,0,0,0,0,0,0.108038820563664,0,0.0810583865775423,0,0,0,0,0,0,0,0.201805996301915,0,0,0.100543059788246,0,0,0,0,0,0,0,0.083023082876966,0,0,0,0,0,0,0,-0.0728481583316519,0.0449590548458999,-0.0333271016123735,0,0,0,0,0,0.09829930852681
X600309.SH,0,0,0,0,0,0,0,0,0,-0.0732832015141138,0,0,0,0.0361426984692976,0,0,0,0,0,0,0,0.136496255164081,0,0,0,0.134643986586107,0,0,0,0,0.149297718786838,0,0.103260458915197,0.114400820207901,0,0,0,0,0,0.0777553137744618,0,0,-6.93889390390723e-18,0,0.173376015068954,0,0,0,-0.158113279236518,0,0,-0.0166267073583428,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0.153662431885805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00292738702777455,0,0,0.0984674060419124,0,0,0,0.114589356548353,0,0,0,0,0,0,0.0259316840892261,8.67361737988404e-19,0,0,0,0,-0.0214697763238488,0,0.0105005872739944,0,0,0,0,0,0
