,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X002271.SZ,X000708.SZ,X600011.SH,X600660.SH,X002460.SZ,X600886.SH,X000786.SZ,X600801.SH,X600362.SH,X600176.SH,X601898.SH,X600489.SH,X600010.SH,X601600.SH,X600352.SH,X600188.SH,X601991.SH,X600111.SH,X600426.SH,X600795.SH,X600299.SH,X600027.SH,X600688.SH,X601992.SH,X002080.SZ,X000932.SZ,X000301.SZ,X002466.SZ,X600219.SH,X002353.SZ,X600529.SH,X600486.SH,X000723.SZ,X002075.SZ,X600315.SH,X600612.SH,X002409.SZ,X000027.SZ,X002250.SZ,X000878.SZ,X601158.SH,X000898.SZ,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0139390888020991,0,0,0,0.0542500279044175,0,0,0,0,0.0572342420217449,0,0,0,0.0903466288461047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096301233325105,0.0718719554918952,-0.0373930326020702,0,0.0380239429613643,0,0,0,0,0,0,0,0,0,0.00451306761827804,0,-0.00859371489058876,0,0,0,0,0.0244114520728727,0,0
X600028.SH,0,0,0,0,0.013469677853808,0,0,0,0,0.0355218850108331,0,0.00851280404459572,0,0,0,0,0,0,0,0,0,0,0,0,-0.037003157235726,0,0,0,0,0,0,0,0,0,0.028508719468884,0.0891209761398863,0.0943379993089761,-0.0146194158269629,0,0,0,0,0,0,0.0355961004463457,0,0.0916747089313285,0,0.0142133124971992,0,0,-0.0070536749199605,0.00848726020390659,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0556859251391106,0,0,0,0,0.0925031194946271,0,0,0,0,0,0.0351490920672567,0,1.73472347597681e-18,0,0,0,0.0283109170054533,0,0,0,0,0,0.0207656601951271,0,0,0,0,0,-0.0165179978995709,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.233801922598879,0,0,-0.0155343928308649,0.0103262884328734,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.116243386941446,0,0,0,0,0,0,0,0,0,0,0,0.115129086219565,0,0,0,0.220107898164047,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0720725422825291,0.00585891978817257,0,0,0,0,0,0,0.019672649572743,0,0,0,0.0608089393354928,0,0,0,0,1.69239434854489e-05,-0.00269057856676757,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.290676306789031,0,0.0265040248058883,0,0,0,0,0,0,-0.0329054138890269,0,0,0,0,0,0,0,0,0.13314707636524,0,0,0,0,0,0,0,0,0.0256071869320132,0.0562158610583309,0,-0.0225735251810117,0,0,-0.0985863173602521,0.183043540600838,0,0,0,0.0720982380681986,0,0,0,0,0,0.0214889806551392,0.00684953591827112,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.0135221391090769,0,0,0.145247949467595,0,0,0,0,0,0.0501416659837338,0,0,0,0,0.552251914346037,0,0,0,0,0,0.043428149129721,0,0,0.00990898607530578,0,0,0,0.021047718377023,0,0,0,0,0,0.0111541793122189,0,0,0,0,0.120935861062318,0,0,0,0,0,0,0,0,0,-0.0124093139039152,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0827532608427057,0,0.0123817128966763,0,0,0,0,0.0402701079636152,0,0,0,0.107432862037208,0,0,0,0,0,0,0,0,0,0,0,0.0986076768714748,0.0103762502862474,-0.0716759333274985,0,0,-0.00126811357908726,0,0.0959260352843963,0,0,0,0.0917062827733116,0,0,0,0,0.0828206457149013,0,0,-0.0173718448085238,-2.16840434497101e-19,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.147330609716303,0,0,0,-0.0995600818719468,0,0.119889322398423,0,0,0,0,0,0,0,0,0,0,0,0,0.12514627314513,0,0.0230479400809504,0,0,0,0,0,0,0.0597829630653181,0,0,0,0,0,0,0.0385902425615413,0,0.135487123344596,0,0,0,0.309747053719632,0.117735728556658,0,0,0,0,0,-0.014023649841809,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.0349402157154133,0,0,0,0,0,0,0,0,0,0,0,-0.0113546182621831,0,0.0134996084467321,0,0.254946486719939,0,0,0,0.116163141035822,0,0,0,0,0,0,0,0,0,0,0,0.126005132645844,0,0,0.27133471784121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0956456536482845,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0727407586388863,0,0,0,0,0.206490955902799,0,0,0,0,0,0,0,0,0,0,0,-0.329778767658837,0,0,0.95493888178007,0,0,0,0,-0.153851620663546,0.0691758816467253,0,0,-0.0192086450402071,0,0.0594723031027627,0.122212619419325,0,0,6.93889390390723e-18,0,0,-3.46944695195361e-18,0,0,0,0,0.0319727752794911,0.0101409462634142,0,0,0,0.137906331304356,0,0
