,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X600795.SH,X601600.SH,X600886.SH,X600188.SH,X600010.SH,X600111.SH,X600362.SH,X600027.SH,X600309.SH,X600688.SH,X600583.SH,X601992.SH,X000898.SZ,X601158.SH,X000709.SZ,X600352.SH,X000792.SZ,X000883.SZ,X600489.SH,X000539.SZ,X002353.SZ,X600547.SH,X000629.SZ,X000027.SZ,X000825.SZ,X000831.SZ,X000630.SZ,X600808.SH,X600578.SH,X600660.SH,X600549.SH,X601699.SH,X000983.SZ,X600008.SH,X600315.SH,X600863.SH,X600307.SH,X600098.SH,X002470.SZ,X000937.SZ,X600348.SH,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.447712181118628,0,0,0,0,0,0,0,0,0.0583130284131051,0.0999536944216001,0,0,0,0,0.0658871686075294,0,0,0.114268381267333,0,0,0,-0.0792614471335888,0,0,0,0,0,0,0,0,0,0.0490174497049018,0.0382351921405564,0.00383277109121588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0571920214885361,-0.00923385049354342,0,0,0,0,0,0
X600028.SH,0.555068612974909,0,0,0,0,0,0.0256125169950354,0,0,0,0,0,0,0,0,0,0,0.330254016194686,0.0793126969571069,0,0.0059997198437048,0,0,0,0,0,0,0,0,0,0,0.0145205105228679,0,0,0,0,0,0,0.0530066944023297,0,0,0,0,-0.0899692432638521,0,0,-0.103818025263176,0,0,0,0,-0.0526303694436759,-0.0267799256860177,0,0,0,0,0,0
X601088.SH,0.00881257451650069,0.0645438318535526,0,0,0,0.073836974675036,0.0580966087042802,0,0,0,0.025814835075712,0.142159908256106,0,0,0,0,0,0,0,0.0523972830665727,0,-0.0131278295141615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00920474105412539,0.35724802902333,0,0,0,0,0,0,0,0,0,0,0,-0.00318945077702184,0,0,0,0,0,0
X600011.SH,0,0.0522701353971622,0,0,0,0.131311934331084,0.0242323481153823,0.0951635201565931,0,0,0.303654036070759,0.107561372532,0,0,0,0.0741608924875669,0,0,0,0,0,0,0,0,0,-0.195579516506859,0.0198153583296372,0,0,0,0,0.0130848457469876,0,0,0,0,0,-0.0840937789823215,0,0,0,0,0,0,0,0.0803399181778007,0,0,0,0,0,0,-0.00176998133616721,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0360096306285151,0,0,0,0,0.0815042680411088,0,0,0.0384155765788861,0,0,0,0.0219403081143011,0,-0.0255807351478752,0,0.233993231768383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366484631615092,0,0.00514657938919864,-0.0679713846872856,0,0,0,0.0296968232069773,0,0.0605980747624987,0,-0.0266140338659769,0,-0.0536690391884379,-0.00956998476511428,0,0,0,0,0,0
X600019.SH,0,0,0,0.125432413594076,0,0,0,0,0,0,0.0478656304935376,-1.73472347597681e-18,0.104108897932364,0,0,0,0,0,0,0,0.423807614012912,0,0.112473407585614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480784036954294,0,0,0,0,0,-0.00655114983746407,-0.048453909429095,0,0,-6.93889390390723e-18,0,-0.0525574544517764,-0.0147070402221223,-0.0173097494457683,0,0,0,0,0
X601898.SH,0,0,0.0794352600831217,0,0,0,0,0.128678092664467,0,0.0385016734237594,0,0.0807601163320392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179326937603784,0,0,0.107959057054733,0,0,0,0,0,0,0.403641350082601,0,0,0,0,0,0,0,0,0,0,0,-0.00642877998745028,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.124971777945639,0.0806350056775019,0.0177876523374719,0,0,0,0,0.0871089819604404,0,0.205807954938679,0,0,0,0,0,-0.00908108073194947,0,0,0,0,0,0,0.0238696101006949,0,0,0,0,0,0.149335057968527,0,0,0,0,0,0,0.0987220193731532,0,0,0,0,0,0,0,-0.0266420374172366,-0.0323704692146855,0,0,0,0,0,0
X600795.SH,0,0.1130393570961,0,0,0,0,0,0,0,0,0.315584995303628,0,0,0,0,0.0919232553501025,0,0,0.0143490268250292,0,0,0,0.108953542622522,0,0,0,0.118092586342866,0,0,0,0,0,0,0,0,0,0,0.0155390547261935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0186733760703161,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.139189501613621,0.404163214933931,0,0,0,0,0,0,0.201533002794939,0,0,0,0.00844470638910145,0,0.177879491548745,0,0,0,0,0,0.0887413658127903,0,0,0,0,0,0,0,0,0.0642071648285101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00189594482258293,-0.0142867304754375,0,0,0,0,0,0
