,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600299.SH,X600362.SH,X600188.SH,X601158.SH,X000027.SZ,X601992.SH,X600583.SH,X000539.SZ,X000792.SZ,X600309.SH,X600623.SH,X000630.SZ,X000883.SZ,X600352.SH,X000709.SZ,X600021.SH,X000898.SZ,X002466.SZ,X600660.SH,X002470.SZ,X600098.SH,X600160.SH,X601918.SH,X600489.SH,X600863.SH,X600808.SH,X000060.SZ,X600307.SH,X600547.SH,X600578.SH,X000629.SZ,X300072.SZ,X600008.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.439362874269755,0,0,0,0,0,0.0859456371993045,0,0,0,0,0,0,0,0,0.0569497768171857,0,0,0,0,0,0.0191746985251246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174459995953674,0.00569702991657182,0,0,0,0,0,0,0,0,0,0.0472013309075226,0,-0.0213758525505316,0,0,0.142444080505764,0,0,0,0
X600028.SH,0.198699903615744,0,0.124569554750958,0,0,0,0.0589689522800086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990679083234511,0,0,0,0,0,0,0,0,0,0,0.0282365290664265,0,0,0,0,0,0,0,0,0,0,0,0.124930920985705,0.136673820171215,0,0,0,-0.0177934054803147,0,0.0196427582203454,0.101682776301024,0,0,0,0
X601088.SH,0,0,0,0.0265319928353369,0.00117512783996516,0.0306479641824223,0,0,0,0,0,0.420637723065559,0,0,0,0,0,0,0,0,0,0.0804066555807889,0.05645746720284,0,0,0,0,0,0,0,0,0,0,0.132230721891381,0,0,0,-0.00868548575059144,0,0,0,0,0,0,0,0,0,0,0,0,-0.0130717095906989,0,0,0,0,0,0,0
X600011.SH,0,0,0.128046740552057,0,0.0305081513957603,0,0,0,0,0,0,0.377692921043827,0.112568258802641,0,0,0,-0.0296006894097117,0,0,0,0,0.103547631556838,0,0,0.0787915572247234,0,0,0,0.0589944128344336,0,0,0,0.0297193662350411,0,0,0.12455622612626,0,0,-0.0705801731233111,0,0,0,-0.0334705929438644,0,0,0,0,0,0,0,2.16840434497101e-19,0.00443693600137741,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146192404005553,0,0,0.119141165029356,0,0,0,0,0.0217664728431598,0,0,0,0.0908880313510722,0.129751758483325,0,0.00972124694467418,0,0.350651047631399,0.0771555730643768,0,0,0,-0.0499867788046953,0,0,0,0,0.0795785417797538,0.0742639111025429,0,0,0,0.0367398497666552,0,0,0.000923217287146324,1.73472347597681e-18,-0.0541884882755104,0,0,0,0,0
X600019.SH,0,0,0,0,0.0236183994216507,0,0,0,0,0.039616693871714,0,0.0414274727338153,0,0,0,0,0,0.0208172485151643,0.00653997165202438,0,0,0,0,0,0,0,-1.73472347597681e-18,0,-2.16840434497101e-19,0,0,0,0,0.0261122933862341,0,0,0,0,0,0,0.149531113465292,0,0,0.132591319140238,0,0,0,0,0.195224070791155,0,-0.0452514909336675,0,0,0,0,0,0,0
X600585.SH,0,0,0.442949567674906,0,0,0,0,0,0,0,0.0264099079746523,0,0,0.12519252435093,0,0.0059958871729991,0,0.0559100749047618,0,0,0,0,0.0461647963323491,0,0,0.139419054739968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332586391772868,0,0,0,0,0,0,0,-0.0219087452882213,0,0,0,0,0,0,0
X601898.SH,0.241655059652439,0,0,0,0,0,0,0,0,0.319380345144365,0.0283754471129833,0,0,-0.0413664414644682,0.0486118600419828,0,0,0,0,0,0.0950140450674599,0,0,0,0,0,0,0,0,0,0,0.144074803690027,0,0.0388537884710038,0,0,0,0.0159179566140665,0.169715873764322,0,0,0,0,0,0,0,0,0,0,0,-0.0390035740422943,0.0277596534917874,0,0.0162304959693339,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.340828479207087,0,0,0.0792463596633776,0,0,0,0,0,0,0,0.173028652173605,0,0,0.000135791841031352,0,0.0567351651553828,0,0,0,0,0.0317567721245577,0,0,0,0,0.017555083444098,0,0.0997189226523723,0,0,0,0,0,0,0,0,0,-0.0239020441194878,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.124662862452713,0,0,0,0,0,0,0.170414713625712,0,0.0153294613586764,0,0,0.0714859692295002,0.00460862325414871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134245820105458,0,0.19584272625699,0,0,0,0.107436320007156,0,0,0.167045207110434,0,0,0,-0.0272112504313539,0.0170170352156958,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179757319550551,0.139201830010615,0,0.150384841631769,0,0.319050484909482,0,0,3.46944695195361e-18,0,0,0,0.223171577444877,0,0,0.0790115786155768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0120358591373663,0,0,0,0,0,0,0
X601991.SH,0,0,0.16219465022153,0,0,0,0,0,0,0,0,0,0.0286139096397191,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0406528613390329,0,0,0,0.410817960120953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0497847268663782,0.0193621115600558,0,0,0,0,0,0
X600027.SH,0,0,0,0.202861577746271,0,0,0,0,0,0,0.249406368495996,0,0,0,0,0,0,0,0,0,0.0345065104276173,0,0,0,4.33680868994202e-19,0,0,0,0.153062150694645,0,0,0,0,0,0,0,2.16840434497101e-19,-0.0462967421083066,0,0,0.148883982439802,0,0,0,0,0,0,0,0,0,-0.0270578134270031,0.0026579183424325,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0918052066004352,0.779243948108964,0,0.0801926021615716,0,0,-0.0664977336875483,0,0,-6.93889390390723e-18,0,0,0,-0.122244270525165,0,0,0,0,0,0,-0.071731730783115,0,0,-0.542710774299409,0,0,-0.00366620611137992,-0.189686943570918,-0.253010429400561,-0.472573245325746,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0.353346640090492,0,0,0,0,0,0,0.0359134478483285,0,0,0.015065928021394,0,0,0,0,0,0,0,0,0,0,0,0.017053336468871,0,0.08349406562921,0,0,0,0.0532666670536915,0.0341441059272475,0,0,0,0,0.229350232516823,0,0.134915417648811,0,0,0,0,0,-0.0103244712248769,0,0,0,0,0,0
X600111.SH,0,0.0688255768218699,0,0,0.184280300144161,0,0,0,0,0,0,0,0,-0.0264436428397098,0.10701525101506,0,0.0625043168728953,0.0325732771862933,0,0.0624327685282514,0,0,0,0,0,0,0,-0.0104522464286814,0,0,0,0,0,0,0,0,0,-0.0397259764935158,0.129738731477538,0,0,0,0.20291453025343,0,0.0233505351724307,0,0,0,0,0,0,0.011313042629861,-0.0283719832074345,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0.115569606433781,0,0,0,0,0,0,0,0,0,0.0465186019441815,0,0.193062014752962,0,0,0,0.141155385186808,0.0395287223755331,0,0,0,0,0,0,0,0,0,0.299235183773653,0.0393136864057902,0.0409305152050755,0,0.00903771687857537,0,0.0201918677293809,0,0,0,0.171665563348571,0,0,0.00820894121628216,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.0753225956502388,0.050252304650955,0,0,0.0262947808503838,0,0.267078297796144,0,0,0,0.115616900958009,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.15342273771344,0,0,-0.00392114328949349,0,0,0,0.169486500852611,0,0.0806984944214317,0,0,0,0,0,0.00618856489715795,0.0339537361199525,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.184005748390872,0,0,0.136754291542581,0,0,0.178909722439958,0,0,0,0,0,0,0.0149573770128274,0,0,0,0,0,0,0,0,0.0288392213780812,0.0743379874158048,0,0,0,0,0.153380653407001,0,0,0,0,0,0,0,0,0.030065932385221,0.0911521627017356,0,0,0,0,0.00570516572538902,0.121746974974658,0,0,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0.341520268414618,0,0,0,0.0160762722077727,0,0,0,0,0,0.193349828528154,0.0189042238802653,0,-0.206614509723486,-0.174881298757325,0,0,0,0,0,0,0,0,0.0132970827184301,0,0,0.184267022366569,0,0.100590107658877,0,0,0,0,0,0,0.305837147341,0,0,0,0,0.00495674863018892,-0.0366972397906338,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0.224943170788851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107777177081421,0,0,0.290915271899097,0,0,0,0,0,0.0998905712899363,0,0,0,0,0,0,0,0.200744960235225,0,0,0,0,0,0.0218159926513842,0.0721489935393156,0,0,0,0,0
X601992.SH,0,0,0,0.253595664755744,0.0400953465486862,0,0,0,0,0,0,0.0462608389961311,0,0,0,0,0,0,0,0,0.136520157048593,0,0,0,0.0314655244399484,0,0,0,0,0,0,0,0.0204156022009233,0,0,0,0,0,0,0,0,0,0.144761444912918,0,0,0,0,0.331351976895406,0,0,-0.0361571779439279,0,0,0,0,0,0,0
X600583.SH,0,0,0,0,0.0299134434817179,0,0,0,0,0,0.130808953170901,0,0,0,0.108148897824191,0,0.0777423875447872,0,0,0,0.055561493238085,0.14878412890031,0,0,0,0,0.120434886933224,0.0305251901802151,0,0,0,0,0,0.0715846622382744,0,0,0,0.0603815522071668,0,0,0,0,0,0,0,0,0,0,0,0,-0.00441587587796275,0,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0.093172146321579,0,0,0,0,0,0.0394351316742332,0,0,0,0,0,0,0,0.363844225832195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.178194085706886,0,0,0,0.0873380551490497,0,0,0,0,0,0,0,-0.0199476545373452,-0.0164757354315388,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0.0731565628637645,0,0,0,0,0.0251263905961321,0.0324492961916801,0,0,0.214528905358998,0,0.01254890367671,0,0,0,0.120991360624344,-4.33680868994202e-19,0,0,0,0,0,0,0.177246582656474,0,0,0,0.00233301770118651,0,0,0,0,0,0,0,0,0,0,0,0,-0.0350433543360334,0,0,0,0,0,0,0
X600309.SH,0,0,0,0.0682932484653205,0,0,0.0341160289232203,0,0,0,0,0.00593848106598962,0.133240530850005,0.0279319241520545,0,0.0625913826590316,0.140347886569628,0,0,0,0,0.230733803254062,0,0,0,0,0,0,0,0,0,0,0,-0.00851060900401666,0.0214097381237556,0,0,0,0,0,0.0351333372675641,0,0,0,0,0,0,0,0.108587621943142,0,-0.0064097410698685,0,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205199825700996,0,0,0.204842014719547,0.197019889062915,0,0,0,0,0.289342573366785,0,0,0,0.100559707393202,0.00948540148343921,0,0,-0.000204484946205845,0.0971682466756547,0,0,0,0,0,0
