,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X601600.SH,X601898.SH,X601991.SH,X600688.SH,X600660.SH,X600886.SH,X600362.SH,X600111.SH,X600188.SH,X600795.SH,X600352.SH,X000723.SZ,X600801.SH,X601992.SH,X000898.SZ,X600027.SH,X000786.SZ,X600176.SH,X600516.SH,X002460.SZ,X000709.SZ,X002271.SZ,X600489.SH,X002466.SZ,X000629.SZ,X600299.SH,X000883.SZ,X000553.SZ,X600219.SH,X601158.SH,X600808.SH,X000630.SZ,X600985.SH,X601699.SH,X600583.SH,X000027.SZ,X000401.SZ,X600426.SH,X600339.SH,X600021.SH,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0100176137795337,0,0.0157885113212352,0,0,0,0,0,0,0,0.175424267987778,0,0,0,0,0,0,-0.0104921508426577,-0.0136717282653339,0.0493217531431871,0,0,0,0,0,0,0,0,0,0,0.049920753319681,0,0,0,0,0,0.0689763019602818,0,0,0.0866010614638456,0,0.0243842863834429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0.137855100485681,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150329871512385,0,0,0.00998353200993767,0,0.0223408168335607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0.00351195536193614,0.16501942544988,0.0534791366943246,0,0,0,0,-0.0225555858508718,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0649281416043436,0,0,0,0,0,0,0,0,0,0,0,0.0991974587332515,0,-0.142176218675647,0,0.0440386803995611,0,0,0,0.0980771987180044,0,0,0,0,0,-0.0310575682248222,0,0,0,0,0,0,0,0,0,0,0.278815807159704,0,0,0.133353556190851,0,0.0362888817855342,0,0,0,0.0316812966898212,-0.00872470986783501,0,0,0,0.0181471996473682,0,0
X600585.SH,0,0,0,0,0,0.112695836127766,0,0,0.0408762062330639,0,0,0,0,0,0.0557062142800351,0,0,0,0,1.73472347597681e-18,0.0275188602520397,0.364427872583349,0,0,0,0,0,0.0537438852885046,0,0,0,0,0,0,-0.0441903140164648,0,0,0,0,0,0,0,0,0,0,0.0619591829478494,0,0,0,0,0,-0.00893653678369907,0,0,0,0,0.0246035938412476,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0684891628020722,0,0,0.0345761728619247,0.232104405599178,0,0,0,0,0,0,0,0,0,0,0,0,0.0766270290655135,0.073497855390751,0,0,0,0,0.0092456422682151,0,0,0,0,0.0218257598132897,0,0,0,0,0,-0.000590439110171519,-0.034142855871529,0,0,0,0.00523256365523689,0,0
X600309.SH,0,0,0,0,0,0,0.168913620997987,0,0,0,0,0,0,0,0,0,0,0,0,0.197630754646739,0,0,0,0,0,0,0,0.258954185153453,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620611233048584,0,0,0.30190459014024,0,0,0,0,0.320503989157176,0,0.00442326217574319,0,0,0,0,0.0221732168787192,0,0
X600011.SH,0,0,0,0,0,0,0,0.0955802735522767,0,0,0,0,0,0,0,0,0,0,0,0.176431129189521,0.0348017787938018,0,0,0,0.0375604806625391,0.0147716923439718,0,0,0,0,0,0.108233017962003,0,0,0,0,-0.0468777259339385,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.406437719167665,0,0,0.0376911196619722,0,0,0,0,0.0341087227256809,0,0
X600010.SH,0,0,0,0,0,0,0.202810520077835,0,0,0,0,0,0,0,0,0.3892787789064,0,0,0,0.0739178719138793,0.00771278382704204,0,0,0,0,0,0,0,0,0,0,0,0,0.225814929181478,0,0,0,0,0,0,0.0310784037768841,0,0,0,0,0,0,0,0,0.222131507858686,0,0.00738308435069849,-0.0139660639504375,0,0,0,-0.0062077195933529,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0583258653187395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.932223606443067,0,0,0,0,0.0676301957079973,0,0,0,0,0,0,0,0,0,-0.00924702937375147,-0.00935466261188323,0,0,-0.0797237649931374,0.00389234454592818,0,0,0,0,0.0119236647778377,0,0
X601600.SH,0,0,0,0,0,0,0,0.335751211847155,-0.0394068548566993,0,0,0,0,4.33680868994202e-19,0,0.113074066535586,0.00306269846393154,0,0,0,0.0112967073108371,0.0304364411399678,0,0,0,0.0617590645376705,0,0,0,0,0,0,0,0,0,0,0,0.100769444313799,0,0,0,0.0317941912756102,0,0,0,0,0.156358787135974,0,0,0,0,-0.00308358338355827,-0.0110472374664623,0,0,0,-0.0301558261596219,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.234014574565639,0,0,0,0,0,0,0,0,0,0,0.017984377984709,0.120994950510481,0,0,0.0830668900751172,0.0488607574921292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141059028965966,0,0,0,0,0,-0.00205094942573116,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.00231324776963589,0,0,0,0,0,0,0,0.0143931166534749,0,0,0,0.0518671708227792,0,0,0.195737493985125,0,0.163533028460304,0,0,0,0,0,0,0,0,0.149100203407301,-1.73472347597681e-18,0,0,0,0,0,0,0.0165367807237974,0,0,0,0,0,0,0,0,0,0.0176726683602246,-0.0690092821036349,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00260683720106716,0.0139168603081387,0,0,0,0,0,0.0275014845975082,0,0,0,0,0.100647329872843,0,0,0.116199707899904,0,0,0,0.0577934411231912,0,0.041492855841282,0,0,-0.000990481725812717,-0.0126157530039496,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408423380460777,0.00395405971052882,0.0589541179591627,0,0,0.220589806852439,0,0,0.0344079194454266,0,0,0,0,0,0,0,0,0.0206483439972547,0,0,0,0,0,0,0.00972440833527192,0,0,0,0.0172245683346836,0,0,0,-0.0480389157715912,0,0,0,0,-0.0269190243354897,0,0
X600886.SH,0,0,0,0,0,0,0,0,0.000454804766789056,0,0,0,0,0,0,0,0,0,0,-0.0959107394983826,0,0,0,0,0.196736490974811,0,-1.38777878078145e-17,0,0,0,0,0,0,0.0431949629797356,-0.101106693066058,0,0.163141070298846,0,0,0,0.0664195358053267,0.119144012347525,0,0,0,0,0,0,0,0.0674583973019177,0,-0.00346214984533909,0.0113233855262255,0,0,0,-0.0276468327236325,0,0
X600362.SH,0,0,0,0,0,0,0,0.114493174309218,0,0.0875328363662897,0,0,0,0,0,0,0,0,0,0,0,0.192386268322224,0.0462170630930977,0,0,0,0.0847755000002544,0.0411902475353877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398854969471975,0.0543467300436956,0,0.0434998875387661,0.0936854737148944,0.0125053941908978,0,0,0,-0.0106993890832565,-0.0296135856060739,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13960694332169,-0.0595086022418786,0,0,0,-0.0260218561069605,0,0,0,0,0,0.197456118421191,0,0,0,0,0,0,0,0,0.250411734627917,0,0.16289279709632,0,0,0,-0.0291425930268449,-0.226752659384288,0,0,0,-0.194750506383695,0,0
X600188.SH,0,0,0.00704931434197597,0.0137969859148868,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.091400966835965,0,0,0,0,0.0563481894426638,0,0,0,0,0,0,0.0529946806428768,0,0,0.0806887480081077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342029882823773,0,0,0.0219535967620222,0,-0.0079189456654813,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0104883057562436,0.0427955735842844,0,0,0,0,0,0,0,0,0,0,0,0.0695003307051286,0,0,0,0,0.0374289106575872,0,0,0,0,0,0,0,0,0,0,0,0,0.102741902248808,0,0,0,7.62716074579183e-05,0,0.0344382266079725,0,0,0,0,0.222102091330823,0,0,0,0,0,0,0,0.0145597887495361,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0190959913827413,0,0,0,0.373311034385897,0,0.782980140548703,0,0,0.0539936161981712,0,-0.475028575812193,0,0,0.140078404508,0,0,0,0,0,0.421766720451462,0,0,0,0,0.137061680712546,-0.58308152561981,0,0,0.316560135034992,0.148108590170526,0,0,0,0,-0.0264641489958815,0.156916327055896,0,0,0,0.0279406043461232,0,0
X000723.SZ,0,0,0,0.525559187671004,0,0,0,-0.22946594162442,0,0,0,0,0,0,0,0,0,0.317082998099337,0,0.574156719021583,0,0,-0.428327341717813,0,0,0,0,0.315099464840715,0,0,0.36690084645759,0,0,0,0.255440483195541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479188374831867,0,0,0.0392293810938467,0,-0.0381778269239647,0,0
X600801.SH,0,0,0,0.516468101246241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101091686757765,-0.00402981668815837,0,0,0,0,0,0,0.268337866384374,0.092227972775761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266856078228864,0,0,0,0,0,-0.00500789194869081,0.0173619990217621,0,0,0,0.000781585313777153,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197898410154203,0,0,0,0,0.0940973966191937,0,0,0.108889143816761,0,0,0,0,0,0.0958330598557437,0,0,0.155758146036047,0,0,0,0,0,0,0,0,0,0.106539770326767,0,0.237724130071566,0,0,0.131016694796844,0,0.0298552798409047,-0.00606972933872645,-0.0227912598112281,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0,0,0.0427838057421703,0,0,0,0,0,0,0.0337599957173175,0,0,0,0.0389264158896026,0.0800371183450031,0,0,0,0,0.098242740535564,0,0,0,0.062667678080204,0,0.263080250394447,0,0,0,0,0,0,0.0124873526927539,0,0,0,0,0,0,0,0,0,0.0653208658197616,0,0,0,0,0,0,0.0344932521126799,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0.0153411133961821,0,0,0,0,0.174307989453902,0,0,0,0.099798329284739,0,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.0728078870612293,0,0,0,0.0701150068469359,0,0,0,0,0,0,0,0,0.24287801959882,0,0,0,0,0.193264976354063,0,0,-0.00885949699185282,0,0,0,0,-0.000755734200899323,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228070533363255,0,0,0.174449847937334,0,0,0,0.0573451374945162,0,0,0,0,0,0,0,0.0351934120038566,0,0,0,0,0,0,0,-0.0579482693473173,0,0,0,0,0.260624961914566,0,0,0,0.142852429002442,0,0,0,-0.0630982777290818,0,0.0501637760417432,0.021896435186531,0,0,0,0.0823304616932854,0,0
X600176.SH,0,0,0,0,0,0.0202571294021257,0,0,0,0.0942331189092804,0,0,0,0,0,0,0.0108504613996727,0,0,0,0.018814086218377,0.0402361644449027,0,0,0,0,0,0.0152520571068747,0,0,0,0,0,0,0.0130316398372583,0,0.0701351131165923,0,0,0,0,0.107571906215798,0,0,0,0.11773854924433,0.372374228681299,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.00536451779075667,0,0
X600516.SH,0,0,0,0,0,0,-0.206085883226776,0,0,0,0,0,0,0,0,0,0.16231876860222,0,0,-0.0931380390489341,0.0146692638402724,0.235142890064504,0,0,0,0,0,0,0,0,-0.0594834364926233,0,0.880420568175409,0,0,0,0,0,0,0,0,-0.0795907378577266,0,0,-0.0405792035716938,0,0,0,0,0,0,-0.151477397080797,0,0,0,0,-0.0857260404243707,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0383439398848759,0,0,0,0,0.135273669479364,0,0.0530768482033837,0,0,0.0241074483537426,0,0.996699448128607,0,0.0343553037153447,0,0.0806194879510213,0,0,0,0,0,0,0,0,0.0208893117890943,0,0,0,-0.0741081129413862,0,0.00347654457030188,0,0,0,0,0.0180719202626148,0,0
