,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X600688.SH,X600660.SH,X601991.SH,X600547.SH,X601600.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X000898.SZ,X600027.SH,X601992.SH,X000629.SZ,X600111.SH,X600176.SH,X002466.SZ,X600516.SH,X000709.SZ,X600808.SH,X600299.SH,X002460.SZ,X600352.SH,X600801.SH,X300072.SZ,X002110.SZ,X600339.SH,X000825.SZ,X600489.SH,X600583.SH,X600426.SH,X601158.SH,X000786.SZ,X600219.SH,X000553.SZ,X601699.SH,X000883.SZ,X000932.SZ,X000408.SZ,X000301.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.154404228224283,0,0,0,0,0,0.0842734659086284,0.117587778005252,0,0,0.19451328180344,0,0,0,0,0,0,0,0,0,-0.00707605557989821,0,0,0,0,0,0,0,-0.0457840138040277,0,0,-0.0734133242264977,0,0.164669727494449,0,0,0,0,0,-0.00753916330437607,0,0,0,0,0,0,0.311611676988301,0,0.00795676616402675,0.0302016594505709,0,0,0,0,0,0
X600028.SH,0.0786273406957019,0,0,0,0.245130485704942,0.0170815418628636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178565157592038,0.224943432288416,0,0,0,0,0,0.0588613328967108,0,0.144319583808291,0,0,0,0,0,0.0663684024439457,0,0,0,0,0,0,0,0,0.0273560138703078,0.0528959366507388,0,0,0,0,0,0
X601088.SH,0.183520624989581,0,0,0,0,0,0,0,0.143440291143395,0,0,0,0.015210311591065,0,0.17090317478143,0,0,0,0,0,0,0,0,0.0258764020635657,0,0,0,0,0,0,0,0,0,0.08719399061348,0,0,0,0,0,0,0,0,0,0.113932584672767,0,0,0,0,0,-0.010574510202649,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0423513767410066,0.0452052680237021,0.0274961707542829,0,0,0,0,0,0,0,0,0,0,0,0.163185932891426,0,0,0,0,0,0,0,0,0,0,0,0,0.44835892065882,0,0,0,0,0,0.14167329219621,0.0817544923250428,0,0,0,0,0,0,0,0,0,0,0.00523220299510524,0,0,0,0,0,0,0
X600019.SH,0,0.0518851032343568,0,0.0581613671585744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636077352785896,0,0,0,0,0,0.0255151344107098,0,0,0,0,0,0,0.0375487678820658,0.00121297680169183,0.0253612050699968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0073110462720577,0,0,0,0,0,0,0
X600011.SH,0,0,0,0.0136230503304423,0,0,0.0267432936735756,0,0,0,0,0,0,0,0,0.029343590235154,0,0,0,0.774421130964434,0,-0.0218575392197879,0,0,0.016194047126924,0,0,0,0,0,0.104079006140285,0,0,0,0,0,-0.129427400637351,0,0,0,0,0,0,0,0,0,0,0,0,0.0107457798229823,0.028490638209487,0,-0.0338319278344219,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264973780000543,-0.316681644251992,0,0,0,0,0,-0.218524871582417,0,0,0,0,0,0,0,0.0102355269640119,0,0,0.421492822597686,0,0,0,0,0,0,0,0,0,0,0.0332844321023054,0.0527031780791036,0,0.171985163649602,0,0,-0.823203977322466,0
X600010.SH,0.125727135462379,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127152641454113,0,0,0,0,0,0.11617956273428,0.0298445144839893,0,0,0.0474359121301358,0.168654614723774,0,0,0,0,0,0,-0.0845580329614066,0,0,0.0288641460577313,0,0.0299728217744925,0,0,0,0,0,0,0,0.00454055323289603,0,0,0,0,-0.0345322970373213,0,0,0,0,0,0
X601898.SH,0.049669175723873,0,0.242025709342253,0,0,0,0,0,0,0,0,0.227551162777885,0.0172125554041122,0.0783916075772242,0.324954271384164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349480466361055,0,0.0296377899186258,0,0,0.0855803404662655,0,0,0,0,0,0,0,0,0
X600688.SH,0.149615942835377,0.0310907595623007,0,0,0,0,0,0,0.0747593646413796,0,0,0,0,0.0500381706980844,0,0,0,0,0,0,0,0,0,0,0.0349374590981951,0,0,0.101750466635556,0,0.0165481773150068,0,0,0.0179217518648595,0,0.0251321637261421,0,0,0,4.33680868994202e-19,0,0,0,0.104615683246702,0,0,0,0,0,0,-0.00138045499327438,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0132764869183985,0,0,0,0,0,0,0.115696744334002,0,0,0,0,0,0,0.0267853287228,0,-0.00898236124221636,0,0,0.174610826040656,0.0677832437557073,0,0,0.0758366744410543,0,0,0,0,0,0,0,0,0,0.297997742787723,0,-0.0560059722716667,0,0,0,0,-0.047071636292597,0,0.109423013597511,0.0378059581438393,-0.0120662495093552,0,0,0,0,0.0534323896242122,0,0
X601991.SH,0,0,0,0,0,0,0.0371633814772083,0,0.224496439169074,0,0,0,0,0.0830765141165618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343214124717597,0,0,0,0,0,0,-0.0405353871526719,0,0,0,0,0,0,0.100601701242371,0,0,0.0014882825566858,0.00545791306583185,0,0.0163559405674546,-0.0150022904704033,-0.00250040919493387,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.0951718853632779,0,0,0,0,0,0,0,0,0,0,0,0,0.0408934348574446,0,0,0,0,0.0960005164217789,0,0,0,0,0,0,0,0,0,0,0.165851865412636,0.691588365133367,0,0,0,0.00978607793279197,0,0,0,0,0,0,-0.0882120211174252,0,0.0225878770430424,-0.0124297481331109,0,0,0,0,0,0
