,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X600111.SH,X601600.SH,X600886.SH,X600795.SH,X600362.SH,X600010.SH,X600188.SH,X600688.SH,X600027.SH,X600309.SH,X600583.SH,X002353.SZ,X601992.SH,X000792.SZ,X000898.SZ,X601158.SH,X000883.SZ,X000709.SZ,X000629.SZ,X600489.SH,X600315.SH,X600490.SH,X000825.SZ,X000539.SZ,X600547.SH,X000831.SZ,X600352.SH,X600660.SH,X601699.SH,X000630.SZ,X600549.SH,X000983.SZ,X600307.SH,X600808.SH,X000027.SZ,X600578.SH,X002470.SZ,X000937.SZ,X600863.SH,X000960.SZ,X000959.SZ,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.00270995349838621,0.0292044222494044,0.091567908917862,0,0,0,0,0,0,0,0,0,0,0,0,0.0686745670355257,0.0670304448456732,0,0,0,0,0,0,0,0,0.0165475902635953,0,0,0,0,0,0,0,0,0.0399657099935655,0,0.0273855805495048,0.0848998074802036,0,0.0308342589297233,0,0,0,0,0,0,0,-0.00431767227219026,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.00903685729307708,0.149920830987943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412042867891486,0,0.0735893487688551,0,0,0.00750703122824418,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394823555503089,0,0.0398589211298367,0,0,0.120285318009339,0,0,0,0.00947492505325981,0,0.0424170104522844,0,-0.0207493461519306,0.0323517088784235,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.056940031649509,0,0.0293380450953896,0,0,0.0879418928470537,0,0,0,0,0.149547875139212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0.0331477720352335,0,-0.0396384489750485,0,0,0,0,-0.0155546753668673,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0521372766637238,0,0,0,0,0.159800580383304,0,0,0,0,0,0.249149249967609,0,0,-0.138468545956516,0.196682131732361,0,0,0,0,0,0,0,0,-0.0737787268393751,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404377557585844,0,0,0,0,0.0913096875642464,0,0,0.0274451124343,0,0,0,0,0,0,0
X600585.SH,0,0.0546427980801493,0,0,0,0.0448600581373012,0.176337699807167,0,0,0.0255893721346451,0,0,0,0,0,0,0,0,0,-0.0285940469812214,0,0.0274521088042928,0,0,0,0,0,0.0398754861081637,0,0,0,0.163229649690388,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554397396112927,0,0,0,0,0,-0.0104390302263565,0,0,0,0,0,0,0
X600019.SH,0,0,0.145800883011769,0,0,0,0.131601200892515,0,0,0,-0.0742892818267887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125284250463726,0,0.149053880611741,0,-0.0169640552851709,0,0,0,0,0.0153504793358055,0.0943895252691501,0,0,0,0,0.140064827156021,0,0,0,0,0.0839612882869386,0,0.136903270558946,0,0,0,0.00407684110810262,0,0,0,0,0,0
X601898.SH,0,0,0.0228024013147881,0.057534934273234,0,0.11002230305483,0,0,0,0,0,0,0,0.0349025895587491,0,0,0,0,0,0,0.140115840008714,0,0,0,0,0,0.0444797934805671,0.0250392645814666,0,0,0,0,0,0.183471125670255,-0.00312148487328462,0,0,0,0,0,0,0,0,0,0,0.0796616909052941,0.0848166248288818,0,0,0,0,0.000897080168763877,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0522492837786168,0.0297285934064396,0,0,0,0,2.16840434497101e-19,0,0.130141529728999,0,0,0.00770765113220722,0.0488212496530567,0,0,-0.0260456958204548,0,0,0,0,0,0,0,0,0,0.179688462760186,0,0,0,0.0188278969286679,0,0,0,-0.00422121482411205,-0.00101978841603877,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0242435928269294,0,0,0,0,0.0365026831453254,0,0,0,0,-3.46944695195361e-18,0.0861384776157117,0,0,0,0,0.0236823521032933,0,0,0,0,0.0544323409272001,0,0,0,0,0,0.0610648256897973,0,0.23154613795442,0.0273719746146033,0.0487093398877512,0,0,0,0,0,0.0140252016981311,0.069720349208825,0.00149002532631889,0,0,-0.00517292577963794,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577960475115135,0,0.0534936738321894,0,0,0,0,0,0,0,0.0770487352148077,0,0,0.109096019549803,0,0,0,0,0,0,0,0,0,0,0,0.241519388004355,0.0310461181325814,0.0988588894174735,0.136653117950372,0.216854778744759,0,0,0,0,-0.128751605349486,0,0,0,-0.0381210478554972,0,0,0,0,0,0,0
X600886.SH,0,0,0,0.0649771251399871,0,0,0,0,0,-0.099541717331837,0,0,0,0,0.140374809606,0.0177715776783544,0,0,0,0,0,0,0,0,0,0,0,-0.0505443088685584,0,0,0,0,0,0.259165902977219,0.0503050317719919,0.1376862742279,0,0,-0.0360206467171055,0,0,0,0,0,0,0,0.072484973526868,0,0,0,0,0,0.00259261910252506,0,0,0,-0.0780630305513776,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140406336086515,0,0,0,0,0,0,0,0,0.0191213918905145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145610955858052,0,0.185432014041355,0.0320028497074708,0,0.0352195335161038,0.0234223583932788,0.0374369354247753,0,0,-2.71050543121376e-20,0.0120923776543968,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0.0723187935768737,0,0,0,0.108166745878232,0,0,0,0,0,0,0,0,0,0,0.0166476415008636,0,0,0,0.0228616531174022,0.0273617048172752,0.0517922332263535,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.179221042869616,0,0.0383919816452476,0,0,0.0269792720237269,0,0,0,0.0436796714240218,0.105611683697137,0,0,-0.00281642689708755,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.160271840125611,0,0,0.193363266436273,-0.218707015431091,0,0,0,0,0,0,0,0,0,0.034338195935392,0,0,-0.284619389319504,0,0,0,0,0,-0.0939997100281884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234867410350036,0,0,0.0265600010508554,0,0,0.038423215753107,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0.0821074296691603,0,0,0,0,0.140565678826927,0,0,0,0.0269305917311538,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128394122783271,0,0,0.0754993014328018,0,0,0.127988482592499,0,0,0,0,0,0.26033077169304,0.139602412307813,-1.73472347597681e-18,0,0.0783166984468549,0,2.16840434497101e-19,0.00050677024267554,0,0,0,0,0,0
