,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600019.SH,X600111.SH,X600188.SH,X002466.SZ,X600011.SH,X000877.SZ,X002271.SZ,X000708.SZ,X600660.SH,X600010.SH,X601600.SH,X000301.SZ,X601898.SH,X600547.SH,X600362.SH,X600886.SH,X600426.SH,X600176.SH,X000723.SZ,X000786.SZ,X600219.SH,X000408.SZ,X601991.SH,X600803.SH,X600795.SH,X002080.SZ,X000807.SZ,X002353.SZ,X600688.SH,X600801.SH,X600352.SH,X000825.SZ,X600027.SH,X000630.SZ,X000932.SZ,X000959.SZ,X600489.SH,X600157.SH,X601699.SH,X000960.SZ,X600486.SH,X300073.SZ,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.180543327172751,0,0,0,0.13376951176848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0118545105796605,0,0,0,0,0.0637279454876787,0,0.132733532808068,0.0111413719287998,0,0.0479266415121255,0,0,0,0,0,0,0,0.00702166668617675,0,0,0,0,0,0,0,0,0,0.0480472001234519,0,0
X600028.SH,0.16486154186639,0,0,0,0,0,0,2.71050543121376e-20,-0.0328877486306531,0,0,0,0,0,0,-0.00379664029283677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480206582509069,0.0442452949169676,0,0,0,0.0418870703739134,0,0,0,0,0.0315723441557248,-1.0842021724855e-19,0,-0.0441349459609201,0.077042978894741,0,-0.00662162731909419,0,0,0,0,0,0,0
X601088.SH,0.00648974730046441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105375148095938,0,0,0,0,0,0,0.185998067542258,0,0,-0.017774159067581,0,0,0,0,0,0,0,0,0,0,0,-0.0785473946101849,0,0,0,0,0.108285123011039,0,0,0,0.320504108779897,0,0.0188710447287478,0,0,0,0,0.0207873624414306,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104581524679562,0,0,0,0,0.0812381297589572,0,0,0,-0.0336614999282114,0,0,0,0,0,0,0,0.100773435827531,0,0.0332047372348006,0,0,0.0279525796311985,0,0,0,0,0.0160032389638409,0,0,0,0,0,0,0,0.03068637777567,0.0157588686343121,0,0,-0.0116381762912136,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.0432510515482541,0,0,0,0,0,0.0880242742897911,0,0,0,0.0871700507300723,0,0,0,0,0,0,0,0.229833154372252,0.0949828101107588,0,0,0,0,0,0,0,0,0,0,0.324889276593515,0,0,0.00828425991922332,0,0,0,0,0,0,0,0,0,0,0,-0.03892636164501,0,0,0,0,-0.0435456187312927,0,0
X002460.SZ,0,0,0,0,0,0,0.00237558412154373,0,0.0523513473444509,0.144357178667773,0.34565909158985,-0.040346780033482,0,0,0,0.171621069042447,0,0,0,0,0,0,0,0,0,-0.189713314875578,0,0.092647191509158,0.159195674875814,0,0,0,0.0939652291992301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337579378847691,0,0.0249969460302381,-0.0482430082102208,0,0,0,0,-0.0738990519666319,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.150263519334557,-0.0597851045066605,0.382792394111587,0,0,0,0,0,0,0,0.126066172758785,0,0,0,0,0,0,0.231775152530194,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-0.384782884044168,0,0,0,0,0,0,-0.140626687447822,-0.0253854884504686,0,0,0,0,0.0710205744117416,-0.0349737117319272,0,0,0,0.00350738332031518,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.00137379239199782,0,0,0,0.0825747107531563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00286654986863732,0.217558281162312,0,0.0295570046690182,0.0572451733356861,0,0.0903664479631158,0.178902822498209,0,0,0,0.147130699300903,0,-0.0199264176717473,0,0,0,0,0,0,0,0,0,0
X600111.SH,0.0497841050235338,0,0,0,0,0.11031047776052,0.0247623877439053,0,0,0,0.192623705862792,0,0,0,0.152783479619202,0,0.206791204737557,0,0.0265521780568136,0,0,0,0,0,0,0.0801071787388153,0,0,0,0,0,0,0,0.0874639231347888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00654902845666198,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0494625349441685,0,0,0,0,0,0.102343932325449,0,0,0,0,-0.218994446542644,0,0.0576997439783766,0.158739588201821,0,0,0.0966858901377492,0,0,0.0251355912402806,0,0,0,0,0,0,0.152555762262309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471977079801968,0,0.0703931851698297,0,0,0,0,0.0171507597059757,0,0
