,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X002460.SZ,X002271.SZ,X600660.SH,X000708.SZ,X600011.SH,X600886.SH,X000786.SZ,X600010.SH,X600362.SH,X601898.SH,X601600.SH,X600801.SH,X600176.SH,X600489.SH,X600426.SH,X600188.SH,X600352.SH,X601991.SH,X600111.SH,X600795.SH,X600688.SH,X002080.SZ,X600027.SH,X600299.SH,X601992.SH,X600803.SH,X000932.SZ,X300037.SZ,X002466.SZ,X000301.SZ,X600486.SH,X002075.SZ,X600315.SH,X002353.SZ,X600219.SH,X600529.SH,X000027.SZ,X000883.SZ,X000898.SZ,X601158.SH,X600612.SH,X000723.SZ,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0143706595738803,0,-0.0391933429491542,0,0.00833266264649022,0,-0.0349801971028154,0,0,0,0.00210628034847273,0,0.0248946864247563,0.0379678156425896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00563872945076342,0.0570664116629673,-0.0131245042668614,0.100469536724239,0,0,0,0,0,0.108987581595107,0,0,-0.00508960306949873,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0437115040823892,0,0.00302207959687552,0,-0.000407684923058687,0,0.0397277402017513,0,0,0,0.0517544753782217,0,0,0.0130824164757335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00714494359373336,0,0.0434515989403763,-0.0241544956721488,0,0,0,0,0,0,0,0,-0.000423596897606106,-0.00563525551722136,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.111661586880863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311847078332002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00506770808037287,0,0,0,-0.0203946111140021,0,0,0,0,0,0,0,0,0,0.00144960652692097,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0400160735377639,0,0,0.00623126981814964,0,0.0175740021502232,0,0,0.113612471267765,0,0,0,0,0.171124722549463,0,0,0,0,0,0,0.00291454205270951,0,0,0,0,0,0,0,0,0.0217928730220375,0,0,0,0,0,0.0838857202963869,0,0,0,0,0,0,0,0.0601178504961007,0,0,0,0.0494990076935732,-0.0423530087092457,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.402116717155866,0,0,0.0277014817702111,0,0,0,0,-0.175937255128839,0,0,0,0,-0.0903792957580526,0.0277884110708904,0.366565913946419,0,0,0,0,0,0,0,0,0,0,-0.101137366810274,0,0.157499858117078,0.0981576737399512,0,0.119249946261927,0,0,0,0,-0.0987947443341351,0,0,0,0,0,0,0,0,-0.014015845050912,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,-0.0066668953012301,0,0,0,0,0,0,0.00488359224659878,0,0.012259943601826,0,0,0,0,0,0,0,0,0,-0.00728058117078799,0,0,0,0.0778599698717148,0,0,0.0716503178465064,0,0,0,0,0.0303250860833825,0,0,0.00887675613967624,0.0206699063968152,0,0,0,0.501517000867647,0,0,0,0,0,0.0610304198615855,-0.0179429139003852,0,0,0,-0.241681813034236,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0.0367830273679793,0,0,0,0,0,0,0,0,0,0.606865296931879,0.0133227472596374,0,0,0,0.156889621353874,0,0,0.0729853261673594,0,0,0,0.060718203873862,0,0,0,0,0,0,0.0618354479265457,0,0.0228428219569468,0.00595698809073404,0,0,0,0,0,0,0,0,-0.0227299410109182,-0.0048162951457704,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.090944532730571,0.15874403390716,0,0,0,0.0213590789585341,0,0.0679620524630373,0,0,0,0,0,0.0186393932718798,0,0,0,0,0,0,0.0913726680087705,0,0,0,0.090090546362843,0,0.282456362103378,0.228035150010895,0,0,0,0.0288140445625793,0,0,0,0,0,0,0,0,0,0,0,0,-0.0579316853886861,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.062778175675971,0,-0.0400567204869895,0,0,0.100756967614627,0,0,0,-0.0220459354157894,0,0,0,0,0,0.317516877291251,0,0.123005930251096,0,0,0,0,0,0,0,0,0,0,0.163889087668927,0,0.242247555112289,-0.0280346017520131,0.161415262805995,0.0875211376440096,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092530765589354,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10735912195412,0.0751633944374883,-0.0133733679975922,0.0743563326437184,0,0,0,0,0,-0.00294442971331167,0,0,0,0,0.323933495169739,-0.0888638211904445,0,0,0.053261682675872,-0.0540768495658191,0.0390739832691395,0,0,0,0,0,0,0,0,0,0,0,0.0553632096098241,0,0,0,0,0,0
