,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X600688.SH,X601600.SH,X601991.SH,X600027.SH,X600188.SH,X600362.SH,X600886.SH,X600111.SH,X601992.SH,X600157.SH,X600623.SH,X600299.SH,X000792.SZ,X600660.SH,X000709.SZ,X601158.SH,X000898.SZ,X600309.SH,X002466.SZ,X600578.SH,X002075.SZ,X000539.SZ,X000883.SZ,X600583.SH,X000027.SZ,X600352.SH,X600547.SH,X600489.SH,X000630.SZ,X000629.SZ,X002470.SZ,X300072.SZ,X000959.SZ,X600098.SH,X000983.SZ,X000723.SZ,X600176.SH,X600160.SH,X601699.SH,X000012.SZ,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.110044357857189,0,0.0040683749303933,0,0.12506849297087,0,0,0,0.00899725099366124,0,0,0,0,0,0.0204815969555234,0,0,0,0,0,0,0,0,0,0.161027673346716,0,0,0,0.0972973675183438,0,0,0,0,0,0,0,0,0,0.0134570240304995,0.0185296569579104,0,0,0.0290508550679802,0.012803120390266,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.123297151799521,0,0,0,0.054343406136505,0.00986109491932467,0,0.0581471519977422,0.0353897803111284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2189357419743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228330733129477,0.00563117656643372,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.519105722519569,0,0,0,0,0,0.101617102443813,0,0,0,0,0,0,0,0.0330822843990072,0,0,0,0.0466670530163473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230395262510447,0,0.0783169192203307,0,0.038300945460545,0,0.0169592622937293,0,0,0,-0.028094502067983,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0821011132069772,0,0.0270091141848164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0093518165579956,0,0.160646263729006,0,0.0306206208579845,0,0,0,0,0,0,0,0,0,0,0.100353330071038,0,0,0,0.123842614293342,0,0.0312354784742241,0,0,0,0.00516326513115421,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177003736610796,0,0,0.334113817550834,0,0,0,0,0,0,0,0,0,0,0,0,0.0697050617061016,0,0,0,0,0,0,0,0.145668100887593,0.0791178229929147,0.0406936405439387,0,0,0,0.0507734081532014,0.107984500499232,0,0.00196496210701019,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0815077608842126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598380224300629,0,0.53316136473076,0.0526290109417838,0,0,0,0,0,0,0,0.0364831030771802,0,0,0,0,0,0,0.0788444928345095,0,0.108450834568771,0.0104885574633262,0,0,0,0,0,0,0.00580722712043657,-0.0709539089951746,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0741465684192435,0,0.138187062192478,0,0,0.0430406841665717,0,0,0,0,0,0,0,0.215253986952754,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.046969786151051,0,0,0,0,-3.46944695195361e-18,0,0,0.0774677864942636,0,0,0,0,0,0,0,0,0,0,-0.00195823194139947,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0265051733934687,0,0,0,0.0301606995662629,0,0,0,0,0.0826780350432698,0,0,0.0472442985908226,0.154778349983034,0,0,0.0487553743164803,0,0,0,0.0479326717330069,0,0,0,0,0,0,0,0,0,0,0,0,0.0228126202119991,0,0,0,0.0161292037758428,0,0.18176561034834,0,0.0166779486826972,0,0.151594124086255,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14806593989684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00326465833381352,0.02616899637449,0,0,0,0.0873572495329308,0.0504161224886452,0,0.0204350879658186,0.163529588764922,0,0,0,0,0,0,0.220535885967513,0,0,-0.00680539856760791,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.214576827099397,0,0,0,0,0,0.148093771097594,0.02467696182789,0,0,0,0,0,0,0,0,0,0,0.0774744197665515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493194141050172,0,0,0.0742879655911474,0,0.0817270487102555,0,0,0.00139634531654152,-0.0445425950985389,0,0,0,0,0,0
