,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X600027.SH,X600157.SH,X600886.SH,X600362.SH,X600111.SH,X601992.SH,X600188.SH,X600299.SH,X601158.SH,X000792.SZ,X600160.SH,X000709.SZ,X600623.SH,X000539.SZ,X000883.SZ,X600583.SH,X000898.SZ,X600309.SH,X600660.SH,X000027.SZ,X600352.SH,X000629.SZ,X000630.SZ,X600547.SH,X600098.SH,X002466.SZ,X002470.SZ,X600489.SH,X600021.SH,X000060.SZ,X600022.SH,X600578.SH,X000723.SZ,X300072.SZ,X600808.SH,X600315.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.599905342019885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121395082306048,0.0437281200532301,0,0,0,0,0.0104243710144109,0,0,0,0,0,0,0.0268177920312158,0,0,0,0,0,0,0.0169748322502464,0,0,0,0,0.104721080920964,0,0,0,0,0.00236687756742126,0.00873243944362486,0,0,0,0,0
X600028.SH,0.324393528639391,0,0,0,0,0,0.0700547115909209,0,0,0,0,0,0,0,0,0,0,0,0.0947479491702994,0,0,0.00608982713237486,0,0,0,0,0,0.182326776701655,0,0,0,0,0,0.0135523270692708,0,0,0,0,0,0,0,0.000269993956957238,0,0,0,0,0,0,0,0,0,0.00694975135628981,0.0609876085906825,0,0,0,0,0
X601088.SH,0.176543910096838,0,0,0,0,0,0,0.332291398568583,0,0,0,0,0,0,0,0,0,0,0.040557131476069,0,0,0.0155827955617118,0,0.0266312354912856,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0290449886752375,0,0,0,0.0296835191716852,0,0,0,0,0,0,0,0,-0.00602813044432469,-0.00539400020340746,0.0833067145475118,0,0,-0.000457196799244807,0,0
X600011.SH,0,0,0,0,0,0,0,0.0443190480718687,0,0,0,0,0,0,0,0,0,0,0.163084697763599,0.00674357798213501,0,0,0.0312820255907848,0,0,0.0157897751357129,0,0,0,0,0,0.00683630436070255,0,0,0,0,0.104570650568981,0,0,0,0.0809417898354667,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.00237783895968892,0.0084640574345358,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.00255212412490597,0,0,0,0,0.424160135440926,0.0167410219242729,0.136080700750059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117379641940466,0.0564114681710964,0,0,0.0454693526148006,0,0,0,0.0406553570428919,0,0,0,0,0.0673450288854948,0,0,0,-0.00909734284313203,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109528710611673,0,0,0,0.14636381022103,0.0988536794995163,0,0,0.00484586932743169,0.00146018102781262,0,0,0,0,0,0,0,0,0,0.0738721268029821,0,0,0,0,0,0,0,0,0.0593295125461478,0,0,0,0,0,0,0,0,0.00394948119024853,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395977249503487,0,0,0,0,0.0451828709941835,0,0,0,0,0.0322018543135878,0.0770860886266684,0.0420846953698352,0,0,0.0401700950073733,0,0,0,0.00571535037557529,0,0,0,0,0,0,0.293825986741517,0,0,-0.00404369724462068,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.0651667379898426,0,0.0218012626305182,0,0.0901842478436482,0,0.162526507442351,0.00887461036298555,0,0,0.0618995855185786,0,0.0286975316144556,0,0,0,0,0,0,0,0,0,0.0782271794594365,0,0,0.0593013305364018,0.00271842621501591,0,0,0.102861960100798,0.0143595463503504,0,0,0.139683210891924,0,0,0,0,0,0,0.00939608977560419,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0301884128770282,0,0,0.0218147276390174,0,0,0,0.0182054678010596,0,0,0,0,0,0.0230169597694114,0.0754982218875209,0.0525774717082022,0.0318616788377193,0,0.133620032056498,-8.67361737988404e-19,0.077318163386701,0,0.24198427384386,0,0,0,0,0.0222048067267516,0,0,0,0,0,-0.00630184508984128,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.0319096852147422,0,0,0,0.071225185882273,0,0,0.342586031138272,0,0,0,0.0248878955066818,0.0901548993029296,0,0,0,0,0,0,0,0,0,0,0.00733991680751,0,0,0,0,0,0,0.0720104686935246,0,0,0.0507262696041991,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107454654302092,0.0347417558301704,0,0.0468143480122054,0.00706227757768887,0,0,0,0,0,0,0,0,0,0,0.0583266155966743,0,0,0,0,0.00156574608449075,0,0.257875592850414,0.0591548626798605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210149065750187,0,-3.46944695195361e-18,0,0,0,0,0.128965742730122,0,0.0157364244275186,0,0.0652437988584343,0,0,0,0,0,0,0.0478039001786481,0,0,0,0.00101092186432516,0.156809399284686,0.0229031673932554,0,0.169150363421204,0,0.111691610912392,0,0,8.67361737988404e-19,0,0,-0.0146218628533089,0,0,0,7.32671794605194e-05,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.0235406626249259,0,0,0.0153278415414005,0,0,0,0,0,0,0.103537823658214,0.0606096215351438,0,0,0,0,0,0,0,0.164851579872485,0,0,0,0,0.0243891537304488,0,0,0,0,0.0445068805182906,0,0,0,0.133534010197336,-3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.00995701630538472,0.007239165057662,0,0,0,0,0,0
