,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X601600.SH,X600585.SH,X600886.SH,X600011.SH,X600547.SH,X000792.SZ,X600010.SH,X600795.SH,X600111.SH,X002460.SZ,X600362.SH,X000301.SZ,X002466.SZ,X000708.SZ,X600489.SH,X600160.SH,X600803.SH,X600027.SH,X601991.SH,X000807.SZ,X000786.SZ,X600219.SH,X600426.SH,X000983.SZ,X002128.SZ,X000408.SZ,X601699.SH,X000877.SZ,X600176.SH,X000630.SZ,X601168.SH,X600985.SH,X600096.SH,X000933.SZ,X002353.SZ,X600378.SH,X600157.SH,X002271.SZ,X600995.SH,X000831.SZ,X600352.SH,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.387850489058479,0,0.0648312228097157,0,0,0,0.207738858962824,0,0,0,0,0,0,0,0,0,0.451303547361781,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.236788841468592,0,0,0,0,0,0,0,0,0,-0.0936306003514436,0,0,-0.051705332318314,0,0
X601088.SH,0.0465731023672907,0,0,-0.0412597850935257,0.334555376391025,0,0,0,0.0162196028360761,0,0,0,0,0,0,0,0,-0.00985517960584024,0,0,0,0,0,0,0,0,0,0,0,0,0.0471567715639601,0,0,0,0,0,0,0,0,0.130876292444813,0,0,0,0,0,-0.0473658913012674,0,0,0,0,0,0,-0.031065628906194,0,0,0,-0.0328817350720596,0,0
X600028.SH,0.625663126401107,0,0,0,0.103424423376901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0251391104963389,0.0686746345279807,0,0,0,0,0.116987934595995,0,0,0,0,0,-0.0493023738267483,-0.124720053363607,0.164068030573368,0,0,0,-0.0873503813831834,0,0,0,0,-0.00433007573960972,0,-0.0197322868324807,0,0,0,0,0,-0.0386678943972599,0.010125900335572,0,0,0,-0.040826684845915,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45058658557983,0,0,0,0,0,0,0,0,0.0573607965740267,0.048068292452273,0,0,0,0.100493718708662,0,0,0,0,0,0,0,0,0.000569263476445456,0.0148166977382324,0,0.126459226196512,0,0,0,-0.0431416518883319,0,0,0,0,0,0,0
X601898.SH,0.320409627225621,0,0.0500013323400111,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.115912766354453,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,-0.00739901961342515,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00740276148744348,0,-0.145814835768268,0,-0.00177883825425668,0,0
X600188.SH,0,0,0,0,0.186107186977042,0,0,0,0,0,0,0,0,-0.195456290877005,0,0,0,0,0,0,0,0,0,0,0,0.161032373238415,0,0,0,0,0,0.09064133440073,0,0,0.398729604384619,0,0,0,0,0.0111402208786911,0,0,0,0.263489837616191,0,0.0952060528454994,0.0757013459167768,0,0,0,0,0,0,0.0457567710600732,0,0,-0.0585831380476026,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19187815231107,0,0,0.152134128907376,0,-0.147541614262453,0,0.180417674749825,0.00905990255671125,0,0,0.0920514619893633,0,0,0,0,-0.117403721190996,0,0,0,0,0,0,0,0,-0.235820420498527,0,0,0,-0.0115325447992448,0,0,0,0,0,-0.0992793304669232,-0.0126122141411652,0,0,0,0,0,0
X600019.SH,0.265353568686659,0,0,0,0,0,0,0,0.171123029695239,0,0,0,0,0,0.0661961480469154,0,0,0,0,0.128942495310646,0,0.1210295162227,0,0,0,0,0,0,0,0.0458795589827861,0,0,0,0,0,0.0276953092060856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152547035487376,0,0
X601600.SH,0,0,0,0,0,0,0,0.0255296043200529,0,0,0,0,0,0,-0.0366371096140606,0,0,0,1.04683477601918,0,0,0,-0.0370072577130906,0,0,0,0,0.123566674613413,0.0363640981018741,0.393080846171698,0.0532021794437002,0,0,0.284652517381187,0,-0.252703579256953,0,0,0,0,0,0,0,0,0,-0.125776222643478,0,0,0,0,0,0.0216268208788897,0,0,0,0,0.0724697428611909,0,0
X600585.SH,0,0,0,0,0.222485607534101,0,0,0,0,0,0,0,0,0.108222211555772,-3.46944695195361e-18,0,0,0,0,0.039301702557236,0,0.0225419190819133,0,0,0,0,0.162539321451828,0,0,0,0,0,0,0,0,0.241956506092448,0,0,0,0.0204505435437418,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.0147271684293169,0,0,0,-0.0257646380883968,0,0
