,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X002271.SZ,X000708.SZ,X600660.SH,X600547.SH,X601898.SH,X600362.SH,X000786.SZ,X601600.SH,X600010.SH,X000301.SZ,X600886.SH,X600111.SH,X600188.SH,X600176.SH,X600011.SH,X002466.SZ,X600426.SH,X600803.SH,X601991.SH,X000932.SZ,X600801.SH,X000898.SZ,X600352.SH,X000027.SZ,X600219.SH,X600795.SH,X600489.SH,X600688.SH,X600486.SH,X000723.SZ,X600157.SH,X002080.SZ,X000807.SZ,X600516.SH,X000883.SZ,X600027.SH,X000825.SZ,X300037.SZ,X600299.SH,X002353.SZ,X601168.SH,X000630.SZ,X601992.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.317342689489444,0,0,0,0.0148691246813123,-0.00322598610211794,0,0,0,0,0,0,0,0.0493564715218334,0.0178978434915732,0.00793852304536918,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000954266624183692,0,0,0.0469949044698931,0,0,0,0,-0.00093484574174538,0,0,0,0,-0.00957678824404568,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.066560037172642,0,0,0,0,0,0.0310015338641888,0,0,0,0.0105056542232687,0,0,0,0.0207019694734278,0.121910200493721,0,-0.0860735531209024,0,0,0.137225434828488,0,0,0.0305025698702589,0,0,0,0,0,0,0,0.0306854998219337,0,0,0,0,0,0,0,0,0,0,0,-0.00355257978226247,-0.0174834041181103,0,0,0,0,0,0
X601088.SH,0,0.0776596748148579,0,0,0,0,0.0930026192495366,0,0.00936867958849628,0,0,0,0,0,0,-0.0322283286424885,0,0,0,0.0834177740346281,0,0,0,0,-0.0408659850242007,0,0,0,0,0,0.021306920765698,0,0,0,0.0483356086472811,0,0,0,0,0.195290784930353,0,0.0127100024350706,0,0,0,0,0,0.0199474074966154,0,0,0,0.0310077015857055,0,0,0,0,0.0131789909087048,0,0
X600309.SH,0,0,0,0,0,0.0287363721196895,0.185091744846354,0,0,0,0,0,0,0.281743760420278,0,-0.085150224605712,0,0,0,0,0.0295945487876323,-0.0305090690192008,0,0.0784233146171831,0,0,0,0,0,0,0,0.176730718176975,0,0,0,0.193260216504049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0151836212554027,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0486415247592006,0,0,0,0,0,0,0,-0.0462577482668411,0,0,0,0.106454699214104,0,0,0,0.0262686938937695,0,0,0.0386263167786666,0.205166570152042,0,0,0,0,0,0,0,0,-0.00581316319624797,0,-0.0194766731275201,0,0.0628878498099007,0.00362155206275783,0,0,0,0,0,0,0,0,0,-0.0199542560899847,0,0,0,0,-0.0232840755028868,0,0
X600019.SH,0,0,0,0,0,0,-0.0708887900095117,0,0,0,0,0.00381134103796603,0,0,0,0,0,0,0.263894309333446,0.12332593587496,0,0,0,0,0.0760201229162777,0,0.203031417577595,0.168471437869852,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0446148071491367,0,0.25051585704604,0,0,0,0,0,0,0,0,0.00537055234411563,0,0,0,-0.0300349020912752,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0.0886259110006867,0,0.0689729820189628,0,0.166806801367418,0,0,0,0.114501719976666,0,0,0,0,0,0,0,0,0,0,0.307459266864322,0,0,0,0,0,0,0,0,0.0719400971474333,0,0,0.300641945902313,0,0,0,0,0.00464713461614965,0,0,0,-0.0112021508293849,0,0
X002271.SZ,0,0,0,0.00845156590765986,0,-0.329490320479124,0,0,0,0.130320775040315,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.101274305846646,0,0,0.0300528823503686,0,0,0,0,0,0,0,0,0,-0.0345144746187882,0,0,0,0,0,0,0,-0.0122467192654387,0,0,0,0,0,0,0,0,0,0,-0.0320501418698193,0,0,0,-0.0446439378078234,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.22884060942923,0,0,0,-0.325434675315444,0,0,0,0,0.239065788703018,0,0,0,0,0,0,0,0,-0.0133833364783006,0,-0.198310747855251,-0.0227396467134363,-0.331914668144088,0,0,0,0,0,0,0,-0.153644730465226,0,-0.153186796314756,0,0.130905712038982,0,0.501472248584652,6.93889390390723e-18,0,0,0,0,0.0924450474653697,-0.163223728843538,0,0,0,-0.0779038167229304,0,0
X600660.SH,0,0,0,0,0,0,0.119836319310878,0.054285387486842,0,0,0,0,0,0.0601643964400764,0,0,0.00613405067787958,0,-0.0309670583132351,0,0.101912636680021,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.317078613408061,-0.115771601131268,0,0.0425395560507691,3.46944695195361e-18,0,0,0,0,0.0173690164680777,0,0,0,0,0,0,0,-0.0188332854891058,0,0,0,-0.0499293673848559,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0509618883731637,0,0,0.0506171508446833,0,0,0.150605653511324,0.0344705073646492,0,0,0,0,0,0,0,0,0,0,0.12421540255058,0,0,0.0631671867978531,0,0,0,0,0,0,0,0.0394708316530321,0,0.139215737878528,0,0,0,0,0,0,0,0.000403502489032379,0.00529678432530608,0,0,0,1.73472347597681e-18,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.221273453502274,-0.0283947162733124,0.15980202264928,0,-0.0096567654718923,0,-0.070407007122476,0.077288044917957,0,0,0.128948110849172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00186696519207348,0.0634162262372943,0,0,0,0,0,0,0,0,0,0,0,0,0.00313625319535972,0,0,0,-0.00111695223038742,0,0
X600362.SH,0,0,0,0,0,0,0.000233155344633513,0.0641803202530263,0,0,0,0,0,0,0,0,0,0,0,0.0644884073652932,0,0,0,0,0,0,0,0,0,0,-0.129224440863055,0.051512594988787,0,0,0,0,0,0,0.224697323039635,3.46944695195361e-18,0.00727447913035226,0,0,0,0,0,0.0756700899990955,0.456241991024183,0.0971157558123145,0,0,0,0,0,0,0,-0.0545456807763103,0,0
X000786.SZ,0,0,0,0,0,0.0314703094915917,8.67361737988404e-19,0,-0.160849077603336,0.03250434962159,0,0,0,0,0,0,0.179461285110736,0,0.0275864250830245,0,0,0,0.0133709934998967,-0.0982557442675338,0,-0.248681310930398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.19289205012372,0,0,0,0,0.267051386955686,0,0,0,0,0,-0.0665681828165967,0,0,0,-0.0315919025263575,0,0
X601600.SH,0,0,0,0,0,0.054355164121628,0,0,0,0,0,0,0.150980243434759,0,0,0,0,0,0.0234122645933031,0,0,0,0.00376128161221983,0,0,0,0.131444921080326,0,0,0,0,0.0395684341392036,0,-3.46944695195361e-18,0,0,0.0423524209159934,0,0,0.290089522127012,0,0,0,0,0,0,0,0,0.120858982581598,0,0,0,-0.0109444594266068,0,0,0,-0.0453363599883777,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.216492282619943,0,0,0.044395915284947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0920895387672798,0,-0.165086619010059,0,-0.0422531785524444,0,0,0,0,0,0,0.0883219042737248,0,0,0,0,0,0,0,0,0.0128913403260641,0,0
X000301.SZ,0,0,0,0,0,0,0.0165014113488126,0,0,0.0972009791260044,0,0,0.0327802996827976,0.0267027071869013,0,0,0,0,0.208859295363509,0,0.191674569017532,0,-0.211575586323238,0,0.490370939440061,0,0,0,0,0,-0.0071958936838061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284387566201081,0,0,0,0,-0.0210485151806921,0,0,0,-0.0894881068252894,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174369889839986,0,0,0,-0.0566145354804309,0.019900383506928,0,0,0,0,0,0,0.207215838512445,0,0,0,0,0,0,0,0,0.093691701119744,0,0.0536632278846321,0.243630611973874,0.0634195584885341,0,0,0,0,0,0,0,0,0.0162217357677219,0,0,0,0,0,0
X600111.SH,0,0,0,0.0215295019877763,0,0,0,0,0,0,0,0,0,0,0,0.383179533537872,0.206274825431041,0,0,0,0,0,0,0,0,0,0.380926265455935,0,0,0,0.0973098043726084,0,0,0,0,0,0,-0.0621902715898784,0,0,0,-0.0615084251373269,0,-0.088449178091094,0,0,0.369961673178847,0,0,0,0,0,0,0,0,0,-0.0836345603946158,0,0
X600188.SH,0,0,0,0,0,0,0,0.106372612784591,0,-0.319692433676603,0,0.0186826835054979,0,0,0,0,0,0,0.127813740883944,0,0,0,-0.047269168338267,0,0,0,0,0,0,0,-0.167303694450817,0,0,0,0,-0.0975193813007788,0.021315201796698,0.111658931035451,0,0.216838164395969,0,-0.0144681247603789,0,0,0,0,0,0,0,0,0,0,0.0203737910754326,0,0,0,0,0,0
X600176.SH,0,0,0,0.373912593198974,0,0,0,0,0,0.0756006049889258,0,0,0,0,0,0,0,0,0.268796383043573,0,0,0,0,0.262269878723345,0,0,0,0,0,0,-0.178993842777353,0,0,0,0,0.0744712220786506,0,0,0.0794009394782001,0.00851365909130606,0,0,0,0,0,0,0.0348029184863178,0,0,0,0,-0.0215005036022845,0,0,0,0,-0.00822365166664437,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0355560733649393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101600822641159,0.0973740427035911,0.00412747007799965,0,0,0,0.0945645046277132,0,0.148400412157738,0,0,-0.0437446640038983,0.0276661355391648,0,0,0.106867746900231,0.0225641444584938,0,0,0,-0.0837861367582158,0,0,0,0,0,0,0.012669282235226,0.0159197170489111,0,0,0,0.00824859335003426,0,0
X002466.SZ,0,0,0,0,0,0,0.468186631758675,0,-0.108589272652756,0.0288208898525996,0,0.175143496767495,0,0,0,0,0,0,0.320544652015527,-0.103140732693255,0,0,0,0.101359044680622,0,0,-0.129396372874337,0,0,0,-0.0460359726273171,0,0,0,0,0,0,0,0.049744078965935,0,0.188616228002291,0,0,0,-0.0132263641147331,0,0,0,0,0,0.135591923555784,0.0330714616959881,0,0,0,0,-0.0501020627387141,0,0
X600426.SH,0,0,0,0.106059796248403,0,0,0.190754044775211,0,0.0290142942811068,0,0,0,0,0,0,0,0.169063318526915,0,0,0,0.117484109612441,0,0,0,0,-0.315996270511935,0,0,0,0,0,0.0754496615855567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107223780242821,0,0,0,-0.00973295402601547,0,0
X600803.SH,0,0,0,0,0,0.0258951920389933,0.209726610848868,0,0,0.306352072279899,0,0.198658261478155,0.0238855500378828,0,0,0,0,0,0.124044589086039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0871612276828617,0,0,0,0,0,0,0,0,0,0,0,-0.00557518272629407,-0.0279062081960288,0.0443049751209499,0,0,-8.67361737988404e-19,0,0
