,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X002271.SZ,X600011.SH,X000708.SZ,X600660.SH,X002460.SZ,X600886.SH,X600801.SH,X000786.SZ,X601898.SH,X600010.SH,X600176.SH,X601600.SH,X600362.SH,X600489.SH,X600188.SH,X600352.SH,X601991.SH,X600426.SH,X600795.SH,X600111.SH,X600027.SH,X600688.SH,X600299.SH,X601992.SH,X002080.SZ,X000301.SZ,X000932.SZ,X600803.SH,X002466.SZ,X002353.SZ,X600486.SH,X600219.SH,X600529.SH,X000027.SZ,X002075.SZ,X000723.SZ,X002409.SZ,X601158.SH,X600612.SH,X600315.SH,X000883.SZ,X000898.SZ,X000878.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0415784613187189,0,0,0,0,0,0.0514944699167061,0.0373250096025106,0,0,0.0422270493854844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360619310055084,0,0.0767886004486529,-0.0540934261157551,0,0,0.0159979091853739,0,0,0,0,0,0,0.0227430748545222,0,-0.00713367307511925,0.00866771561257308,0,0,0,0,0,0
X600028.SH,0,0,0.0707977928361988,0,0,0,0,0,0.00478619183021948,0,0,0.0048543454158665,0,0,0,0,0,0.00304142364526739,0,0,0,0,0,0,0,0,-0.013178722032574,0,0,0,0,0.0395877518406682,0,0,0,0.0401484226545911,0.0692385241918652,0,0,-0.0265764462372041,0.0274617582883675,-8.67361737988404e-19,0.0368943430328582,0,0,0,0,0,0,0,0,-0.0275160929768761,0.0110432156853036,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0123026060327782,0.0351333258828055,0,0,0,0,0,0,0,0,0,0,0,0.336616869157251,0.139132397387225,0,0,0,0,0,0,0,0,-0.00889054325023985,0,0,-0.0304169308007073,0,0,0,0,-0.0186549604332058,0,0,0,0,0,0,0,0,0,0,0,-0.00537014382946148,0.00647668856770019,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.041895139552199,0,0,0,0,0,0,0,0,0,0,0,0,0.101776186657463,0.113720578786789,0,0,0.153478996405012,0,0,0,0,0.0498630105771138,0,0,0,0,0.0569614397594048,0,0,0,0.0326035471887412,0,0,0,-0.0107221753897837,0,-8.67361737988404e-19,0,-3.46944695195361e-18,0,0,0,0,0,0,0,-0.00100066195718407,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.239688584782165,0,0.157027776215356,0,0.0720719540378552,0.21751612154575,0,0,0,0,0,-0.0333746670757282,-0.0614917980258187,0,0,2.16840434497101e-19,0,0,0,0.312019862683367,0,0.0587863373547544,0,0,0,0,0,0,0,0,0.153832913304897,0.0421215031259913,0,0,-0.121903829046502,0,0,0,-0.0465781461322037,0,0,0,0,0,0,0,0,-0.0370176446533546,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.00930988082262933,0,0,0.0483650263721459,0,0.00107109148257755,0,0,0,0,0,0,0,0,0,0,0.419500537810844,0,0,0,0.010437566728752,0,0.00924900255017777,0,0,0,0,0.0425729670494429,0,0,0.0573351215803269,0,0,0,0.0678419837694899,0,0,0,0,0,0,0.249401231143201,0,0,0,0,0,-5.42101086242752e-20,-0.0185822730923755,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.058263250494275,0,0,0.00720627099479063,0,0,0,0,0,0,0.0356475232937097,-5.42101086242752e-20,0,0.107476098669342,0,0,0,0,0,0,0,0,0,0,0,0.179769222213365,0.0105204997373347,0,0,0,0.019006396867042,0,0,0,0.0579404320494726,0.0313610986042677,0,0,0,0,-3.46944695195361e-18,0.0238310162609799,0,-0.00581078480554523,0.00241395255239315,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0.11083864256344,0,0,0,0,0,0,0.292830806168838,0,0,0,0,0.0194943943519642,0,0.218702086259949,0,0.14215131612014,0,0,0,0,0,0,0,0.0689365572375723,0,0,0,0,0,0,-0.0273169954895211,-0.10034138156739,0.0759702589170406,0,-0.0990182551849513,0.204959895944334,0,0,0,0,0.0440542032286208,-0.0075993275892053,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279821533146314,0,0,0,0,0,0,0,0,0,0,0,0.11139654068047,0.821500064772692,0,0.0948182728708802,0,0,-0.0730908834364057,0,0,0,-0.249146916329052,0,0,0,0,0.121700702672479,0.073412784129993,0,0,0,0,0,0,0.0438193600719391,0,0.00319965137664958,0.0119225120632181,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.0968619564406067,1.38777878078145e-17,0,0,0.093569895638812,0,0,0,0,0,0,0,0,-0.0250632234727032,0.0515692582301422,0,0.172743262031106,0,0,0,-0.0666935984695525,0,0.132348858124366,0,0,0,0.199291452332806,0,0,0.0364995257130344,0,0,0.0443183386231782,0,0,1.73472347597681e-18,0,0,0.179105393067584,0,0,0.031676445969074,0.0998755854898785,0,0,-0.0655983137909971,0,4.33680868994202e-19,0.028418636458433,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.290034933101628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0904487413798528,0,0,0,0,0,0,-0.0613273140897515,0,0,0,0.0285052334879696,0,0,0,0,0,0,0,0,0,0.0765084071856339,0,0.0472101533364022,0,0,0,0,0,0.00773492094973874,0,0,0.0193423353601357,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.136139019843156,0,0,0,0,0,0,0,0,0,0,0.0539623721612922,0,0,0,0.132426711088574,0,0,0,0,0,0,0,0,0,0,-0.0536136566730478,0.0699282619342711,0.508647643780138,0.0509854727108523,0,-6.93889390390723e-18,0,0.093887690467095,0,0,0.214980878153064,0,0,0.0537505535119329,0,0,0,0,-0.0644368936333164,0.00247566199092144,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108612326128349,0,0,0,0.148218786434702,0,0.266673850833259,0,0,0,0,0,0,0,-0.0636365936497448,0,0,0.0414867544206089,0,0,0,0,-0.0623685655190112,0.101793953075378,-0.0108590122517456,0,0,0,0.0853544698208908,0,0,0,0,0,0.0160342773655769,-0.004377513153447,0,0,0,0,0,0
X600801.SH,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.234248736131542,0,0,0,0,0,0,0,0,0.0288095865433999,0,0,0,0,1.38777878078145e-17,0,0,0,0.0246077678338466,0,0,0,0.0427475824395555,0,0.0463542973400815,0.0315178066277928,0.132596521788081,0,0,0,0,0,0,0,0,0.016902829321226,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0.161615201312006,-0.12309826613825,0.131022849465732,0,0,0,0,0,-0.0699362175770264,0.41206909012662,0,0,0,0,0,0,0.258396845752453,0,0,0,0,0,0,0.0104357652926303,0,0.0839763267589902,0,0,0,0,0,0.0321200313413242,0,0,0,0,0,0,0,0,0,0.0554912140804689,0,0.0472130342991844,0,0,0,0,0,0,0
