,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X002460.SZ,X600188.SH,X000792.SZ,X600019.SH,X600111.SH,X600011.SH,X002466.SZ,X000877.SZ,X600010.SH,X601600.SH,X002271.SZ,X000708.SZ,X601898.SH,X600660.SH,X600547.SH,X000301.SZ,X600886.SH,X600362.SH,X600426.SH,X600176.SH,X000723.SZ,X000408.SZ,X000807.SZ,X600219.SH,X601699.SH,X601991.SH,X600795.SH,X000786.SZ,X600096.SH,X000983.SZ,X600803.SH,X002353.SZ,X002080.SZ,X600801.SH,X000825.SZ,X000630.SZ,X600489.SH,X600141.SH,X600688.SH,X000932.SZ,X600027.SH,X000960.SZ,X600157.SH,X300073.SZ,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,-0.0382381019529457,0,0,0,-0.056591883989762,0,0,0,0,0,0.0939536379595393,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0555050634663845,0,0,0,0,0,0,0,0,0,0,0.252458709783819,0,0,0,0,0.111916882657478,0,0,0.0963675321438828,0,0,0,0,0,-0.0301212963680249,0,0,0,0.0111525980546891,0,0
X601088.SH,0.0435361439417546,0,0,0,0,0,0.183572642078067,0,0,0,0,0,0,0,0,0.0361788222846968,0,0,0,0,-0.00983917393092251,0,0,0,0,0,0,0,0,0.0588263438527406,-0.171892403668382,0,0,-0.158597265116599,0.319839921621546,0,0,0,0,0,-0.113430947741312,0,0,0.0468220314059494,0,0,0.0628380886539916,0,0,0,0,-0.0128057916547581,0.0244608644711605,0,0,0,0,0,0
X600028.SH,0.171167088789744,0,0,0,0,0,0.0242556203254458,2.16840434497101e-19,0,-0.00913431796788421,0,0,0,0,0,0,0,0,0,0,0,0,0.0147778362408169,0.0307150355811162,0,0,-0.018275813137382,0,0,0,0,0,0,0,0.0266647702825521,0,0,0,0.0746973446679358,1.0842021724855e-19,0.0208533579077396,0,0,0.107528446806179,0,0.0130985678198271,0,0,0,0,0,-0.00240321131239775,0,0,0,0,0.0208450828429564,0,0
X600309.SH,0,0.0312876799719925,0,0,0,0,0,0,0,0.0399626868805796,0,0,0,0,0,0,0.101753518387412,0,1.73472347597681e-18,-0.0728158246361688,0.189134723040895,0,0,0,0,0,0,-0.0629269408390896,0,0,0,0,0,-0.00944522500888441,0,0,0.0561229251510474,0,0,0,0,0,0,0.105781971012916,0,0.014347741179836,0,0,0,0,0,-0.00733406715087658,0.00780270466137001,0,0,0,0.0193753326754552,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125105385504111,0,0,0,0,0,4.33680868994202e-19,0,0,0.100817231284904,0,0,0,0,0,0.457136884242304,0.0139281155682905,0,0,0,0,0,0,0,0,0,0,0,0,-0.00340372248614763,0,0,0,0.00303913585467661,0,0
X002460.SZ,0,0,0,0,0,0,0.0423529772981037,0,0,0,0,0.470017404814118,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.142582886931231,0,0,0,0,0,0,0,0,0,0,0,0.122499209410321,0,0,0.22373744829994,0,0.0821994080570869,0,0,0,0,-0.0793465485892668,0.274729299157211,0,0.0488573053905853,-0.0465856658515484,-0.000303622739829543,0,0,0,-0.0451501731353424,0,0
X600188.SH,0,0.0912497881220691,0,0,0,0.0981018588907843,0,0,0,0,0.123451539206515,0,0,0,0,0.00907961832325287,0.0536203005755768,0.0262796663350866,0,0,0,0,0,0,0,0,0,0.0248486157469885,0,0.202524099498789,0,0,0,0,0.351448389443213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0600262151688902,0.114559779219554,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0.351203570741167,0,0.218338921360988,0,0,0,-0.0381309724973408,0,-0.130790589872657,0,0,0,0,0,-0.0312300716130221,0,0.378272850971985,0,0,0.0837549283532544,0,0,0,0,0,0,0,0,0,0,-0.232895344450978,0,0,0.121242261476545,0,0,0,-0.0159826637290072,0,0,0,0,0,0.00840600747876389,0,0,0,-0.0203870853984123,0,0
X600019.SH,0,0,0,0,0,0,0.0174663253523394,-0.0286899316114276,0,0,0.159491951086157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0443208914729808,0,0,0,0,0.16501853363005,3.46944695195361e-18,0,0,0,0,0.40403791931024,0,0,0,0,0.0276961975191467,0,-0.00458137947372239,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.183612137702545,0,0,0,0,0.0433299052771934,0.193814643664748,0,0.191771487821255,0,0,0.0910149248941781,0,0,0,0.0965180456395677,0,0,0,0,0.0932336515630245,0,0.113421160769327,0.177331530034309,0,0,0,0,0.0235862690884921,0,0,0,0,0,0,0,0,0.0567664601549974,0,0,0,0,0,0,0,0,0.0435125048616022,0,0,0,0,0.0303882827440507,0,0
