,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X600188.SH,X601898.SH,X600362.SH,X600688.SH,X600660.SH,X300072.SZ,X600795.SH,X600547.SH,X002466.SZ,X000898.SZ,X601992.SH,X601991.SH,X600886.SH,X600176.SH,X600516.SH,X000786.SZ,X600111.SH,X000709.SZ,X600157.SH,X601699.SH,X600352.SH,X002460.SZ,X600027.SH,X000825.SZ,X002271.SZ,X600808.SH,X000553.SZ,X000830.SZ,X000983.SZ,X000959.SZ,X600489.SH,X002110.SZ,X600299.SH,X000792.SZ,X000408.SZ,X600219.SH,X601158.SH,X600583.SH,X000883.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.445862059811104,0.0403245281028063,0,0,0,0,0,0,0,0,0,0,0.213267790739548,0,0,0,0.0624713948157271,0,0,0,0.0312287584922238,0,0,0,0,0,-0.00171829293089875,0,0.00922466630734592,0,0.0300453031324998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000211607282062567,-0.00541237811308368,0,0,0,0,0,0
X600028.SH,0.20380395247968,0,0,0,-4.33680868994202e-19,0,0,0,-0.043105813687762,0,0.00407877283861068,0.344059870874283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0148111980402505,0,-1.73472347597681e-18,0,0,0,-0.130241298003388,0,0,0,0.0114462502764022,0.0626166766947851,0,0,0,0,0.227880170423619,0,0,0,-0.0087803088469952,0.0160897332802385,0,0,0,0,0,0
X601088.SH,0,0,0,0.158363903951316,0.108310488802001,0,0,0,0.15042719661973,0,0,0,0,0,0,0,0,0,-0.117663741202,0,0,0,0,0.0821181781149933,0,0,0,0.108667245383826,0,0,0,0,0,0,-0.0839829167551793,0.10306121698609,0,0,0,-0.0130481714974659,-0.0275406439802611,0,0,0,0,0,0,0,0,-0.0147528709285979,0.0273869111954598,0.040914121587746,0,0,0,0,0
X600019.SH,0,0,0.119185716442841,0,0.0402805434983435,0,0,0,0,0,0.147118086077637,0,0,0,0,0,0,0.639773932422946,0,0,0,0.149126942978389,0,0,0,0,0,0,0,-0.175415755849855,0,0.131229817715495,0,0,0,0,0,0,0,0.0203786950875542,0,0,0,0,0,-0.0812580723328986,0,0,0,0.0057798037078996,0.000150244311642565,0.0643614661702674,0,0,0,0,0
X600585.SH,0,0,0.0627277651681259,-4.33680868994202e-19,0,0,0,0,0.223083741722261,0,0.221805800612759,0,0,0,0,0,0.0227134591523654,0,0,0,0,0,0,0.284056875713208,0,0,0,0.0450274481812439,0,0,0,0,0.0383070076840799,0,0.143867084632026,-0.0400217240736695,0,0,0,0,0.0692425008001856,-0.293771416161558,0,0,0,0,0,0,0,-0.0320243727637754,0.03702836102208,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.201067726262464,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.0177305832746317,0.0369686477819719,0,0,0.0437646620705768,0.0545269808441039,0,0.138865597294242,0,0,0,0,0,0,0,0,0,0,0,0,0.0321174798282801,-0.00907222895821496,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.0772273299006929,0,0,0,0,0,0,-0.0845101987892142,0,0,0,0,-0.0214644133933479,0,0,0,0,0,0.0102083955103012,0.193916140373756,0,0,0,0,0,0,0,0.0702260965869512,-0.00323514406255056,0.0251212191868884,0,0.0347804137796434,0,0,0,-0.11769061170219,0,0,0,0,0,0,0,0,0,-0.0409395289524886,0.0613681863241436,0.0209636651649619,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227624355427155,0,-0.121177966532961,0.0367520794238244,0,-0.0422980289803753,0,0,0,0,-0.0265850845595664,0,0,0,-0.0204653023303457,0.1915018050107,0.0210761629424547,0,0,0,0,0,2.16840434497101e-19,-0.0129317538409199,0,0,0.0524516178486682,0,0,0,-0.00903364231112112,-0.0149724206725806,0,0,0,0,0,0
X600188.SH,0,-0.099300255983915,0,0,0.127175799343797,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.15093757371969,0,0,0,0.42926126354557,0,0.19485408750554,0,0,0,0.00411579390696835,0,0,0,0,0,0.0361985316876867,0,0.018916969245132,0,0,0,-0.00803333796269966,0,0,0,0.0177248822245222,-0.0106330989786283,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0904651685915561,0,0,0.0166597787052636,0,0,0,0,0.103371784098667,0,0,0,0,0,0,0,0,0.173711258820364,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0235320131035828,0,0.13557465475117,0,0,0,0,0,0,0,0.000236305353898455,-0.00470559944843775,0,0,0,0,0,0
X600362.SH,0,0,0.0564882835070865,0.429684528161912,-8.67361737988404e-19,0,0,0,0.00521391422066848,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155379815309609,-0.0271456227570376,0.117643964323491,0,0,0.00143264066929251,0,0,0,0.0580306895275723,0,0,0,0,0,0,0,0,0.000532469560620758,0.0235616486342032,0,0,0,-0.0110380920011465,0,0.628257421468391,0,0,-0.042186519712292,0,0,0,0,0,0
X600688.SH,0,0.379801634482099,0,0,-0.124608126080558,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0944054724916292,0,0,0,0.0216337670938132,0.110152556807043,0,0,0,0.0592339077406984,-0.000944246447356818,-0.037324795896029,0,0,0,0,0,0.0234454612693466,0,0,0,-0.00534700806583693,0,0,0,0,0,0.123153260809913,0,0,0,-0.0156853554208824,0,0,0,0,0,0,0
X600660.SH,0,0,0.031824448988654,0,0,0,0,0,0,0,-0.142852085567138,-0.0207116421685789,0,0,0,0,0,0,-0.0587304674272775,0,0,0.152422433652932,0.0883934557965053,0,0,0,0,0,0,0,0,-0.0172785798353187,0.385938451139465,0,0.0699599073700818,0,0,0,0,-2.16840434497101e-19,0.0559418604077317,0,0,0,0,0,0,0,0,0.00467469190765498,-0.0270922525512198,-0.0783771635504039,0,0,0,0,0
X300072.SZ,0.120824894019434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331286849502297,0,0,0.136782500149437,0,0,0,0,0,0,0.016364952452015,0,0,0.170760501134902,0,0,0,0.120186740918826,0,0,0,0.157111223509309,0,0,0,0,0,0,0,0,0,0.0110022202288289,-0.0264191109101375,0,0,0,0,0,0
X600795.SH,0,0.116617380196115,0,0.112987518584364,0,0.265845240124874,0,0,0,0,0,0,0,0,0,0,0,0,0.0368042017328474,0,0,-0.0275228433200856,0.0202940970042934,0,0,0,0,0,0,0.0721739268293979,0,-0.097307497169259,0.0262124394979737,0,0,0,0,0,0.129305886218424,0,0,0.0580011667569682,0,0,0,0,0,0,0,-0.0113342278422685,0.0288215775509264,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0801948872494324,0,0,0,-0.0758665231876648,0.134232793093112,0,0,0.0264040817368643,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,-0.124220526469948,0,0,0.654597221622522,0,-0.0545538950542477,0,0,0,0,0,0,0,0,0.00464568758950163,0.00311079450007625,-0.103413840095299,0,0,0,0,0
X002466.SZ,0,0,0.0538358613546855,0,0.0970461842109583,0,0,0,0,0,-0.026575194798425,0,0,0.0383438922643745,0,0,0,0,0,0,0,0,0.112260211826893,0,0,0,0,0.106508865141262,0,0.740806517112047,0,0,0,-0.323269442740656,0,0.0327564318341988,0,0,0,-0.0739317865061388,0.0192365739471981,-0.0128603947844575,0,0,0,-0.0317577778111469,0,0,0,-0.014903777804261,0.0348061719306163,0,0,0,0,0,0
