,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600585.SH,X002460.SZ,X600019.SH,X002466.SZ,X601898.SH,X600547.SH,X000792.SZ,X601600.SH,X600886.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X002271.SZ,X600795.SH,X600027.SH,X600362.SH,X600426.SH,X601991.SH,X600176.SH,X600803.SH,X000983.SZ,X600489.SH,X601699.SH,X000807.SZ,X000786.SZ,X300037.SZ,X000539.SZ,X000408.SZ,X600995.SH,X600160.SH,X600219.SH,X000932.SZ,X002080.SZ,X600612.SH,X000629.SZ,X600688.SH,X002409.SZ,X600157.SH,X600378.SH,X000027.SZ,X600096.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.638537489982619,0,0,0.226051616444399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0828325275484502,0,-0.1106249153112,0.0370385715957883,0,0,0,0,0,0.346563065100942,0,0,0,0,0,0,0,-0.330894562480222,0,0.166442948583247,0,0,0,0,0,0,0,0,0.0146814923001008,0,0.047505978733438,0,0,0,0,0
X600028.SH,0.687675461040762,0,0,0,-0.0423554983271772,0,0,0,0,-0.0491929059037845,0.0435676332772323,0,0,0,0,0,0,0,0,-0.0353916871550799,0,-0.00470053672652406,0,0,0,0,0.0807231776120699,-0.0143943205589074,0,0,0,0,0,-0.0396404624944567,0,0.0429012153852515,0,0,-0.066318363309395,0,0,0,-0.00722678408620856,0,0,0,0,0,0,0,0,0.0214099232547883,0,0,0,0,0,0,0
X601088.SH,0.0403567804608055,0.0257145193049857,0,0,-0.115494317320587,0,0,0,0,0,0.502034451250971,0,0,0.185674019872156,0,0,-0.00719283358562711,0,0,-0.163183892946914,0,0,0.184791684296908,0,0,0,0,0,0,0,0,0,0,0.202933626489998,0,0.00168924834438619,0,0,0,0,0.128723602337348,0,0,0,0,-0.0395325184881547,0,0,0,0,0,-0.00171673462160159,-0.0288145237948653,-4.33680868994202e-19,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.255120798770204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0868721950849974,0,0.163654484750649,0.0500502506175878,0,0,0,0.0443133788592817,0,-0.00529147849765717,0,0,0,4.33680868994202e-19,0,0,0.0176728886655998,-0.00258320893278758,0,0,-0.00698311598652784,0,0,0,0,0,0.00509088805735973,-0.00743109748534923,0,0,0,0,0,0
X600188.SH,0.200664858267087,0,0,0,0,0,0,0,0,0,0.374832382899693,0,0,0,0,0,0,0,0.217480792717622,0,0,0,0,0,0,0,0,0,0,0,-0.237260583711781,0.31245359347906,0.242758116515435,0,0,-0.0192038221973652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0381816116070704,-0.195856428663561,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.161312256650996,0,0,-0.026746570608972,0,0,0,0.0635889329567125,0,0,0.435301022327143,0,0,0,0,0,0,0,0.359218227149719,0.254809609325557,0,0,0.0547816909984719,0,0,0,0,0,0,-0.420821576447017,0,0,-0.158603493736297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0195686033809653,0,0,0,0,0,0,0
X600585.SH,0,0,0.0802937433741948,0.0161418539837954,-0.0666054951312679,0,0,0,0.201749524800197,0.0697594746637277,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0620875230070891,0,0,0,0,0,0,0,0,0,0.0363858570473436,0,0,0.087058521610289,0,-0.0907938554167203,0,0,0,0,0.296585606428936,0,0,0,0,0,0,0,-0.0420371620766284,0,0,0,0,0,0,0
X002460.SZ,-0.0150342701784455,0,0,0,0,0,0,0,0,0.541592870306207,0,-0.0598113249171323,0,0,0,0,0,0,0,0,0.222109484537029,0,0,0,0,0,0,0,0,0,-0.0606312306235957,0,0,0,0,0.0227489568727376,0,0.0178397415502153,0.0174920952161328,0,0,0,0,0.030893908199367,0,0,0,0,0,0,0.197152671382109,0.0278920764382905,0,0,0,0,0,0,0
X600019.SH,-1.38777878078145e-17,0.0395565570437941,0,0,0.187805452254349,0,0.049897261332232,0,0,0,0,0.0404085343418589,0,0.14787687043438,0,0,0,0,0,0,0,0,0,0,0,0.000838053808849419,0,0,0,0,0,0,0.0472397820086067,0,-0.0576901419767343,0,0,0,0,0,0,0,-0.0591395591445428,0,0,0,0,0,0,-0.12168340037445,0.0349815656668878,0.0148605439158471,0.091497396214501,0,0,0,0,0,0
X002466.SZ,0,-0.0484519936774128,0,0,0,0,0,0.312302012321011,0,0,0,0,0.182289354159817,0,0,0,0,0,0,0.155259044984232,0,0,0,0,0,0,0,0,0,0.180372456603514,0,0.277542815603341,0,0,0,0,0,0,0,0,0,0,0,0.0874099310472279,0,0.130514513612294,0,0,0,0.148280903992813,0,0.0325210736965673,0,0,0,0,0,0,0
