,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X601600.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X600362.SH,X600795.SH,X600188.SH,X600352.SH,X601992.SH,X600027.SH,X002466.SZ,X000898.SZ,X600516.SH,X600111.SH,X002460.SZ,X600176.SH,X000709.SZ,X000990.SZ,X600299.SH,X000723.SZ,X000786.SZ,X002271.SZ,X000629.SZ,X600219.SH,X600801.SH,X600489.SH,X600808.SH,X601158.SH,X000553.SZ,X000825.SZ,X002110.SZ,X600985.SH,X000883.SZ,X600583.SH,X600339.SH,X000630.SZ,X600157.SH,X000027.SZ,X002470.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0108330394856893,0,0,0,0,0,0,0,0,0,0,0,0,-0.01305623719135,0,0,0,0,0.0829479761108672,0.010263289898348,0,0,0,0.0219175053164675,0,0,0,0,0,0,0.0441378590080116,0,0,0,0,0,0,0.141615290621611,0,0,0.0567084584829455,0,0.00976236188195568,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0629591436785916,0,0,0,0.355316987484827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0419485449018925,0.0374834885457075,0,0.297675966260493,0.012226723507134,0,0,0,0,0,0,0,0,0.0528600447073029,0,0,0,0,0,0,0,0,0.0464226730477825,0,0,0.0995387446669467,0,0,0,0
X601088.SH,0,0,0,0,0,0.17300165732823,0,0.0888502215812206,0,0,0,0,0,0,0,0,0,0,-0.238441995779685,0,0,0,0,0,0.0408585378427048,0,0.0340350984588525,0,0.0234636323271091,0,0,0,0.0967503177387943,0,0,0.15600047082671,0,0,0,0,0,0,0,0,0,0,0,0.0567439240343425,0,0,0,0.00608110495552937,-0.00304321472208032,0,0,0,-0.0136580988867047,0,0
X600585.SH,0,0,0,0,0,0.166136355759097,0,-0.050113135279887,0,0,0,0,0,0,0.0360885517395237,0,0,0,-0.00390184886699301,0,0,0,0,0,0,0,0,0,-0.0686456236612312,-0.0227572472751248,0,0,0,0,0,0.499072484455053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00458550690380594,0,0,0,0,-0.0236590544664325,0
X600019.SH,0,0,0.0180820394961131,0,0,0.0349070481336663,0,0,0,0.0591189756365546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119636316229955,0,0.0757410372227883,0,0,0,0,0.0122166513621331,0,0,0,0,0,0,0,0,0,0.236634896437963,0,0,0,0,0,0.0573995552790757,0,0,0,0.00280201072526191,0.00667451424999643,0,0,0,0,0,0
X600309.SH,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107053007459794,0.00963762732093139,0.122314617552916,0,0,0.344269314451651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.031627569000577,0.0767734830750681,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466579944092494,0,0,0,0.625148890050498,0,0,-0.14763901391114,0,0,-0.0274414020003523,0,0,0,0.0625922938827098,0.119003661764237,0,0,0,0,0,0,0,0,-0.114920394259066,-0.0636004628057651,0,0,0,0,0,0,-0.035160990776559,0,0,0.00633433423840553,0.00645850367520045,0,0,0,0,0,0
X600010.SH,0,0.0752506736197925,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135683456194112,0,0,0,0.0402758699455913,0.134421621825009,0,0,6.93889390390723e-18,0.302103381247198,0,0,0,-0.0601843799936692,0,0,0,0.00163894112191727,0.0991301178146022,0.286132148373506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00338561097358423,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.0169662465291758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0656533704169852,0,0.0292421809186888,0,0.0103456073816025,0.0470513171268786,0,0,0,0,0,0,0.895984715041483,0,0,0,0,0,0,0,0,0,0,0,0,-0.147332323139324,-0.0111773683110851,-0.00506333738807892,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.105870036256853,0,0,0,0,0,0,0,0.107199761532946,0,0,0,0,0,0.0605838567278933,0,0,0.0728641085599405,0.0282249406991362,0,0,0.0331665448244068,0,0,0,0,0.0841291317374373,0.0646685566191166,0,0,0,0,0,0,0,0.0236281697728846,0,0,0.0510732479051348,0,0,0.164796819560928,0,0,-0.0275071904607491,-0.000715431376136024,0,0,0,0,0,0
