,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X600010.SH,X601898.SH,X601600.SH,X600688.SH,X600362.SH,X600547.SH,X600795.SH,X600309.SH,X601991.SH,X300072.SZ,X601992.SH,X600188.SH,X600157.SH,X600027.SH,X600886.SH,X600660.SH,X600111.SH,X000898.SZ,X000709.SZ,X600489.SH,X600339.SH,X601158.SH,X600299.SH,X000959.SZ,X000630.SZ,X600583.SH,X002466.SZ,X000792.SZ,X600352.SH,X000408.SZ,X600219.SH,X000883.SZ,X600098.SH,X000825.SZ,X000983.SZ,X000539.SZ,X002092.SZ,X000027.SZ,X601699.SH,X600021.SH,X000723.SZ,X600808.SH,X600623.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.342066950393787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0685151905813219,0,0,0,0,0,0,0.057829938333794,0,0.0526512085817224,0,0,0,0.018223784010816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558038937326065,0,-0.00150371419449635,-0.0063239448656047,0,0,0,0,0,0
X600028.SH,0.691513295409883,0,0,0,0,0,0,0,0,0.033376180606264,0,0,0,0.137618745332689,0,0,0,0,0,0,0,0,0,0,-0.0241373733291077,0,0,0,0,0,0.0961001252187567,0,0,0,0,0,0,0,0,-0.033688071755512,0,0,0,0,0,0.0861729932138986,0.0353137735055888,0,0,-0.070437209714401,0,0.00428304893087443,0,0,0,0,0,0
X601088.SH,0,0.0172231212678231,0,0,0,0.0248328953800446,0,0,0,0,0,0,0.084287975020769,0,0,0,0,0,0,0,0,0.0127538716027563,0,0.0555151978789807,0.0447574497666941,0,0.060673097279197,0,0,0,0,-0.0531493038515978,0,0,0,0,0,0,0,0,0,0,0,0,0.254133981483425,0.070063825180698,0,0,0,-0.0257103712784771,-0.0364289639120566,0.0139468114657805,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0365989626426436,0,0,0,0,0,-0.0812549599368894,0.342161780186829,0,0,-0.0307110890813807,-0.0148256663366051,-0.0132896779088755,0,0.288691976589194,0,0,0,-0.105376152864964,0,0,0,0,0,0,0,0,-0.0157035547451224,0,0,0,0,0,0,0,0,0,0.049642654540555,0,0,0.0475357965722999,0,0,0,0,-0.0174284081621378,0.0115973599748164,0.0501433343438284,0,0,0,0,0
X600585.SH,0,0.19658600710708,0,0,0,0.0484765602551144,0,0,0,0,0,0.0236320310422733,0,0,0,0,0,0,0,0,0,0.03358529429566,0,0,0.240214502614503,0,0,0,0,0,0,0,0,0,0,-0.470310354083937,0,0,0.119001394062114,0.0379425551123508,0,0,0,0,0,0.0433840452616179,-0.0132692020545892,0,0,-0.182651737670233,-0.00356751181611026,0.00783372891674054,0,0,0,0,0,0
X600019.SH,0,0,0.253507421711208,0,0,0,0,0,0,0,-0.143409973208307,-0.052309483265555,0,0.180295557181357,0,-0.0711898972399886,0,0,0,0,0,0,0,0.263431130534129,0,0,0,0,0,-0.21340253769443,0,0,0,0,-0.10655031256149,0,0,0,0,-0.121494044541915,0,0,0,0,0.101444665351503,0.0362103925378119,0.0125421735208744,0,-0.0908682157074867,0,-0.0191330466613343,0.0101514580858973,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0964175174305629,0,0,0,0,0.052747733660484,0.0479026223089931,0,0,0,0,0,0,0,0,0.219101785079139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172258067047087,0,6.93889390390723e-18,0,0.0158544969729255,0,0.0659707289234308,0,0,0,0.0592862529176047,0,-0.0125259276236261,0.00140725009272906,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0313104615591315,0,0.1047098963064,0,0,0,0,0,0,0.285516394000394,0,0,0,0.0323302974034011,0,0,0,0,0,0,0,0,0.0303161686370289,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180368578060542,0,0,0,0,0,-0.00699401504325478,0.00350819930505451,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0399414147549025,0,0,0,0.325637967798083,0,0,0,0,0,0,0,0,0,0,0.0900663465641249,0,0,0,0,-0.162793623133457,0,0,0,0,0,0,0,0,0,0.033955370263649,0,0.00656782402018906,0,0,0,0.083929958254071,0,0.146151985376027,0.184880599151722,0,0,0,-0.171010405115869,-0.000624351774273632,-0.00186014541317378,0,0,0,0,0,0
X600688.SH,0,0.400993932423557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134290993553465,0.0809761906131544,0,0,0,0,0,-0.0160895002541494,0,0,0,0,0,0.153272332321034,0,0,0,0,0,0,0,-0.0566069707380005,0,0,0.135718457921347,0,0.103154234642878,0.0352731924255445,0.0103012808567123,0,0,0,-0.00243549330342101,0.00203672122637635,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,-0.0487914586711966,0,0,0.193787398521494,0,0,0,0,0,-0.087438113849098,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.658950131027095,0,0,0,0,0,0,0,0,0.167851322617315,0,0,0,0,0.0272896371348466,-0.0790908786320684,0,0,0,0,-0.0126820438119645,0.0169804081835261,0,0,0,0,0,0
X600547.SH,0,0.145860867166819,0,0,0.0232783250647792,0,0,0,0,0,-0.0289756933260217,0,0,-0.0397849112603981,0,0,0,0,0,0,0,0,0,0,-0.0324904174707658,0.875746397365983,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110561053279838,0,0,0,0,0,0,0.0727468123847757,0,-0.0839545708066321,-0.123353601530347,-0.00151652772223333,0.00311431725049167,0.0438862746237047,0,0,0,0,0
X600795.SH,0,0,0,0.460704997109108,0,0,0,0,0,0,0.0258132760309142,0,0,0,0,0.103638584503485,0,0,-0.0501815956194398,0,0,0,0,0,0,0.0151346133911455,0,0,0,0,0,0,0,0,0,0,0,0,0.0542037296076793,0,0,0,0,0,0,0.0462904259283124,-0.0112395691306076,0,0.0724149618332112,0,-0.0164607546219749,0.00689206770032496,0.000302744100221687,0,0,0,0,0
X600309.SH,0.117739279361476,0.0681030494737852,0,0,0,0,0,0,-0.0804772651076573,0,0,-0.22366929163193,0,0,0,0,0,0,0.166008640874678,0,0,0.0808007662871025,0,0,0,0,0,0,0,0.198665292344047,0,0.069932539592043,0,0,0,0,0,0,0.0370625998977564,0,0,0,0.00865525569470011,0,0,0,0,0,0,0,-0.0213081918671468,-0.000492345103884408,0.117994331261518,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0458285703884151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00323567053553178,0,0,0.0698776605479058,0,0,0,0,0,0,0,0,0,0,0,0,0.0554541863287291,0,0,0.0766298185422114,0,0.0195387288999718,0,0,0,0.0785970956446455,0,0.0158027003320251,-0.021224352566991,0,0,0,0,0,0
X300072.SZ,0,-0.0614407506209442,0,0,0,0.00533663318352658,0,0,0,0,0.123331431516946,0,0,0,0,0,0,0,0,0,0,0,0,-0.0649375140892236,0,0,0.0575967822297067,0.100078814883319,0,0,0,0,0,0.121950656449714,0,0,0,0,0,-0.045969716308286,0,0,0,0,0,0,0.0270548250274089,0,0.0774826619258441,0.200341960436862,-0.0189100259456634,0.0237357810872085,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106689859874682,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.0235299724559223,0,0,0,0,0,0,0,0,0.0770827210578541,0.0230449852024617,0,0,0.00933420797841839,0,0,0,0,0.248372914947651,0.29933597696137,0,0,-0.00742944078386769,0,0,0,0,0,0
X600188.SH,0,0,0,0,-0.0420186302204459,0,0,0.564720328108338,-0.0889646467003677,0,0,0.262682074082633,0,-0.0589322065426299,0.0184952560043572,0,0,0,0.102897396500986,0,0,0,0,0.185175129117307,0,0,0,0,0,0,0,0,0.162017797688702,0,0,0,0,0,0,0,0,0,0,0,0.00160870529026772,-0.0897914737846895,0,0,0.0207739834911454,0,0.000874323057765977,0.00590048788157461,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0.0380440399564979,0,0,0,0,0,0,0,0.492897469769398,0,0,0,0,0.225267606722407,0,-0.0975998980104869,-0.0216929031669155,0.142154727183371,0,0,0,0,0,0.00405974591332256,0,0,0.0677030476558645,0,0,0,0,0,0,-0.0540213387930188,0,0,0,-0.0151298201244164,0,-0.0336496577071291,-0.0343811170757877,-0.021505769451055,0.0212202760809916,-0.0761017242464675,0,0,0,0,0
X600027.SH,0,0,0,0.00884037781060739,0,0,0,0,0,0,0.0386535129056217,0,0.179578778576823,0,0,0,0,0,0,0,0,0.0299525320700303,0,0,0,0,0,0,0,0,0,0.127725533367592,0,0,0,0,0,0,-0.0666582572139623,0,0.0323430312597896,0,0.000456607623299748,0,0,0,0,0,0,-0.0353698738075127,0.00694444258279386,-0.00024873879758205,0.0114382732058214,0,0,0,0,0
X600886.SH,0,0.174750106730854,0,0,-0.0414990890899712,0,0,0,0.0172681694429539,0,0.0288136464381186,0,0.0238143573345185,0.0573330614058091,0,0,0,0,0,0,0,0.202179647615037,0,0.0397695935883237,-0.0116302850926385,0,0,0,0,0.0318523077019724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568680989538889,0,0,0.00124773656568116,0,0,0,0,0,0
X600660.SH,0,-0.0887422725465248,0,0,0,0,0,0,0,0,0,0,0,0.0937374784068624,0,0,0,0,0.0803073996485621,0,0.233126558024894,0,0.219819062769246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334754125794366,0.0420876798020628,0.131566787506753,0,-0.0572893959515019,0,0,0,-0.0488044523174614,0,0.145927844074706,-0.214969158526605,0,-0.00177418015087332,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.077261083460595,0,0,0,0,0,0,0,0,0,0.035937137992896,0,0,0.044206948826007,0,0.0814414488767665,0,0,0,0,0,0,0,0,0,0,0,0.0404572872313216,0.0885078539233912,0,0,0,0.138732951725476,0,0,0,0,0.0451736027151389,0,0,0,0,-0.0163310919934694,0.00523021319251167,0,0,0,0,0,0
