,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X600010.SH,X601991.SH,X600795.SH,X601600.SH,X600188.SH,X600886.SH,X600362.SH,X600111.SH,X600027.SH,X600309.SH,X601992.SH,X600688.SH,X000792.SZ,X600583.SH,X601158.SH,X000898.SZ,X600547.SH,X000709.SZ,X000831.SZ,X600352.SH,X000883.SZ,X600489.SH,X002353.SZ,X000539.SZ,X600021.SH,X000630.SZ,X000825.SZ,X600008.SH,X000027.SZ,X000629.SZ,X600660.SH,X600549.SH,X002470.SZ,X600808.SH,X600315.SH,X600578.SH,X000983.SZ,X601699.SH,X600307.SH,X600863.SH,X600098.SH,X000960.SZ,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.518936581455369,0,0,0,0,0,0,0,0,0,0.0344824007713592,0.0106828113819975,0,0,0,0,0.0932059886880534,0,0,0,0,0,0,0,0.00150221838811309,0,0,0.0321776481778795,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.261223114318394,0,0,0,0,0,0,0,0,-0.00258213492982092,0,0,0,0,0,0
X600028.SH,0.432225567689163,0,0,0,0,0,0,0,0,0,0.0897633706689502,0,0,0,0,0,0,0,0.499918893462748,0,0,0,0,0,0,0,-0.0487364581246937,0,0.00640198627360067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0482040567855605,0,0,0,0,-0.0274333943789341,-0.0117040000489189,0,0,0,0,0,0
X601088.SH,0,0.0741020928325543,0,0,0,0.0419832017668653,0.102349855478228,0,0,0,0,0.117484945301152,0.105465615473068,0,0,0,0.0489273088972813,0,0,0,0,-0.0151042063526784,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0146866083755895,0,0,0.0342298858321694,0,0,0.38689313645238,0,0,0,0,0,0,0,0,0.00313022790526282,0,0,0,0,0,0
X600011.SH,0.207953679815064,0,0,0,0,0.051414541285808,0,0.127250860365511,0,0.0436451890144923,0,0.0674160746421007,0,0,0,0.185966194630612,0,0,0.0343200959230694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,-0.00745887641834771,0,0,0.161233732680059,0,0,0,0,0,0,0,0,0,-0.013827929339616,0,0,0,0,0,0
X600585.SH,0,0.12287837361227,0.0437462997464175,0,0,0,1.38777878078145e-17,0.055455839566778,0.0119060510557279,0,0,0,0,0,0,0,0.022424109737913,0,0,0,0.144357181424702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199757877722129,0,0.201251640820289,0,0,0,0,0,0,0,0,0,0.21304484438985,0,0,0,0,0.000687565602696056,0,0,0,0,0,0
X600019.SH,0,0,0,0.068416500653022,0,0,0,0.0662583243136527,0,0,0,0,0.00212229136374502,0,0,0,0,0,0,0,0,0,0.351447831523289,0,0.315717606599868,0,-0.0473182785204425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110446551797805,0,0,0,0,0,-0.0518974247652427,-0.0135506282068924,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.150248474726775,0,0.041218746457533,0,0,0,0,0,0,0,0,0,0,0.0181191761530959,0,0,0,0,-0.0158686760185001,0,0,0,0,0,0,0.0120288047243011,0,0,0.0853648708414079,0,0,0,0,0,0,0.33345564818996,0.212174910155421,0.0451854698889375,0,0,0.0397465456217744,0,0,-0.00651714155387915,-0.00399447636059298,0,0.01038483536415,0,0,0,0
X600010.SH,0,0,0,0.0495954222647783,0,0,0,0,0,0,0,0,0,0.218783847136282,0,0,0,0,0,0,0,0,0.563629396685299,0,0,0.048934775453584,0,-0.140636006645886,0,0,0,-0.0595247981071108,0,0.018743108907386,0,0,0,0,0.0477555249062326,0,0,0.373903086519013,0,0,0,0.0681255640809362,0,0,0,0,0,0,-0.0022182732186031,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,1.38777878078145e-17,0,0,-1.38777878078145e-17,0.150088398700163,0,0.254852679247103,0,0,0,0.0108372110711125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0523883896435598,0,0,0,0,0,0,0,0,0,0.105024048484138,0.0113201384506482,0,0,0,0,0,0,-0.0439289818839815,0,0,0,0,0,0
X600795.SH,0,0,1.73472347597681e-18,0.0158792418921199,0,0,0,0,0.270116495637685,0,0.222220680990882,0.00580012108480747,0.164496621362268,0,0,0.13998530667629,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0237633216978417,0.0121002395774339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106175333789545,0,0,0,0,0,0
