,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X600688.SH,X601600.SH,X601991.SH,X600188.SH,X600795.SH,X600886.SH,X600362.SH,X000898.SZ,X600547.SH,X600516.SH,X002466.SZ,X601992.SH,X600111.SH,X600027.SH,X600176.SH,X600352.SH,X600299.SH,X002460.SZ,X300072.SZ,X000709.SZ,X600808.SH,X002110.SZ,X000553.SZ,X000786.SZ,X600801.SH,X600339.SH,X600583.SH,X000932.SZ,X600426.SH,X601158.SH,X000883.SZ,X000301.SZ,X600219.SH,X000629.SZ,X000792.SZ,X601699.SH,X000539.SZ,X002271.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.130157417119781,0,0,0,-0.0792597636049775,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0278465413553,0,0,0,0,-0.0268656605324341,0,0,0,0.0852251140966663,0,0.0241347067141993,0,0,0.182121449637747,0,0.00950605477604569,0.0982195212742654,0,0,0,0,0,0.000979412408031645,0,0,0.156617740834943,-0.0762258228366763,0.0108949363050437,0.0106603743970228,0,0,0,0,0,0
X600028.SH,0,0,0.591270477310358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0189569260673725,0,0,0,0,0,0,0,0.149140102384888,0,0,0,0,0,-0.149679688726577,0,0,-0.0178034989564696,0,-0.0201883035886794,0.0599155403727353,0,0,0,0,0.0561715226473855,0,0,0,0.00555662927167972,0,0.000800235139127491,-0.00263726319267155,0,0,0,0,0,0
X601088.SH,0,0.175101405847445,0,0.0794937416366111,0.0022315368790944,0.0290774990887785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0718090413731222,0,0,0,0,0,0,0,-0.0587083240417486,0,0,0,0,-0.0226234654259656,0,-0.0018808276276186,0,0,0,0,0,0,0,0,0,0.389317563231745,0,0.0197455805538463,0,-0.00854931178708295,-0.0294493241938844,0,0,0,0,0,0
X600585.SH,0,0,0.0548931358794997,0,0,0,0,0.0955824901819404,0,0,0,0,0,0,0,0,0,0,0,0,0.102275984476574,0,0,0,0,0,0,0,0,0,0,0,0,0.113018587248156,0.42532700635688,0,0.107310952301094,0,0,0,0,0,0,0,0,0,0,0,0,-0.00779706908389899,-0.0138286341084163,0,0,0,0,0,0
X600019.SH,0,0,0.150526612374866,0.105419493677191,0,0.0034921478102404,-0.00624523774484677,0,0,0,0,0,0,0,0,0,0,0.259408072004056,0,0,0,0,0,0,0.0154098872255013,0,0,0,0,0,0,0,0,0.0255153351564081,0.0946639690702571,-0.0731283690720863,0,0.229580716050561,0.0689501536196607,0,0,0,0,0,-0.0460562068518636,0,0,0.0871887707313823,0,0.00222204091093745,-0.00206250156118679,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.150462373299066,0,0,0,0,0.368692035828081,0,0,0,0,0.415653549096076,-0.111497143911649,0,0,0,0,0,0.00482094868569743,0,0,0,-0.24810781319461,-0.0749068346420519,0,0.254737629089251,0.124545758389351,-0.0967078692037857,0,0,0.025997828103496,0,0,0,0,0,0,0,0,0,0,0.0441741302917133,0.0442252490632067,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.169220426751426,0,0,0,0,0,0,0,0,0,0,0.815244809662056,0,0,0,0.0531240266941858,0,0,0,-0.000518500324887355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0211366640612544,0.0141991545576954,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192757660204427,0,0.35060930847222,0,0.124700995764595,0,0,0,0,0,0,0,0,0.0831920462560371,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105929422007746,0,0,0.105815834737412,0,0.000554275181515506,-0.025015168923002,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.285971443685514,0,0,0,0,0,0,0,0.0828215600826368,0,0.0995524976994078,0,0,0.102192950884933,0,0,0,0,0,0.0232334084066027,0.0228259261726271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00600211411602823,0,-0.00404296619335759,0,0,0,0,0,0,0
X600660.SH,0,0.19697051129144,0,0,0,0.0791037536750842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319985552924879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014893385395413,-4.33680868994202e-19,0,0,0.0159869339445195,0,0,0,0,0,0.00426444927273141,0.0110345916192064,0,0.0239410525404256,0,0,0,0,0,0
X600688.SH,0,0.349962773817092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136841711705314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509361716044317,0.07192527637396,0,0.00190718299045987,0,0,0.0175061690014001,0,0,0,0,0,0,-0.0106350084696546,0.00415365849189546,-0.00640216560325114,0,0.0525049119627191,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,-1.73472347597681e-18,0.17118805182927,0,0,0,0,0.102063129669859,0,0,0,0,0,0,0,0.0792131458609105,0,0,0.0709911771110559,0,0,0,0,0,0,0,0,0,0,0,0.356688719942071,0,0,0,0,0,0,0,0.00540468652843821,0.0370835289096101,0,0.0263278218402408,0,-0.00587342912511276,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0579478763815253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180120286709172,0,0.0431404615132548,0,0,0,0.0160777871736665,0,0,0,0,0,0,0,0.0359973543990875,0.184526930041384,0,0,0,0,0,0,0,0.0899151402559429,0,0,0,0,-0.00422845384857266,-0.00655011707513924,-0.0233134503938377,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0.328626844439738,0,0,0,0,0,0.0150070641931805,0,0,0,0,0,0,0,0,0.0544350876254118,-0.00720374123908374,0,0,0.0562323454272762,0.0975062751582911,0,0.0916560498766922,0,0,0,0.125097877190131,0,0,0,0,0,0,0,0.221278040498307,0,6.93889390390723e-18,0,0.00154759255868585,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.042010204949118,0,0,0,0,0,0,0.118896012290126,-2.71050543121376e-20,0,0.0373579996494936,0,0.272423735027668,0,0,0,0.0427899403338294,0,0,0,0,0.040334944432611,0,0,0,0,0,0.0730596648945738,0,0,0,0,0,0.053824313149506,0,0,0,0,0.00223951692768361,-0.00191211621537553,0,0,0,0,0,0
X600886.SH,0,0.12681432805182,0,0,0,0.0275351747320493,0.0681221705499139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182758720871126,0.056823218056537,0,0.108607931725054,-0.0623102043210534,0.0493023420196275,0,0,0,0,0.0378676545569007,0,0,0,0,0,0,0,0,0,0,0.0582167212135237,0.0208336066136165,0,0,0,-0.00280440413061746,-0.00728447452613837,0,0,0,0,0,0
X600362.SH,0,0.0274340608814065,0,0,0.16563353543969,0.179906019864956,-0.0580217316979871,0,0,0,0,0.166306716467029,0,0.11012729688952,0,0,0,0,0,0,0.0429127047905267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0774983870527893,0,0,0,0,0,0,0,0,0.073026336612962,0,0,0.0398046144373944,0,-0.00557420431159947,-0.0219306707442456,-0.0259228552001128,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0.010068693309103,0,0,0,0,0,0.136651816144884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294179256703999,0.0986863127655945,0.0640468013917965,0,0.0551867325116091,0,0.0150773336607057,0.0485166204582562,0,0,0,0,0,0,0,0,0,0,0,-0.00321728993355683,0.00416411814220667,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.0473322850752524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990613900060171,0,0,0,0.197631273859297,0.128222221004372,0,0.0370984869155966,0.0766481759590029,0,0,0,0,0,0,0,0,0,0,0,0,-0.0779352980767321,0.0163260100363705,0,0.0489029565904947,0,0,0.0934886996850429,0,0.00069513288485475,-0.0264391225427173,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0.0639624829142226,0,0,0,0,0,0,0.354451000308314,0,0,0,0,0,0,0,0,0,0,0,0.163060966494624,0.128283773685838,0.0708008409284143,0,0,0,0,0.21368272305068,0,-0.0255122125098589,0,0,0.154826764512079,0,0,0,0.0856493229327591,0,0,0,0,0,0,0,-0.0219109534296568,-0.0215149856349846,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.0350770845562753,0,0,-1.73472347597681e-18,0.296114849404791,0,0,0,0,0,0,0,0.262007233304719,0,0,0,0,0,0,0,0,0.675191010100285,0,-0.320271444958035,-0.0589784811386562,0,0,0,-0.362168197750863,0,0.0459706997045487,0,0,0,0,0,0,0,0,0,0,0.164835670273105,0,0.0110514688082495,0,0.502272504172143,0.163121886953092,0,0,0,0
