,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X600583.SH,X601158.SH,X601992.SH,X000539.SZ,X000027.SZ,X600309.SH,X000709.SZ,X000898.SZ,X000883.SZ,X600352.SH,X600021.SH,X600660.SH,X002470.SZ,X601918.SH,X000792.SZ,X600489.SH,X600863.SH,X600098.SH,X600623.SH,X600022.SH,X600547.SH,X000629.SZ,X600808.SH,X600307.SH,X300072.SZ,X600578.SH,X002353.SZ,X600008.SH,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.698935191213078,0.0249028877896117,0,0,0,0,0,0,0,0.0751104369295912,0,0,0,0,0,0,0,0,0,-0.0636005579655701,-0.0447688914399222,0.0382831193136948,0,0,0,0,0,0,0,0,0.0156957222698365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0399721748899877,-0.00170639844438998,0,0.0349067672585525,0,0,0,0
X600028.SH,0.228266673232229,0,0,0,0.135371734807518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0975003271575474,0,0,0.0300931555562887,0,0,0,0,0,0.101740439154097,0,0.106258507328668,0.0299529831910593,0.020477912635348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0382361039459088,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.098864091071055,0,0,0,0,0,0,0,0.062378376793578,0,0,0,0,0,0.116945058048565,0.304345288311154,0,0.17771376270646,0,0,0,0,0,0.00844096341511823,0,0,0,0,-0.038375263194736,0,0,0,0,0,0,0,0,0,0,0.0673729658270267,0,0,0,0,0,-0.0214311299659782,0.0246790829055535,0,0,0,0,0,0
X600011.SH,0,0,0.185915100507615,0,0,0,0,0,0,0,0,0.387471873347624,0.0873286632025536,0,0,0,0,0,0,0,0.0749226417900066,0,0,0,0,0,0,0,0,0,0.202586198440142,-0.0850729391031654,0,0,0,0,0,0,0,0,0,0,0.027564885343442,0,0,0,0,0,-0.00378317011230226,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0204743779563903,0,0,0.0227633778259176,0,0,0,0,0,0,0.222710073084569,0,0,0.0718198568387126,0,0.164896277742894,0,0,0,0.117592950282555,0,0,0,0,0,0,0,0,0,0.044448542456236,0,0.0370890059204048,0,0,0,0,0,0,0,0.0590786274647697,0,-0.0197135213255124,0,0,0,0,0,0,0
X600585.SH,0,0,0.0527073382635383,0,0.0263942238110312,0,0.113806411406529,0,0.303519826598969,0,0,0,0,0.15182583264037,0,0.0773493799289563,0,0.0688892147945824,0,0,0,0,0,0.0511809835420145,0,0,0,0,0,0.078636212692092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,-0.0104570727342465,-0.000982917756381197,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.105762204586234,0,0,0,0,0.0495515197201382,0,0.0296960985629243,0.0663308351663109,0.100910429590094,0,0,0.0816938153343034,0.0287614455651989,0,0.11534767826305,0,0,0,0,0,0,0,0.0505784191043891,0,0,0,0,0,0,0,0,0,0,0,0,0.0972537191686893,0,0.0241568714172083,0,0,-0.0346242620486437,0,0,0,0,0,0,0
X601898.SH,0,0,0,-0.0586255041138669,0,0,0,0,0,0.290986222603125,0,0,0,0,0.0922436215370992,0,0,0,0.12162086739484,0.0806069359619481,0,0,0.132032683244526,0,0,0,0,0,0.123169626384088,0,0,0.13563523230564,0,0.0305929074480146,0,0,0.0621084022614475,-0.129804739630582,0,0,0,0,0,0,0,0,0,0,-0.0378005463112875,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0.231892979070311,0.228056743908599,0,0,0.0594793828738186,0,0,0.0599415413560224,0,0.0982323146642408,0,0.0936125602748454,0,0,0,0.0338766963053422,0,0,0,0.00710183031769993,0,0,0,0,0,0,0,0,0,0,0,0.00308410279326737,0,0,0.0199943140236829,0.0385226754489044,0,-0.0133132705440575,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.186028931582916,0,0,0,0,0,0,0.0741384307909656,0,0,0,0,0.159333836208425,0,0,0.122538956614145,0,0,0,0,0,0.0235651513235897,0,0,0,0,0,0,-1.73472347597681e-18,0.112614638390553,0.0111751081798918,0.0214380485982806,0.124501202501902,0,0.0270873630230867,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117786865931064,0,0,0,0.072598021660873,0,0,0,0.307047037321085,0,0,0,0,0,0.249877945092945,0,0,0.0257610210709379,0,0,0.0886515137211111,0,0,0,0,-0.131958384861699,0,0,0.0795195583427638,0,0,0.239937279359055,0,0,-0.0526514141621424,0,0,0,0,0,0,0
X601991.SH,0,0,0.125232475348464,0,0,0,0,0,0,0,0,0,0.137965422143356,0,0,0,0,0.088291571761334,0,0,0.165832897017935,0,0,0,0,0,0.0313856131947717,0,0,0,0.0358074938921646,0,0.21656818885684,0,0,0,0,0,0,0,0,0,0.0367290979421034,0,0,0,0,0,-0.0302576564854483,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.206912922757877,0,0,0,0,0,0,0.199348832624005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176086425629994,0.163706052879228,0,0,0,0,0,0,0,0,0,0,0,0.0308246520533313,0,0,0,0,0,0,0.127863270431914,0,0,-0.0270220801621573,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0.0228941221105695,0,0,0,0,0,0.230378498069478,0,0,0,0,0,-0.0587772423898674,0.399713610488614,-0.169675768203126,0,0,0,1.73472347597681e-18,0,0,0,0.281839482090084,0,0,0,0,0,0,-0.186826962810417,0,0,-0.397171686663882,0,-0.837060616087773,-0.180112595949682,0,0,0.365449176394857,-0.184429481903185,-0.222925287641956,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0.368462377398333,0,0,0,0,0,0,0,0,0,0.11889263445401,0.00397808363257155,0,0,0,0.0573921175287588,0.0423238455175729,0,0,0,0,0,0.173190642099006,0,0,0,0,0,2.16840434497101e-19,0.00654155537567001,0,0,0,0,0,0,0,0,0,0.0215783832330612,0,0,0,0,0,0,0
