,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600795.SH,X600585.SH,X601600.SH,X601898.SH,X601991.SH,X600688.SH,X600362.SH,X600111.SH,X600157.SH,X600027.SH,X600886.SH,X600188.SH,X000883.SZ,X600021.SH,X600583.SH,X600309.SH,X601158.SH,X600352.SH,X601992.SH,X000709.SZ,X000027.SZ,X000539.SZ,X000898.SZ,X000792.SZ,X600808.SH,X000060.SZ,X002470.SZ,X000825.SZ,X600489.SH,X600660.SH,X002353.SZ,X000629.SZ,X600547.SH,X600307.SH,X002075.SZ,X600863.SH,X600098.SH,X600578.SH,X600008.SH,X000831.SZ,X600549.SH,X600219.SH,X000012.SZ,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.617949007649031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265774210962392,0.015700637104535,0,0,0,0,0,0,0,0,0,0.00243559101815924,0,0,0,0,0,-0.0171364703407726,0,0,0,0,0,0,-0.0167195802928413,0,0,0,0,0,0.00341111377744115,0.0111543111715938,0,0,0,0,0,0
X600028.SH,0.596617331576038,0,0,0,0,0,0,0,0,0.234854157831357,0,0,0,0,0.00698390646227948,0,0,0,0,0,0,0,0,0,0.00841321066728006,0,0,0,0,0,0,0,0.0413469678495745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333996851612382,0,0,-0.0003430194737908,0.003325838274299,0,0,0,0,0,0
X601088.SH,0.0081047725573335,0,0,0,0,0.000624062750884175,0,0.0164046818448005,0.00561371244632316,0.313546008970617,0,0,0,0,0,0,-1.73472347597681e-18,0.0741005496742982,0,0,0.151057415534168,0,0,0,0.0530467390281809,0,0,0,0.13053717390593,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00895791353386484,0,0,0,0,0,0,0,0,0,-0.00437237038143954,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00144568594118496,0,0,0,0,0,0,0,0,0,0,0.0400596105487632,0.232048484936975,0,0,0,0,0.0391133811214957,0,0,0,0,0,0.108125457040449,0,0,-0.0870666590554957,0,0,0.133825061725116,0,0.277685149521198,0,0,0.0920823971223972,0,0,0.0226665632867148,0.0320441339462945,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0354537954782422,0.0896441833961302,0,0,0,0,0.0662572458774992,0.111393662929593,0,0,0.0680205182349194,0,0,0,0,0,0,0,0.0510740444548536,0,0,0,0,0,0.135503310608605,0,0,0,0,0,0,0,0,0,0.21139949772002,0,0,0,0,0,0,0,-0.00499110231033233,0,0,0,0,0,0,0
X600019.SH,0,0,0.0600559037588637,0,0,0,0,0,0,0.276170043230792,0,0,0,0,0,0,0.0816954573730734,0,0,1.38777878078145e-17,0.00892202862236486,0,0,0,0,0.214871663275744,0,0,0.179297220790683,0,0.00823089724524716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304551301839396,0,0.00968771735131676,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.0748232964119233,0,0.0964695702261512,0,0,0,0.0376808643538363,0.0140975933416517,0,0,0,0.16208293904484,0.0480084548387049,0,0,0,0,0,0,0,0,0,0.0110004623018938,0,0,0,0,0,0,0,0,0,0,0.412927776443791,0,0,0,0,0,0,0,0,0,-0.00314814658088278,0.00917924816349861,0,0,0,0,0,0
X600585.SH,0,0,0.104687205032242,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256222084971349,0,0,0,0,0.0645583951927602,0,0,0.0308635284641826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0679480653517142,0,0.0692266193229025,0,0,0,0,0.012527334841812,-0.00686385392563971,0,0,0.00478729403187125,0,0,0,0,0,0,0
X601600.SH,0.171260881939958,0,0.122819495730066,0,0,0,0.00544872458652872,0,0,0,0.215067522642313,0,0,0,0,0,0,0,0,2.56804299676477e-05,0,0,0,0,0,0,0,0,0,0,0.25654413859758,0,0,0,0,0,0,0,0,0,-0.113540553479011,0,0,0,0,0.317255930668782,0,0,0,0,0,-0.021896077628155,0.00147203441356786,0,0,0,0,0,0
X601898.SH,0,0,0.175279120838904,0,0,0.105188601117041,0,0,0,0,0.0970818622276074,0.0817760162624098,0,0,0,0,0,0,0,0,0,0,0.110523777972709,0,0.155858657600591,0,0,0,0.0743265893058369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248068974503144,0,0,0,0.0260056317349226,0.0655416176757644,0,0,0,0,0,0
