,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600011.SH,X600188.SH,X600585.SH,X600019.SH,X002460.SZ,X002466.SZ,X601898.SH,X600547.SH,X000792.SZ,X600886.SH,X601600.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X600795.SH,X600027.SH,X000877.SZ,X601991.SH,X002271.SZ,X600362.SH,X600426.SH,X600803.SH,X601699.SH,X000983.SZ,X600176.SH,X600489.SH,X000807.SZ,X600995.SH,X000539.SZ,X000786.SZ,X600160.SH,X300037.SZ,X000408.SZ,X600219.SH,X002409.SZ,X600378.SH,X000629.SZ,X600688.SH,X002080.SZ,X600157.SH,X600985.SH,X000932.SZ,X600612.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.709754006123378,0,0,0,0.199412372418865,0,0,0,0,0,0,0,0,0,0,-0.173099492234273,0,0,0,0,0,0,0,0,0,-0.0445453239688776,0,0.0324474908436145,0,0,-0.0785099612277451,0.211923245192879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214287855249035,0,0,0.0141029033661668,0,0.25696529290181,-0.128470384671914,0,0,0,0
X600028.SH,0.705483533134521,0,0,0,0,-0.0844022683621748,0,0,0,-0.0744713107081566,0.0537734063026476,0.0611519249405578,0,0,0,0,0,0,0,-0.067800079555691,0,0,0,0.0619170207138832,0,0,0,0,0,0,-0.0585118631855298,0,0,0,0,-0.0584604020760439,0,0,0,0,0.00757426270071668,0,0,0,0,0,0,0,0,0,0,0.0176363339235554,-0.0174117896531564,0,0,0,0,0,0
X601088.SH,0.233364644573279,1.73472347597681e-18,0,0,0,-0.230413329448345,0,0.0133790152320434,0.0110589667605971,0,0.299119581489259,0,0,0,0.139850139342263,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.103722299063729,0,-0.0475749887883905,0,0,-0.0137203664098378,0.0958330464304902,0,0,0,0,0,0,0,0,0,-0.0352907149721236,-0.0164272137516018,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.188290416897768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095157573939054,0,0,0,0.0491504127430148,0,0.0831826032881959,0,0.0234579167863283,0,0,0.041330992930692,-0.0343262467594633,0,0.00509322756033149,0,-0.0795591010553067,0,0.0491786280123696,0,0,0,0,0,0,1.73472347597681e-18,-0.0210488765083261,0.0190966361839986,0,0,0,0,0
X600011.SH,0,-0.0392043883398301,0,0,0,-0.00874175058276833,0,0,-0.251732246690773,0,-0.0623772926846107,0,0,0,0,0,0,0,0,0,0.413981307927628,0.148289884286854,0,0.235937192517198,0,0,0,0,0,-0.0483627714384172,0,0,0,0,0,0,0,0,-0.0789206537441531,0,0,0,0,0,0.128807987017098,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0.0464111819862915,0.405371068032869,0,0,0,0,0,0,0,0,0.0694485116577431,0,0,0,0,0,0.165089200530741,0,0.0577579385757473,0.0102932981361782,0,0,0,0.173567818729104,0,-0.080637527650746,0,0,0.0180389126325391,0,0,-0.0318498330207046,0,0,0,-0.0867873983080429,0,0.0848440096725805,0,0,0,0,-0.0781529141112479,0,0,0,0,-0.199176243367356,0,0
X600585.SH,0,0,0,0.14379876281644,0,-0.0490120542922137,0,0,0,0,0,0,0,0,0.0262087072101701,0,0,0,0,0,0,-0.0912665495236984,0.0617552161218537,0,0.00874672900445963,0,0,0,0,0,0,0,0,0,0.0321662732897762,0.251542150091202,0,0.00377126354038378,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,-0.0163783329578056,0,-0.0919335228217462,0,0,0,0,0
X600019.SH,0,0.068198862738716,0,0,0,0.126748470900061,0,0,0,0,0,0.0960586861552606,0,0,0.103624981549701,0,0,0,0,0,0,0,0,0.0440657612874788,0,0.0167979795009115,0,0,0,0,0,0,0,0,0,0,0,-0.054564129238184,0,0,0.00130341407084594,0,0,0.123536962868916,0,0,0,0,-0.0337135172366809,0,0,0.034895394879242,0,0,0,0,0,0,0
X002460.SZ,-0.0594380025934536,0,0,0,0,0,0,0,0,0.696933503983543,0,0,0,0,0,0,0,0,0,0,0,0,0.0833969956171501,0,0,0,-0.0460128094966473,0,-0.0878597542425031,0,0,0,0,0.0382166658770406,0,0,0.0385750933412721,0,0.0484190217021643,0,0,0,0,0,0,0,0,0.192331891271378,0,0,0.101092004558746,0,-0.0272395529291767,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.249215964826636,0,0,0,0.239232522893842,0,0,0,0,0,0,0,0,0,0,0,0.121465444503614,0,-0.0894479712405729,0,0.336915885788922,0.0325095352264952,0,0,0,0,0.0370102914657094,0,0.336468105052602,0,-0.00343205542976618,0,0.0907611159123872,0,-2.16840434497101e-19,0,0.0716579859180292,0,0,0,0,0,-0.154850717230841,0,0.0396143327847336,0,0,0,0,0,0
