,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X002466.SZ,X000792.SZ,X600019.SH,X601898.SH,X600011.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X002271.SZ,X600547.SH,X601600.SH,X000877.SZ,X600886.SH,X600795.SH,X600426.SH,X600362.SH,X600176.SH,X601699.SH,X601991.SH,X600027.SH,X600803.SH,X000983.SZ,X000786.SZ,X600995.SH,X000629.SZ,X600096.SH,X600160.SH,X000408.SZ,X600219.SH,X000723.SZ,X000807.SZ,X002080.SZ,X600489.SH,X000933.SZ,X600348.SH,X600378.SH,X600141.SH,X600688.SH,X600157.SH,X000932.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.542339726610457,0,0,0,0,0,0.00397437779593389,0.0357901233141509,0.29722647861361,0,0,0,0,0,-0.0030248846939854,0,0,0,0,0,0,0,0,0,0,0,-0.0224357581936904,0,0.0723598824515607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103309110253395,0,-0.0167854385785295,-0.0248152233664554,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.404146556376917,0,0.0280513493729019,0,0,0,0,0,0,-0.0717108942845492,0,0,-0.06121209928346,0.0274101360627453,0,0,0,0,0,-3.46944695195361e-18,0,0.0895462540620287,0.0087424010234928,0,-0.00209205266593427,0.157011351112766,0,0,0,-0.00869268587614981,0,0.0362148650924186,0.00488651272553851,0,0,0,0,0,0,0,0,0,0,0,0,0.0783270120336447,0,0,0.0205896233245436,0,0,0,0,0,0
X600028.SH,0.660141605122379,0,0,0,0,0,0,0,0.00257601598744768,0.0514483930486336,0,0,0,0,0.0444060751067146,0,0.00993263929333137,0.0215931204081607,0,0,0,0,0,0,0,0,0,0.00933256414898959,0,6.93889390390723e-18,0,0,-0.017580602809623,0,-0.00896837529409657,0,0,0,0.00281576542131078,0,0,0,0,0,0,0,-0.11049259330093,0,0,0,0,0.00958974632696601,0,0.0808852021939782,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282314501267747,0,0,0.126678465516626,0,0.109762323124373,0,0,0,0,0.295194238670786,0,0,0,0,0.133793966214016,0,0,0.190734042926617,0,-0.134648724390919,0,-0.086400841199415,0,0,0,0.0535148347118217,0.0534156779546829,0,0,-0.214954463584469,0,0,0,0,0,0,0,0,-0.0235336399243324,0,0,0,0,0,0
X600188.SH,0,0.663690953780693,0,0,0,0,0,0,0,0,0.0202344768910666,0,0,0,0,0,0.117957019099397,-0.102175271669918,0,0,0,0,0,0,0,0,0.0251789385402875,-3.46944695195361e-18,0,0.061621098294225,0.0654461901101938,0,0,0.0646707516264435,0,0,-0.0694470729621274,0,0,0,0,0,0.284290750339519,0,0,-0.0865469919187421,0,0,0,0,0,0.00255030099664744,0.0672908706349231,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,-0.0688148948721933,0,0,0,0,0,0,0,0.277670441870289,0,0,0,0,0.275607866909672,0,0.0655045573447369,0,0,0,-0.0103380965937101,0.0598379866154666,0.0244392268271956,0,0,0.339349124160592,0,0,0,0,0,0,0,0,0.00519373134163567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.43184293551888,0.147863174448854,0,0,0,0,0.0070354988581188,0,0,0,-0.000134457835486647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654906339390335,0,0,0,0,0.0937681890346238,0,0,0,0,0,0,0,0,0,0,0.00335045340397002,0.0323575432756499,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.626122677867041,0,0,0,0,0,0,0,-0.0155129578240579,0,0,0.179981435287138,0,0,0,0,0,0,0,0,0.0936344547067487,0,0,0,0,-0.132630773044629,0.0580032183378484,0.100905699296154,0.218323952309598,-0.0396538776602225,0,0,0,0,0,0,0,0.0593814170647181,0,0,-0.0687324969510589,0,0,0,0,-0.0213090426530589,-0.0333980857687104,-0.0619986756296671,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.244597215594451,0.0844676448376279,0,0,0,0,0,0.214149683731331,0,0,0,0,0,0,0.132183940548203,0,0,0,0,0,0,0,0,-0.0282031286312673,0,0,0,0.0426055858173277,0,0,0.0466618223798606,0,0.0106612791714953,0.0534047409046281,0,0,0,0,0,0.0290015483805104,0,0,0,0,0.106036047512003,-0.0138038099020791,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0142184143934081,0,0,0,0,0,0.0585877898239603,0,0.0297693730580688,0,0,0,0,0,0.332657157495037,0.00109550534756748,0,0,0.143525627855096,0,0,0,0,0,0.00633390054418732,0,0.156581197052815,-0.0748179679749412,-0.0248139929819807,0,-0.172749704222071,0,0,0,0,0,0,0,0,0,0,0.0602685653439974,0.0397169282772551,0.088140228226751,0,0,0,0.00244771667846377,0.0542317241250758,0,0,0,0,0
