,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X002466.SZ,X600019.SH,X000792.SZ,X600011.SH,X601898.SH,X000301.SZ,X600111.SH,X600660.SH,X000708.SZ,X002271.SZ,X600547.SH,X600010.SH,X601600.SH,X600886.SH,X000877.SZ,X600795.SH,X600426.SH,X600362.SH,X600027.SH,X600176.SH,X601991.SH,X600803.SH,X601699.SH,X600995.SH,X000786.SZ,X000983.SZ,X600160.SH,X000629.SZ,X000408.SZ,X600489.SH,X000723.SZ,X000807.SZ,X600219.SH,X600096.SH,X002080.SZ,X600378.SH,X300037.SZ,X600348.SH,X000933.SZ,X600688.SH,X000831.SZ,X600157.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.216704205522211,0,0,0,0,0,0,0,0,0,0,0.0120619482361979,0,0,0.0460254167939281,0,0,0,0,0,0,0.0433213373748047,0,-0.00259621413342077,0,0.176726541294151,0,0,0,0.0397708768916636,0.0875396807715019,0,0,0,0,0,0,0,0,0,0,0,0.0139383616260117,0.0589699445949987,0,0,0,0,0,-0.0074507808894212,0.0145832636444281,0,0,0,0,0,0
X601088.SH,0.0262141118002324,0,0,0,0.4826806893387,0,0,0,0,0,0.0436674731029541,0,-0.0616360630764659,0,0,0,0,0,0,0,0,0,0.0236192567789189,0,0,0,0.0388522644748484,0,0.0371363205766133,0,0,0,0,0.0367255257768602,-0.0154170681379398,0.0519061704374996,0,0,0,0,0,0,-0.0463903076273176,0,0,0,0.0357336738816587,0,0,0.0511048742343959,0,0,0.013286303244812,0,0,0,0,0,0
X600028.SH,0.498598270473333,0,0,0,0,0,0,0,0,0,0,0.0179991438699219,0.0161424872045649,0,0,0,0.0332409081135695,0,0,0,0,0,0,0.016941104920466,0,0,0,0.0825655654228432,0,0,0,0,0.0134929447579527,0,0,0,0,0,0,0,-0.024674481795061,0,0,0,0,0,-0.0221297086828365,0,0,0.0229127255818274,0,0,0.00903649051102906,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.220048697687091,0,0,0,0,0,0,0,0,0,0,0.296661785205385,0,0,0,0,0,0,0,0.198796963350616,-0.106365251904829,-0.37664934138311,-0.0394076805821416,0,0,0,0.102761967999321,0,0.0231993905740759,0,0,0,-0.00918828543665889,0,0,0.0389035382919777,0,0,0,0.0148706309330742,0,0,0,0,0,0,0
X600188.SH,0,0.71106406569179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0932560964633223,0,0,0,0,0,0.0538732501116191,0,0,0,0,0.015778834385755,0.0676015307559575,0,0,-0.0242985945603343,0.0891426539669957,0,0,0,0,0,0,0,0,0,0,0,0,0.322215949966813,0,-0.0223282438744071,0,0,-0.0210462276779472,0.0118386333818267,0.0181420261071402,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186714560426541,0,0.0317189327716068,0.0650901565131084,0,0,0.3248028644028,0,0,0,0,0,0.0577800421208192,0,0,0,0.200527610012342,0,0,0,0,0,0,0,0,0,0.0689932616028182,0,0,0,0.0335803101092615,0,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.587407356715967,-0.0421162854265134,0.0612730633667977,0,0,0,0,0,0,0,0,-0.00292716129539272,0,0,0,0.0660276410881797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0787817027618311,0.0140169247787896,0,0.0869126806299738,0.03945933378958,0,0,0,0,0,0,0.00916996561843507,-0.0206408895852972,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.63279580484025,0,-0.243632227124018,0.0651470351495071,0,0,0,0,0,0,0.0892807062835229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00583732674166953,0,0,0,0.125465086708771,0,0,0,0,0,0.170936511041453,0,0,0,0,0,-0.0392407606845334,-0.0280450942874769,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.165670434106349,0.0874435270130619,0,-0.045729138010521,0,0,0,0.0568221659792422,0,0,0,0,0,0,0,0.109747488792917,0,0,0,0,0,0.0748304843062022,0,0,0,0,-0.0200590489586819,0,0,0,0,0,0,0,0,0,0,0,0,-0.0514504589640281,0,0,0,0,0,0.179830984938677,0,0.000956212827915224,0.00345841318774674,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0192687292447699,0.346429447435075,0.0833831237671947,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0360651663592298,0,0.0816483833734442,0,0,0,0,0,0,0,0,0,0,0,0.123826439615994,0.0448285740437241,0,0,0.0784039503200857,0,0,0.0071908479832148,-0.00720374718575067,5.42101086242752e-20,0,0,0,0,0,0
