,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X601898.SH,X600011.SH,X600019.SH,X000301.SZ,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X600886.SH,X000877.SZ,X600547.SH,X002271.SZ,X600795.SH,X601600.SH,X601991.SH,X600803.SH,X600426.SH,X600176.SH,X600362.SH,X600027.SH,X000983.SZ,X601699.SH,X000629.SZ,X000723.SZ,X600096.SH,X000408.SZ,X000786.SZ,X600348.SH,X600141.SH,X600160.SH,X600219.SH,X300073.SZ,X002353.SZ,X002080.SZ,X600157.SH,X000933.SZ,X600801.SH,X600985.SH,X600549.SH,X600486.SH,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.09724709801259,-0.110079006007616,0,-0.0132856472061119,0,0,0,0,0,0,0,0,0.0202026661102933,0,0,0.0358720023816348,0.0195947815221435,0,0,0,0.143214417308571,0.17082621802311,0.0170358506294106,0,0.00566124223151297,0,0,0,0,0,0,0,0,-0.0395233136295972,0,0,0,0,-0.0189082828275607,0.0623366731726402,0,-0.0826932218750369,0,-0.006618567971684,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.454628423027532,0.202689428896778,0,0,0,0,0.138648618798477,0,-0.0306262718927774,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.100487662220218,0,0,0,0,0,0,0,0.138617884511765,0,-0.0175739116612358,0,0,0,0.139204948389648,0,0,0,0,0,0,0,0,0,0,0,-0.0511909963444073,0,0,0,0,0.0110878168372367,0,0,0,0,0,0
X600028.SH,0,0,0,0.0436691937610217,0,0,0,0,0,0,0.0490556434565184,0,0,0,0,0.0645989335729004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0657810197925787,0,0.00261118241576668,0,0,0,0,-0.004490161774847,0,0,0,-0.0194512913854079,0.0418499210835004,0,0,0,0,0,-0.00113838492518941,0,0,0,0.00916693599909286,0,0,0,0,-0.0178287944277046,0,0
X600309.SH,0,0.0594797298711091,0,0,-4.33680868994202e-19,0,0,0,0,0.110492527224497,0.0915398623305839,0,0,0,0,0.0109783885465491,0.00201796816356625,0,0,0,0,0,0,0,0,0.0465161505138944,0,0,0,0,0,0,0,0,0,0,0,0,0.0122653197916708,0,0,0.0189753169920198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.111479467984502,0,0,0,-0.0132411089676121,0,0,0,0.557548591378506,0,0,0,-0.00995873189082856,0,-0.0189315355506771,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196022816694789,0,0.0418232144818696,0,0,0,-0.0357631130575462,0.0128866039518447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10734747126442,0,0,0,0,0.00936629706853596,0,0
X002466.SZ,0,0,0,0,0,0,0.537777867772649,0,0.364901686760355,0,0,0,0.0433144317254155,0,0,0,0,0,0.0765996416611362,0,0,0,0,-0.144441653467921,0,0,0,0,0,0,0,-0.131541004645414,0.0630263885315323,0,0.176153105759469,0,0,0.0421923422325814,0,0,0,0.214959641400481,0,0,-0.121059770732709,0,0,0,0,0,0,0,0.0101244820600082,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.190376045077502,0,-0.19564010892102,0,0,0,0,0.0143332320219483,0,0,0,0,0,0,0,0.0445976346423476,0,0,0,0,0,0,0,-0.0376712572727578,0,0,0,0.147517298793854,0,0,0,0,0.229299158181632,0,0,0,0,-1.38777878078145e-17,-0.0120638986926485,0,0,0,0.00239537689406134,0,0,0,0.109084392175963,0,0,0,0,0.0182357002976412,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760607351766789,0,0,0,0,0,0,0,0,0,0,0.0790074563924074,0.033174026308197,0,0.00658795222267685,0.0051354594046655,0,0,0,0,0,0.0128595328868696,0,0.0204534608189218,0.367567864026085,0,0,0.0254192504604048,0,0,0.0492558689350655,0.0220618719384223,0,0,0,0.0125369956249936,0,0
X000792.SZ,0,0,0,0,0,0.237478203821376,0,0,0,0,0.0956698233605602,0,0,0,0,0,0.104880593686549,0,0,0,0,0,0,0,0,0,0,0,0.03529010454217,0,0,0,0,0,0,0,0.0782484449427297,0,0,0.255880838725079,-0.0115423804316376,0,0,0,0,0,0,0.0560738382811302,0.0295026599898336,0,0,0,0.0127022885089442,0,0,0,-0.0539530848315759,0,0
X601898.SH,0.106356953173035,0.0942723476475631,0,0,0.0331406471090325,0,-0.00491392863648053,0,0,0,0,0,0,0,0,0,0.0265448110954632,0,0,0,0,0.0181333202333464,0.0388078766313152,0,0,0,0,0,0,0.281990894716916,0,0,0,0.143871553488139,0,0,0,0,0,0.0776331059541506,0,0.173409740776365,-0.0731833175037832,0.158386294240519,0,0,0,0,0,0,0,-3.46944695195361e-18,-0.0227149037904122,0,0,0,-0.0110218655153353,0,0
