,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600547.SH,X600795.SH,X600188.SH,X601600.SH,X300072.SZ,X601991.SH,X600027.SH,X600362.SH,X600157.SH,X600111.SH,X600886.SH,X600489.SH,X601992.SH,X600309.SH,X600660.SH,X600623.SH,X600299.SH,X002466.SZ,X000792.SZ,X002075.SZ,X601158.SH,X000709.SZ,X000723.SZ,X000408.SZ,X000898.SZ,X600583.SH,X600352.SH,X000883.SZ,X600549.SH,X000983.SZ,X000027.SZ,X000539.SZ,X000959.SZ,X600176.SH,X002470.SZ,X600021.SH,X000630.SZ,X000012.SZ,X002460.SZ,X000060.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0298521055727689,-0.0200697686409655,0,0.000499828793391076,0,0,0,0,0,0,0,0,0,0.0256637904827238,0,0,8.67361737988404e-19,0.0238391398836782,0,0,0,0,0,0,0,0,0,0,0,0.0369019995397478,0,0,0,0,0,0.0186718426170886,0,0,0,0,0,0.0518931447409914,0,0.00129258529223232,0.0201057854754482,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.000848924738584937,0.0311885609336734,-0.0425423544126148,0,0.0301696791955451,0,0.0227399489720192,0,0,0,0,0,0,0,0.00044296692033717,0,0,8.67361737988404e-19,0,0,0,0.0279178716556244,0,0,0,0.0845744367110672,0,0,0.0282383968849176,0,0.0439901901283304,0.0389666924766251,0,0,0,-0.02319041936155,0,0,0,0,0,0,0.00987727919780219,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0996156060860349,-0.00681367789043582,0,0.114549320600916,0,0,0,0,0,0,0,0,0,0.0464590346975914,0.0304093307708611,0,0.0386289538621526,0,0,0,0,0,0,0,0.0262658755274601,0,0,0.0604520380555418,0,0,0,0,0,0,0,0,0,0,0,0.0131402622724161,0,0.0255061201903182,0,0.01470847362702,0.0733141632059192,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.101727480190335,0,0,0,0.0833572370284079,0,0.0510344233444175,0,0,0,0,0,0,0,0,0,0,-0.0503655136174085,0,0,0.0325233814736772,0,0,0,0,0.08238772383713,0,0,0.0933847220756169,0,0.113275841729725,0,0,0,0,-0.0790904146984942,0.00194678731690297,0,0,0,0.0341280234840141,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,-0.0266249754680982,0,0,0,0,0,0,0.0126626108715203,0,0.152363343165305,0,0,0,0,0,0.00988182730335262,0,0,0.0430663904854699,0,0,0,0,0,0,0,0,0,0.0834693455170278,0,0,0,0,0,0,0,0,0.00958427710476252,0,0,0.129814763824366,0,-0.00174975711611119,-0.0207889365191808,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0534725029877767,-0.0149819379107911,0,0.146744686121897,0,0,0,0,0,0,0,0,0,0.194771995439396,-0.0421416751891783,0.129912846496999,0.136462611765063,0,0,0,-0.0974901814712612,0,0,0,0,0,0,0,0,0.0996801571210758,0,0,0,-0.0715553501679827,0,0,0,0,-0.112733639489601,0,0,0,0,0.0229232335572324,0.0165192930345435,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,-0.0635618995305099,0,0,0,0,0,0,0,0,0,0,0,0,0.0567637251625305,0,0.00278888349973507,0,0,0,0,0,0,0,0,0,0,0,0,0.0224200485049819,0,0,0,-0.00328038875521501,-0.00539612586748546,0.0376161295806338,0,0,0,0.0127768038655553,0,-0.00772960321246151,0,-0.067089168767845,0.0565874804220861,-0.0214396225369697,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.0931426388549302,0,0.0290900054359285,0,0,0,0,0,0,0.0329937683312467,0.0536091799752321,0.0670376387346172,0,0.116364607923888,0,0,0,0.049534080935071,0,0,0,0.0632299476925264,0.0538677550395553,0,0,0,-0.0954031545651863,0.0354330695347922,0,0,0.0189685533938732,0,0,0,0,0,0,-4.33680868994202e-19,0.375532932637229,0,0.0195596075317539,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.143422321198268,0,0,0,0,0,0,0,0,0,0,0,0,-0.0719914943438732,0,0,0,0.115680923489143,0,0,0,0.0412252333540842,0,0,0,0,0,0,0,0,0,0.112373920674314,0,0,0,0.0218016248259575,0.143011765898763,0,0,0.047558879788791,0.0536476594506952,0,0.0206049635952094,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,-0.281957781216699,0,0,0,0,0,0,0,0,0,0,0,0.709705477794342,0,0.0265579173899859,0,0.108619545517148,0,0,0,0,0,0.0711128636901351,0,0,0,0,0,0,0,-0.138477795149771,0,0,0,-0.227342632878758,0.13850435854384,0,0,0.0985226495026777,-0.162561254118527,0,0,0,0.0231715121672926,0.215811865813663,0,0,0,0,0,0
