,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600019.SH,X600547.SH,X600660.SH,X600886.SH,X601600.SH,X600011.SH,X600585.SH,X600795.SH,X000792.SZ,X600489.SH,X600362.SH,X600010.SH,X600111.SH,X000708.SZ,X600027.SH,X600803.SH,X002460.SZ,X000301.SZ,X601991.SH,X600426.SH,X000983.SZ,X600160.SH,X600219.SH,X601699.SH,X000786.SZ,X002466.SZ,X000807.SZ,X000630.SZ,X002128.SZ,X600176.SH,X600096.SH,X000408.SZ,X600985.SH,X601168.SH,X000933.SZ,X000877.SZ,X000883.SZ,X600378.SH,X600352.SH,X600995.SH,X600688.SH,X600299.SH,X002353.SZ,X600863.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.606436512812955,0,0,0,0.107868546239828,0,0,0,0.199875103858705,0.0356322872951363,0,0,0.0231099898010595,0,0.104482205649188,0.235092952873282,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163349875783293,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0566830796750267,0,0,0,-0.0751445804183989,0,0,0,-0.0436848887596029,0,0
X600028.SH,0.336897984910192,0,0.186201470545527,0,0.106024637847596,0,0.0895506537345677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0694568414568491,0,0,0,0.159194600442857,0,0,0,0,0,0.0227204863596056,0,0,0,0,0,0,0,0.0185178409373289,0,0
X601088.SH,0,0.427997924017986,0,0.00139514847453005,0,0.19613599819325,0,0,0.0922412095534247,0,0.0805311689461073,0,0,0,0,0,0,0,0,0,0,0.0666946260912074,-0.102765922643016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00398795991482437,0,0,-0.0241665356021978,0,0,0,0,0,0.0203617230673325,0,0,0,0,0,0,0.0179519599403118,0,0
X600309.SH,0,0,0,0,0,0,0,-0.113308631184291,0,0,0,0,0,0,0,-0.127543117164167,0,0,0,0,-0.0525247612905349,0.0474566425584127,0,0,0,0.351576658776328,0,0,0,0,0,0,0,0,0.307932458875422,0,0,0,0,-0.00083514071723056,0,0,0,0.0698131021506255,0,0,0,0,0.054378477248798,0,0,-0.0453500582049732,-0.0517003062369151,0.0373874010981942,0,0,-0.010992512737279,0,0
X601898.SH,0,0.334188592266624,0,0,0,0.164888763696826,0,0,0,0.036899597718515,0.0932888780556843,0.0734059425221091,0,0,0,0,0,0,0,0,0.0502771284780311,0,0,0,0,0,0,0,0,0.152090661369262,0,-0.010706743242323,0,0,0,0,0,0,0,0.101328215868025,0,0,0,0,0,0,0,0,0,0.059159128024599,0,0,0,0,0,0,0.0126043241033602,0,0
X600188.SH,0,0,0.247872384404321,0,0.0531182969429369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.157543232169373,0,0,0,0,0,0.00262403018890893,0,0,0.605182281242759,0,0,-0.111544881536512,0,0,0,-0.106326187813828,0.0801705159514482,0.427583684613228,0,0,0,0,0,0,0,0,0,-0.0853661638917783,0,0,0,0.0547030011273566,0,0,0,0.0165411954562113,0,0
X600019.SH,0,0.418651860018955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449756910407104,0.0225336446284646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0608074219762852,0,0,0.101380982878794,0,0,0,-0.170372600438164,0,0,0,0,-0.038529088316997,0,0,0.0982772261630836,0,-0.184665434939964,0,0,-0.00278164957741237,0,0
X600547.SH,0,0,0,-0.0909834442087034,0,0,0,0,0,0,0,0,0,0,0,0.688451082165203,0,0,0.0187082027307401,0,-0.0677138457986127,0,0,0,0,0,0,0.187735393687736,0,0,0,0,0,0,0,0,0,0,0,0.0268308167821562,0,0,0,0,0,0,0,-0.321193322266637,0,0,0.00610901603159848,0,0,0,0,0,0.0273847558210775,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0870242873718882,-0.0991627684146495,0,0,0,0,0.165052772412829,0,0.20080070958204,0,0,0.108949240181884,0,0,0,0,0.227924029861361,0.0575320842662217,0,0,0,0,0,0,0,-0.149513931797083,0,0,0,0,0,0,0,0,-0.0907014247557219,0,0,0,-0.0958569173991334,0,0,0,-0.0636700095791227,0,0
X600886.SH,0.283757493263776,0,0,0,0,0,0,0.146459156382835,0,0,0,0,0,0.0726773739162858,0,0,0,0,0,0,0.122112622880369,0,0,0,0,0,0,0,0,0,-0.208884092277571,-0.118104639805434,0,0,0,0,0,-0.189818314931564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180376142247828,0,0.125402954755557,0,0,-0.0106724672404056,0,0
