,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X600011.SH,X000708.SZ,X002271.SZ,X600660.SH,X600886.SH,X002460.SZ,X000786.SZ,X600010.SH,X600801.SH,X601898.SH,X600362.SH,X601600.SH,X600489.SH,X600176.SH,X600352.SH,X600188.SH,X601991.SH,X600795.SH,X600111.SH,X600426.SH,X600027.SH,X600688.SH,X600299.SH,X601992.SH,X000301.SZ,X000932.SZ,X002080.SZ,X002466.SZ,X600219.SH,X002075.SZ,X002353.SZ,X000723.SZ,X600486.SH,X600529.SH,X000027.SZ,X600612.SH,X601158.SH,X002250.SZ,X600315.SH,X000898.SZ,X000883.SZ,X002409.SZ,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0532134668623175,0,0,0,0,0,0.0919723346557954,0,0.0660335745012585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0888264925161787,0,0.0523767691847147,0.0220099572361724,0,-0.0519610208213959,0,0,0,0,0,0,0,0,0,-0.0061848612453223,-0.00450305099100514,0.00507654817790133,0,0,0,0,0,0
X600028.SH,0.0836434434602835,0,0,0,0.0491767835092665,0,0,0.0354060862515045,0,0,0,0,0.0366530089803982,0,0,0,0,0.00083869128905471,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.0997438463664794,0,0.0592407308917772,0,0,-0.00273821792225317,0.0251199011723876,0,0,0,0,0.0693797892063994,0,0,0,0,-0.00179854374953698,0.0111107562267808,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0350425501593552,0.0596128895093598,0,0,0,0,0,0,0,0,0,0.00896734863996203,0,0,0.0984776805438515,0.315618566986403,0,0,-0.0069404976716209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138761170927195,0,0,0,-0.00864858851135654,0,0,-0.00192891246556334,0.00200469270740042,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0829826979156812,0,0,0,0,0,0,0,0,0.0241542418815861,0,0,0,0,0.222091018147144,0,0.107315369606669,0,0.118936210130549,0,0,0.0327475696478682,0,0,0,0,0,0,0,0,0.0455949948318963,0.00423975234949701,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,-0.00589648719447824,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.0641049410578622,0,0.318022343345183,0,0,0,0,-0.0693681567101622,0,0,0,0,0,-0.0844933074030698,0,0,0,0,0,0.0955820247151638,0,0,0,0,0,0,0,0.0301839570617104,0,0,0.094515956991308,0,0,0,0,0,0,0.0877953477261675,0.117680212276382,0,0,0,0,0,0.0118403516411796,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.0291231468171914,0,0,0,0,0,0,0,0,0.0150556969148021,0,0,0,4.33680868994202e-19,0,0.48371191992411,0,0,0,0,0,0.0899168827669155,0.00773676486753153,0,0,0.0896703545239868,0,0,0,0.0203360874496841,0,0.0296929929711266,0,0,0,0,0,0,0.157518513597081,0,0,0,0,0,0,0,0,0,-0.00609185482680051,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0957078595207872,0,0,0,0,0,0,0,0,0,0,0.0847284900675838,0,0.0383914547854227,0,0,0,0.0339841690790958,0,0,0.0826100608874563,0,0,0,0.00923406911546257,0.0406929832061054,0,-0.0349267810301454,0,0,0,0.112074458619395,0,-0.00365796296309744,0,0,0,0,0,0,0,0.109914967120027,0,0,-0.0252256902494299,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0.253796279672471,0,0,0,0,0,0,0,0,0,0,0,0,-0.374533247680561,1.01224836618502,0,0,0,-0.148090417805543,0,0,0.0689453192480649,0,0.121857764516638,0,0.112129700794461,0,0,0,0,0,0,0,0,0,0,0,0,0.0268717246694715,0.0159123458643415,0,0,0,0.121668997334308,0,0
X000708.SZ,0,0,0,0,-0.0383812278093541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0487955520643796,-0.0219524840573793,0,0.314937793826747,0,0,0.164233140744171,-0.0568651365006388,0,0,0.0673092241081917,0,0,0,-0.0141902246611494,0,0,0,0.0607481802528276,0.17441150110316,0,0,0,0,0,8.67361737988404e-19,0.108749121324885,0,0,0,0,0,0.00631330740398573,0.0230428614779236,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.0443960432663117,0,0,0,0,0,0.165148730864921,0,0,0,0,0,0,0,0,0.00562284661268412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223125386133805,0.188984016617882,0,0,0.186921040396518,0,0,0.0262627665480867,0.00480712464089377,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.224746993487482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0641142023985145,0,0,0,0,-6.93889390390723e-18,-0.0763118944179815,0,0,0,0,0,0,-0.045489444115833,0,0.137018525882944,0,0,0,0,0,0,0,0.208699017389825,0,0,0,0.0385820292054444,0,0,0,0.00764866418379623,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0.0932741747340833,0,0,0,0,0,0,0,0,0,0.119728468615238,0,0.151351209273842,0.279687508123322,0.0418973902388638,0.000675465613086656,0,0,0,0,0,0,0,-0.103408143745492,0,0,0,0,0,0,0,0,0.0794374327865815,0,0,0,0,0,0,0.0212803641528103,0,0.0191064510769759,-0.0241989844561117,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.348176045782219,0,0,0,0,0,0,0,0,0,0,0,0.142321947772314,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,-0.0837095725181459,0,0.395772563088404,0,0,0.0596337437027855,0,0,0.0509293092650732,0.120203004401048,0,0,0,0.0676519585958521,0,0,0.152392624374842,0,0,-0.0318263847684588,0.013103531458274,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0.0861254061119006,0,0,0.271045502977909,0,0,0,-0.194079848530006,0.133381904299816,0,0,0,0,0.0803761829947289,0,0,0,0,0,0.228622866956028,0,0,0,0,0,0,0.108175323021645,0,0.0129804803279101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568175044544077,-0.0190033618222629,0,-0.214082377505446,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,-0.204381848865812,0,0,-0.0515720621864214,0,0,0,0,0,0,0,0,0,0.0570666235748849,0.0188584578558557,0,0.135252408924505,0.293201942800028,0,0,0,0,0,0,0,0,0.00247652058604319,0.0640207120669621,0,0,0,0.160971633300374,0,0,0,0,0,0,0,0.547891200402025,0,0,0,0,0.0405538374200533,0.012145266360045,0,0,0,-0.115470597519747,0,0
X600801.SH,0,0,0,0,0,0,0,0,0,0,0.0142266621959758,0,0.030163532106083,0,0,0,0,0,0,0,0.216301134015147,0,0,0,0,0,0,0,0,0.00835902766986411,0,0,0,0,0.0194685911115856,0,0.114523711610144,0.0570196368462462,0.0742891056888886,0,0,0.0893145846261772,0,0,0,-0.0402141130004715,0,0,0.0997204567704387,0,0,0,0,0,0,0,0.0960589565869434,0,0
X601898.SH,0,0,0,0.0692517116353456,0,0,0,0,0,0,0,0,0.027149792898694,0,0.0102887132148146,0,0,0,0.0546473872632175,0,0,0,0.348462092213993,0.0322807190680545,0,0.0381165186982142,0.05581039899146,0,0,0,0,0,0.0702540785274848,0,0,0,0,-8.67361737988404e-19,0,0,-0.0117831694250619,0,0,0,0,0,0.0295537485760337,0,0,0,0,-0.0186573705585129,0.0012366192517441,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0.140575856201797,0,0,0,0.094642809954917,0,0,0,0,0,0,0,0,0,0,0,0.180806058245733,0.180678908174586,0,0,0.0398353689602946,0,0,0,0,0,0,0.0671576426842832,0,0,0,0,0,0.218326681331861,0,0.0448380187492853,0,0,0,0,0,0,0,0,0,0,0,-0.0204153596416708,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0233785815447918,0,0,0,0.0269014714364811,0,0.153541051986702,0,0,0.102403775290895,0,0.0578041588221517,0,0,0.240583186327511,0,0,0,0,0,0,0,0,0,0.097833085931214,0,0,0.0593993931605522,0,0,0,0,0,0,0,0,-0.0057415020176344,0,0.121214405212726,0,0,0.12863304591424,0,0,2.16840434497101e-19,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0.951283482324933,0,0,0,0,0.0382827900262348,0,0,0,0,0,0,0.107490227021298,0,0,0.0237309539165217,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.144557222855497,0,0,0,0,0,0,0,0.0214575177609279,0,0,0.0616291437599786,0,0,0.0692773406444073,0,0,0,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436021739390475,0,0,0,0.076759519674975,0,0.0929444187429863,0,0,0,0,0,-0.0257650685596646,0.0365730995214519,0.130124060181905,0,0,0,0,0,0,0,0.124639286059695,0,0.144696020006273,0.0415777325106072,0,-0.0609829658723181,0,0,0,0.0589014512023543,0,0,0,0,0,0,0.044653613127366,0,0,0,0,0,0,0
