,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X600188.SH,X601898.SH,X600660.SH,X600688.SH,X600362.SH,X300072.SZ,X002466.SZ,X601992.SH,X600795.SH,X600516.SH,X600547.SH,X601991.SH,X600111.SH,X002460.SZ,X600886.SH,X600176.SH,X000898.SZ,X000792.SZ,X000709.SZ,X000786.SZ,X600157.SH,X600352.SH,X000408.SZ,X000553.SZ,X002271.SZ,X600027.SH,X601699.SH,X600219.SH,X600489.SH,X600339.SH,X000983.SZ,X600808.SH,X002092.SZ,X600299.SH,X000959.SZ,X002110.SZ,X601158.SH,X000883.SZ,X000630.SZ,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.54963781745593,0,0.0221853623081638,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0354527647266964,-0.105475399668776,0,0,0,0,0,0,0.0243871049624405,0,0,0,0,0,0,0.0725987221195253,0,-0.0137446517309012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00932969481307037,0,0,0,0,0,0,0
X600028.SH,0.648094995138704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0486432459864342,0,0.0100789036460418,0,0,0,-0.128538126344,0,0,0,0,0,0,0,0,0,-0.124320602000989,0,0.0457662194303078,0,0.0202279438765163,0,0,0,0,0,0.00292291629868012,-0.00903353185762692,0,0,0,0.0330133846218276,0,0
X601088.SH,0,0,0,0.197461611927483,0.227633557279313,0,0,0,0,0,0,0,0,0,0,-0.036849857776299,0,0.0550656009878145,0,0,0,0,0,0.0176930138636953,0,0,0,0.0733659709518629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00660078466750495,0,0,0,0,0,0,0.00487413547507278,0.113658688400092,0,0,0,0,0
X600019.SH,0,0,0.0968865719789783,0,0,0,0,0,0,0,0,0,0.111201360115129,0,0,0,0,0,0,0,0,-0.137788518821215,0,0.132742653234133,0.763241860710472,0,0,0,0,-0.0358608366685749,0,0,0.180098618476913,0,0,0,0.054708045448268,0,-0.0204728228355685,0,0,0,0,0,0,0,0,0,0,0.0245065127346798,-0.010011998553203,0,0,0,0,0,0
X600585.SH,0,0,0.377897937602073,0,0,0,0,0,0,0,0,0,0.260949304301842,-0.0174756040909691,0.237404254988101,0.0562215863713721,0,0,0,0,0,0,0,0.0242885255800361,0,-0.305964986269524,0,0.159810736042249,0,0,0,0.23777054093159,-0.150070360476057,0,0.0529292908038519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0214350788845146,0.0041112635467184,0,0,0,0,0,0
X600010.SH,0,0,-0.0377697343062144,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0.0361400198645178,0,-0.0205383078830379,-0.0123847438384271,0,0,0.181719023823457,0,0,0,0,0.134497214125481,0.0503649227840977,0,0.0647988872200499,0,0.0477989186913266,0,0,0,0,0,0,0.220329657440594,0.11622768223337,0.0579340199901729,0,0,0,0,0,0,0.075909964199084,0,0.00749551908522096,0,0,0,0,0,0,0
X600309.SH,0,0,0.0504282135601777,0,0,0,0,0,0,0,0,0,-0.202045670075539,0,0,0,0,-0.0415789103931995,0,0,0,-0.0498793057239226,0,0.0267268409805703,0,-0.053642685134614,0,0,0,0,0,-0.21639602438778,-0.184870154834609,0,-0.0266817160278339,0,0,0.156186108528609,0,0,0.580695000769339,0,0,-0.0916338463853612,0,0,0,0,0,-0.0280429909605912,-0.00710931731927728,0,0,0,0,0,0
X600011.SH,0,0,0,-0.0718343923559715,0,0,0.0118891658127215,0,0.0256115914722398,0.026485157637656,0,0,0,0.0733794076427105,0,0.0922018252793656,0,0.00583378698983207,0,0,0,4.33680868994202e-19,0,-0.0403053053965366,0,-0.0493467991489406,0,0,0,0,0,0,0,0,0,0,0,0,0.00749969393442441,0,0,0.0842994279137905,0,0,0,0,0,0,0,-0.00966045261132415,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.140546829548393,0,0.0560956703165191,0,0,0,0,0,0.0568246357848743,0,0,0,0,0.014973651095576,0,0,0,0.0523115806949492,0,0.130098051904542,0,0,0,0,0,0.0800719496356152,0,0,0,0,0.251608689593817,0,0,0,0,0.251401125516788,0,0,0,0,0,0,0,0,0,0.0224707295036399,-0.0284862581034304,0,0,0,0,0,0
X601898.SH,0,0,0,0,-0.0114719088023742,0,0,0,0,0,0,0,0,0,0,0,0,0.0462434545486501,0,0,0,0,0,-0.00527433524221496,0,0.0266954990746745,0,0,0,0,0,0.0690214790625622,0,0,0.0550125467660914,0,0,0,0.311361427049911,0.148160441863033,0,0,0,0,0,0,0,0,0,0.00551180340529091,0,0,0,0,0,0,0
