,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601898.SH,X600309.SH,X601600.SH,X600688.SH,X601992.SH,X600795.SH,X600188.SH,X300072.SZ,X600660.SH,X600362.SH,X601991.SH,X002466.SZ,X600547.SH,X600886.SH,X600111.SH,X000709.SZ,X600027.SH,X600157.SH,X000898.SZ,X000959.SZ,X600339.SH,X002460.SZ,X600489.SH,X601158.SH,X600808.SH,X600299.SH,X000723.SZ,X000883.SZ,X002271.SZ,X600176.SH,X600516.SH,X600219.SH,X000630.SZ,X600352.SH,X600008.SH,X000792.SZ,X600578.SH,X000983.SZ,X000408.SZ,X002092.SZ,X000786.SZ,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0880985772827059,0,0,0,0,0,0,-0.0111603030587159,0.189897103307,0,0.0206592189318345,0,0,0,0,0,0,0,-0.0768981196202363,0,0,0,0.00707064301408187,0,0,0,-0.023921836709205,-0.00616778021994338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00989078176089621,0,-0.0588102244883122,-0.0244262693505666,0,0,-0.01719228710413,0.011488677716967,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0242760082315341,0,0,0,0,0,0,0,0,0.0347774284462076,-0.014667124159288,0,0,0,0,-0.125940990904692,0,0,0,0,0,0,0,-0.020291998584407,0,-0.121559691759807,0,0,0,0,0,0.0745692555352723,0.074948038273988,0,0,0,0,0,0,0,0,0,0,-0.0394093713143034,0,0,0.000288118774235458,0,-0.102916228164687,0,0,0,0,0
X601088.SH,0,0,0,0.0742680973292588,0,0,0,0,0,0.0619751062804214,0,0,0,0,0,0,0.0135929229621447,-0.0107336717326421,0,0.0187823692130881,0,0,-0.0327337727781391,0,0,0,0.0232780637395161,-0.0175640477922339,0,0,0,0,0,0,-0.00652753440897779,0,0,0,0,0,0,0,0,0,0,-0.0110144818385154,0,0,-0.0141252330746634,0,-0.00893140841679047,0.0025158103971184,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0877208116205463,0,0,0,0.0291476020484069,0.0173731924880339,0,0.168028128263834,0,0,0,0,0,0,0,0,0.301225968669173,-0.116709278579352,0,0,0,0,0.342726413084836,0,0,-0.138054028316064,0,0,-0.0732641639831918,0,0,0,0.0109683324901127,0,0,6.93889390390723e-18,0,0,0.0235598226866385,0,0,-0.0045790725913938,0.0167996908008166,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.106827191834414,0,0,0,0,-0.0272866938847064,0,0.181706680318155,0,-0.0554732623642442,0,0,0.637167422669677,0,0,0,0,0,0.00887465319122937,0,0.0124082248601775,0,0,0,0,0,0,0.0391017408546958,0,0,0,0,0,-0.0441384868016124,0,0,0.022527233884726,0.26246750859584,0,0,0,0,0,-0.0244735743388707,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.0110884249047881,0,0,0,0,0,0.0807953931279644,-4.33680868994202e-19,0.0360916499188669,0,0,0,0.268106086262302,0,0,0,0.0822276847082573,0.0857545121437716,0,0,-0.118969439034455,0,0,0,0,0,0,0,0,0,0,0,0,-0.00560554189840943,0,0,0.0396873676552597,0,0,0.0139153966746044,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0707366749024993,0,0,0,0,0,-0.0740708510100965,0,0,-0.0659609949826566,0,0,0.0951771756851532,0.00526023722424031,0.0288798669448883,0,0.17776766888139,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141046054340202,0,0.110418343715319,0,-0.0322967600376353,0,0,0,0,0,0,0.000456517188332137,-0.033307214728449,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.0137888092218787,0,0.104985556481111,0,0,0,0,0,0,0,0,0,0,0,0.347941229298275,0,0,0,0,0,0.150636350480672,0,0,0,0,0.15319145020304,0,0,0,0,0,-0.0401740827234087,0.0354459565076,0.0503295642180084,0,0,0,0,0,-0.00962561653503011,0.0200794935103171,0.00107892998402066,0,0,-0.0272268409947003,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-0.27343225784734,0,-0.00630692042093538,0.065470392776814,0.481646228361447,0.199300757375138,0.253910789439743,0,0,0,0.0287887492705005,0.1874982708043,0,0.0261613860767195,0,0,0,0,-0.0158488311832514,0,0,0,0,0,0,0,0,0,0.0557728707143598,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,-0.0878917924349389,0,0,0,0,0,0
X601600.SH,0.179876637757449,0,0,0,0,0,0,0,0,0,0,0.0597517479338794,0,0,-0.017332961153385,0.058091357297212,0.00426591617810793,0,0,-0.0107469597634822,0,0,0,0.288877452116553,0,0.156128078051682,0,0.107054609383315,0,0,0,0.05482372784849,0,0,0,0,0,0,0,0,0,0,0,0,0.183180627752506,0,0,0,0,0,-0.0102516717446196,-0.0290509002283653,0,0,0,-0.0446862631462907,0,0
X600688.SH,0,0,-0.0454924602528184,0,0.0898893577401677,0,0,0,0.00543081959527131,0,0,-0.00724659165466618,-0.104462519057876,0,-0.0133977997448553,0.0691280554418066,0,0,0,-0.0907451704444214,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.0160857568796509,0,-0.0326205185068676,0,0,0,0,0,0,0,0,0,0,0,0,-0.0097361167979083,-0.0279114633364044,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0.2046713004465,0,0,0,-0.122886247019892,0,0,0,0,-0.192259026030246,0,0,0.0277168224771498,0.621972936946099,0,0,0,0.0450151205844416,0,0,0.416989989158308,0,0,0,0,0,0,0,0.0968543808085232,0,0,0.0679321245339094,0.305101038480081,0,0,0,0,0,0.11250879576722,0,0,-0.00424993990827056,-0.0409955081564973,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0354288477137104,0,0,0,0,0,0,0,0.0632087846177886,0,0,0.0769726748331573,0.062629667223283,0,0,0.0177025686693534,-0.0225993873044509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.00924244797840038,-0.0531971471003954,0,0,0.166646153434783,0,-0.00929741970523354,-0.0028911784022987,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.0371950274342314,0,0,0.118918422362054,0,0,0.0131320588497578,0,0,0,0.06182433870538,0,0,0,0.123429607913909,0,0,0,0,-0.239684928002122,0,0,0,0,0,0,0,0,0,0,0,0.132061050991011,0,0,0,0,0.37997818048812,0,0,0.086936429388881,0,0,-0.0312937908562877,0,0,0,0,0.0435163984519814,0,0
X300072.SZ,0,0,0,-0.216757843604208,-0.255677979126654,-0.185637015652541,0,0,0.699921485927103,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,-0.319534390356009,0,0.0610140881279596,-0.114051253223217,0,0,0,-0.113302560670488,0,0,-0.569939509993589,0,0,0,0,0,0,0,0.170583788867161,0,0,0,0.277631973615018,0,0,0,-0.308926450371314,0,0,0,0,-0.0816334378060233,0.096436617964916,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.146840676279706,0,0,0,0,0,0,0,0,0,0.0114266765411043,0,0,0,0.0113516836936349,0,0,-0.0245368180134827,0,0,0,0,0,0.00610207278558904,0,0,0,0,0,0.146990440019777,0,0.146745618699351,0,0,0,0,0,0,0,0,0,0.140019064202119,0,0,0,0,0.0103525958918832,0,0,0,0,-0.263330934984209,0,0
X600362.SH,0,0,0,0,0,0,0,0.28454511414915,0,0,0,0,0,0.0269653994176682,0,0.0596952181716101,0,0,0,0,0,0.140269203720387,0,0,0,0.119785466388749,0,0,0.0252400619154557,0,0,0,0,0,0,0,0,0,0,0,0,0.00683581147809218,0.0443110134510463,0,0.126745997211391,0,0,0,0,0,-0.0116198376755493,0.00495541956721636,0,0,0,-0.0761024887659292,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379880734947077,0.0995127524449536,0,0,0,-0.0165734386693182,0.0829848739811488,0,0,0.123366968571357,0.203491333603995,0,0,0,0,0.0204575954627174,0,0,0,0,0,0.116427093922337,0.0836511999581441,0,0,0.0389566029100205,0,0,-0.000737297361690263,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0309332698983614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0763485512444584,-0.087744043749963,0.61648729561531,0,0,0,0,0,0,-0.190084014568251,0,0,0,0,0,1.73472347597681e-18,0,0,0.202058399347566,-0.109679036863443,0,0.0931782644577235,0,0.0745541573780515,-0.00930930420373346,0,-0.122853489837001,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.427068017485112,0,0,-0.111552758732601,0,0,0,0,0,0.0159874498844569,0,0,0,0.0387307365885296,0,0,0,0,0,0,0,0,-0.0358428574463962,0.098287169773496,0,0,-0.028188961431566,0,0,0,0,0,0,0,0,0,0.0714103877548307,0,0,0,-0.273043031614157,0,0.043606325438154,0,0,-0.0697515506368198,0.162698805918845,0,0,0,1.38364694183674,0,0
X600886.SH,0,0,0,0,0.26194193312682,0,0,0,0,0,0,-0.0871959525769442,0,0,0.00450982227638549,0.0560537570830107,0,0,0,0,0,0,0.0695132176229469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0154706478310132,0,0,0,0.0414527666143561,0.0977527685161206,0.0137112366308463,0,0,-0.0228289281534653,-0.117112980856024,0.0219096420340197,0,0.00687122975841169,-0.0080824795304274,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.235748690992045,0,0,0.0329712771383074,0,-0.0446026597415733,0,0,0.0607075770559119,0,0,0.0208134222050897,0,0,0,0,0,0,0,0,0,0,0.147896037171265,0.315071454651718,0,0,0,0,0,0,0.185717383698383,0.0748457387641224,0,0,0,0,0,0,0.0709125225975854,0,-0.0319934671872479,0,0,0,-0.00977160222523259,0.0196391978341813,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169684881405334,0,0,0,0,-0.0100775588449071,0,0.25430218617389,0,0,0,0,0,0.513136989047529,0,0,0,0,0,0,0,0,-0.0153997331890956,0,-0.0833917707663277,0,0,0,0.206759725087934,0,0.18948737153603,0.0998269582095237,0,0,0.222461150226507,0.31722069503795,0,0,-0.0148002365165704,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.145932310618287,0,0,0,0.34597331359008,0,0,0.00695548498739378,0,0,0,0,0.0376315915518639,0,0,0,-0.0611635349687326,-3.46944695195361e-18,0,0,0,0.102396364819329,0,-0.212484337147768,0,0,0,0,0,0,0,0,0,0,0,0,0.0446913553169806,0,0,0.0165223802785636,0,0,0,0.155129642955252,0,-0.0181228673576249,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0.0796183607648536,0,0,-0.0102240678793877,0,0,0,0,0,0,0.180565661258399,0.0126066085100114,0,0,0,0,0,0,0.0844303185957858,0,0,0,0,0,0,0,0,0,0,0,-0.0267966804538533,0,0.0433006056710516,0,0,0,0.00432030742730617,0.0289582416647868,0,0,-0.0290795708719194,0,0,0,0,0,0
X000898.SZ,0,0,0,0.503700148557827,0,0,0,0,0,0.0125667416395643,0,0.0571960318813835,0,0,0,0,0.132768631966846,0,0,0,0,0,0,0,0,0,0,0.0480623546127641,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00662615341666779,0,0,0.138558665917519,0.0474984582127465,0,-0.0408925103436764,0,0,-0.00818753207973752,0,0,0,0,0,0,0
X000959.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.173023623162146,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.529744529321033,0,0,0.11317532760461,0,0.0046529095240086,0,0,0,0.0617720870762657,0,0,-0.130440146699517,0,0.377036976563128,0,0,0,0,0,0,0,0,0,0,0.332270690810236,-0.20941539320869,0,-1.8560139485072e-05,-0.0903666089715523,0,0,0,0,0,0
