,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X000708.SZ,X002271.SZ,X002460.SZ,X600660.SH,X600547.SH,X600362.SH,X601898.SH,X600010.SH,X000786.SZ,X600111.SH,X000301.SZ,X600886.SH,X600176.SH,X600011.SH,X601600.SH,X600188.SH,X600426.SH,X002466.SZ,X000932.SZ,X000027.SZ,X600803.SH,X601991.SH,X600801.SH,X600352.SH,X600795.SH,X600219.SH,X600489.SH,X000898.SZ,X000883.SZ,X600688.SH,X002080.SZ,X600486.SH,X600299.SH,X600027.SH,X000723.SZ,X002353.SZ,X600516.SH,X600157.SH,X300037.SZ,X000807.SZ,X601168.SH,X000830.SZ,X600315.SH,X601992.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.29659393398758,0,0,0,0.0287009569898803,0,-0.00398566726950935,0,0,0,0.0215729144095983,0,0.0256234486195556,0,0,0.00627471558486403,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398378054806094,0,0,0,0,0.0268042220346782,0.0149073461207531,0,0,0,-0.00234484858498877,0,0,0,0,-0.00712545736978138,0,0
X600028.SH,0.0359275510875557,0,0,0,0,0,0.0215914094257651,0,0,0,0,0,0,0.026559375137967,0,0,-0.0184095400172043,0,0,0,0.0210228515997545,0,0.103532651592309,0.0410803325620553,0,0,0,-0.0726435169397942,0,0,0,0,0,0.06078442863798,0,0,-0.0195013281514511,0,0,0,0,-2.16840434497101e-19,0,0,0,0.0914792707871684,0,0.0332012338102971,0,0,0,-0.00591035648763766,-0.0203257627731383,0,0,0,-0.0067787869155921,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.00105778026568916,0,0,0,0,-0.0139634787571484,0,0,0.0480385539995331,0,0,0.0601707102387438,0,0.207570703295771,0,0.109454941459405,0.0136322353011473,0.0503132941284419,0,0,0,0,0,0.0362766359163361,0,0,0.0552306453265779,0,0,-0.0456858996934891,0,0,0,0,0,0,-0.0163829989280554,0.0389203055086476,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.137530859078791,0,0,0,0,-0.0852250051862606,0.153435627282964,0.0691934406139535,0.0945142693822806,0,0,0,0,0,0,0.21069205550808,0,0,0,0,0,0,0,0,0,-0.011031194574196,0,0,0,0,0,0,0,0,0,0,0,0,0.0894668106447261,0.0496263422914659,0.131297377147575,0,0,0,-0.0219427760338114,0,0,0,0.0257238292413477,0,0
X600585.SH,0,0,0,0.0154462175711498,0,0,0.00324757830145538,0.0126211839044843,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478532749892445,0.0288465664953307,0,0.0500763925288741,0,0,0,0.277814061941694,0,0,0,0,0,0,0,-0.0138545231797095,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0567370389692138,0,0.021768321906258,0,0,-0.0287381239665879,-0.000173453702329174,0,0,0,-0.0581569822744482,0,0
X600019.SH,0,0,0,0,0,0,0,0,-0.0508855222425929,0,0,0,0.0444166141643835,0,-0.070010711314675,0.32361988725975,0,0,0,0,0,0.066349088344048,0,0,0.198749752643206,0,0.0318345705268866,0,0,0,0,0,0,0.0641086473173726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00369092128454246,0,0,0,-0.022232657228979,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.263390175749767,-0.0185084208587173,0,0.236903353412283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122610883655705,-0.0163780310878443,0,0,0,0,0.176434000598643,0.497935550230163,0,0,0,0,0,0,0,0,-0.378548382668853,0,0,0,0.0176564846474,0,0,0,0,-0.154094424320423,0,0
X002271.SZ,0,0,0,0.15206324066749,0,-0.391946157607987,0,0,0.00507349163269807,0.0725718064197906,0,0,0,0,0,0,0,0,0.137382055047901,0,0,0,0,0,0,0,0,0,0,0,0,0.00918678926556852,-0.185566825366836,0,-0.0376976462758369,0,0,0,0,0,0,0,0.013920423767189,0,0,0,0,0.104508955744176,0,0,0,-0.0027867404835502,-0.018074353843683,0,0,0,-0.0272734176648591,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193390781692115,0.00795023155585733,0,0.00713990527125814,0,0,0,0.146607078855697,0,0,0,0.24645787498604,0,0,0,0,0,0,0,0,0,0,0.352008443631979,0,0,0,0,0,0,0.105958625161396,0,0.266253087852637,0,0,0,0,0,0,0,0,0,-0.056757758822568,0,0
X600660.SH,0,0,0,0,0,0,0,0.201250575883533,0.0505929090397769,0,0,0,0,0,0,0,0.0700148052076916,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0361049993036579,0,0,0,0,0.0205653175910095,0.245343178048906,0,0,-0.0448240098639188,0,0,0,0.174611474096222,0.0646964356570534,0,0,0,0,0,0,-0.00730872930370896,0,0,0,-0.000345394965984543,0,0
