,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X601898.SH,X601991.SH,X600688.SH,X600886.SH,X600660.SH,X600362.SH,X600795.SH,X600188.SH,X600111.SH,X600352.SH,X000723.SZ,X600801.SH,X601992.SH,X000898.SZ,X600027.SH,X000786.SZ,X600176.SH,X000709.SZ,X002460.SZ,X600489.SH,X002271.SZ,X600516.SH,X000629.SZ,X002466.SZ,X000883.SZ,X600299.SH,X000553.SZ,X600219.SH,X601158.SH,X600808.SH,X000630.SZ,X600583.SH,X601699.SH,X600985.SH,X000027.SZ,X000401.SZ,X600339.SH,X000825.SZ,X600612.SH,X000301.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0950900840937405,0,0,0.0073900547189849,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00837691720821472,-0.00748547597852131,0.0661848132254342,0,0,0,0,0,0,0,0,0,0,0,0.0717564075009042,0,0.00838922218465571,0,0,0,0,0,0.0444712458992196,0,0.0681579716553817,0,0,0,0.0334465655242604,0,0,0,0,-0.0052301141778247,0,0,0,0.000662627095203582,0,0
X600028.SH,0,0,0.0464613337882147,0,0,0,0,0,0.0687578162747681,0,0,0,0.0070880373804611,0,0,0,0,0.176033699718177,0.0175971611767924,0,0,0.02767455582269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340275035798788,0,0,0,0.0845813963342261,0,0,0,0,0,-0.0303670242380016,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.281199173489568,0.0233627365603047,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.157751408348005,0,0.068144358229769,0,0,0,0.0489738118827935,0,0,0,0,0,0,0,0,0,-0.0631313230668637,0,0,0,0,0,0,0.241763489465054,0,0,0.143166512415979,0,0,0,0,0,0.0125813284127341,-0.0176048565301216,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.120622591289578,0,0.0441292924330528,0,0,0,0,0,0.0436984154958605,0,0,0,0,0,0,0.0305393414009728,0.353536450910678,0,0,0,0,0,0,0,0,0,0.058388018335491,0,0,0,-0.0404575789913394,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0666688813511947,0,0,0,0,0,-0.00963582849309825,0,0,0,0,0.0272099730898385,0,0
X600019.SH,0,0,0.0766811475537038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108914802380198,0,0,0.0573547727180886,0.227697456250725,0,0,0,0,0,0,0,0,0,0,0,0,0.102220033297314,0.0533016350269619,0,0,0,0,0.00876876258507775,0,0,0,0,0,0,0,0,0,0,-0.00573086437257002,-0.0457288516221416,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237014411596164,0,0,0,0,0,0,0,0,0,0,0,0.220912036544934,0,0,0,0,0,0,0,0,0,0,0,0.0757686734679879,0.512232546363421,0,0,0,0.203234187857247,0,0,0.00176952073551312,0,0,0,0,0.00117674887333635,0,0
X600011.SH,0,0,0,0,0,0.0918889085995991,0,0,0.119706138217819,0,0,0,0,0,0,0,0.0256915201019315,0,0,0.151280317390344,0.0136992390670289,-1.73472347597681e-18,0,0,0.312595679184578,0.0494430340591469,0,0,-0.028582239734045,0.124703944471996,0,0,0,0,0,0,-0.0807212214447831,0,0,0,-6.93889390390723e-18,0,0,0,0,-0.0416716082943682,0,0,0,0,0,0.0398733074481792,-0.0601224221720041,0,-0.202852434416396,0,0.013994613727168,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0428871424334664,0.0142212115911138,0.0142653155694366,0,0,0,0,0,0,0,0,0.950048258460171,0,0,0,0,0,0,0.0595598222054684,0,0,0,0,0,0,-0.0186627046196181,0,0,-0.0155134500314529,0,0,0,-0.0672262771865581,0.00601246016722261,0,0.0637616182059902,0,0,0.0217268145940995,0,0
X600010.SH,0,0,0,0,0,0,0.278226595340788,0,0,0.127455570694307,0,0,0,0,0,0.155773067090071,0,0,0,0.0834304523135138,0,0,0,0,0,0,0,0,0,0,0,0,0.159029871039548,0,0,0,0,0.117854256826742,0,0,0,0,0,0,0,0.0455341321988599,0,0,0.209595150705101,0,0,0.0174704161620386,-0.0318684826687018,0,0,0,-0.0126718862086078,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.336501602971895,0,0,0,0,0,0,0.14777155401268,0,0.20499474262966,3.46944695195361e-18,0.0394378335052966,0,0.0244029147912444,0,0,0,0,0,0,0,0,0.00758840682093625,0,0,0,0,0,0.0426131306770803,0,0,0,0,0,0.0518642055567723,0,0,0,0,0,0,0,0,0,-0.0124196164024213,0,0,0,-0.028132399355143,0,0
