,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X600660.SH,X002460.SZ,X601898.SH,X600886.SH,X600010.SH,X601600.SH,X600362.SH,X600188.SH,X600801.SH,X002466.SZ,X600795.SH,X000786.SZ,X600352.SH,X002271.SZ,X601991.SH,X600688.SH,X002353.SZ,X600176.SH,X600111.SH,X601992.SH,X600027.SH,X600583.SH,X000723.SZ,X600426.SH,X600299.SH,X600489.SH,X600516.SH,X000898.SZ,X601158.SH,X600219.SH,X600612.SH,X000883.SZ,X000709.SZ,X000792.SZ,X002080.SZ,X000027.SZ,X000630.SZ,X600808.SH,X000553.SZ,X600486.SH,X000301.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.00520961320867178,0,0.0768512603015056,0.00969487489939009,0,0,0,0,0,0.0325278965875968,0.0237588732634382,0,0,0,0,0,0.363249163253732,0,0,0,0.00666583074023121,0,0.0049282112067119,0,0,0.0272778053998773,0,0,0,0,0,0.148060070526533,0,0,0,0.0822457800194715,0,0,0,0,0,0,0,-0.00889514088123643,-0.00174691242729186,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0196085499743083,0,0,0,0,0,0.00746484202630793,0.0130353122515161,0,0.00016558732711008,0.0657028667005985,0,0.0439710419751689,0,0,0,0.373334536323307,0,0,0,0,0,0.0134780834904192,0,0,0,0,0,0,0,0,0,0,0,0,0.00941086456715846,0,0,0,0,0,0,0,0,-0.000280974474380946,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0491803737545077,0,0,0,0,0.0067067248685984,0,0,0,0,0,0.306195122165425,0.018026297734829,0,0,0,0,0,0,0,0,0,0,0,0,0.0601491098945131,0.0986925026385256,0,0,0,0.014673733334839,0,0,0,0,0,0,0,0.027983371563923,0,0,0,0.0638420636708214,0,0,0,0,0,0,0,0,0.000222666482420864,0,0
X600585.SH,0,0,0,0,0.00861502216543074,0,0,0,0,0,0,-0.0331661664899514,0.0662250208112375,0,0,0,0,0.348275090198041,-0.0688065886998876,0,0.0369207079508069,0,0,0,-0.0336498879290274,0,0,0,0,0,-0.0735997789235437,0,0.189837665238209,0,0,0,0,0,0,0,0,0,0,0.165182322566584,0,0,0,0,0,0,0,0.031866259355528,0,0,0,0,0.0719635749030236,0,0
X600309.SH,0,0,0,0.00101131742612467,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0472101906024981,0.0825280630613025,0.249461417007292,-0.035464177320479,0,0.0448663465852377,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.233181858085353,0,0,0.0980354623810887,0.161228302159418,0,0,0,0,0,0,0,0.0636543369926844,0,0,0,0,0.0285744525475052,0,0,0,-0.0293322774967239,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129129198596597,0,0.0513148667156776,0.0222614077542001,0,0,0,0,0,0,0,0,0,0,0,0.0223669528023583,0,0,0,0,0.0551978015027591,0,0,0.35513076712708,0,0.140311170290157,0,0,0,0,0.104979306849732,0,0,0,0,0,0,0,0,-0.000879718298716023,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.00358602210820778,0,0,0,0,0,-0.0824479862238442,0,-0.0596716750173456,0,0,0,0,0,0,0,0.104371776559347,0,0,-0.155231009743497,0,0,0.037721578325187,1.73472347597681e-18,0.893594525276098,0,0,0,0,0.201634554155857,0,0,0.026170087967946,-0.0602066282021042,0,0,0,0,0,0,0,0,0.0118648239181802,0,0,0,0.0121113447427324,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0725794122312906,0.174773866976801,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.299843586175876,0,0,0,0,0.00405196806154192,0,0,0,0,0,0,0.0378408723719633,0,0,0,0,0,0,0.0870625363919242,0,0,0,0.11144020025744,0,0,0,0,-0.00702940868891296,0,0,0,0.0286612978012721,0,0
X000708.SZ,0,0,0,0.210221452877979,0,0,0,0,0,0,-0.168619469207777,0,0,0.261003868299784,0,0,0,0,0,0,0.137126164587763,0.059091465065857,0,0,-0.0363922579808551,0.144598019116193,0,0,0,0,0,0.182688458939625,0,0.119524295123674,0,0,0,0,0,0,0,0,0,0.0905445299396299,0,0,0,0,1.73472347597681e-18,0,0,-0.101707605611302,0.120102102789717,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.197409335351947,0,0,0,0,0,0,0,0,0,0.0610949211918935,0,0,0,0,0.285094925533351,0,0,0,0,-0.0837525527247833,0,0,0.0216333052040732,0,0,0.0895460590943092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501050166277635,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0522006757284771,0,0,0,0,0,0.0700227824993274,0,-0.0315845210052343,0,0.0590856645515653,0,0,0,0,0,0,0,0.478991980148183,0.0788721236009585,0,0.0795172783023348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320023417628703,-0.00249462643208452,0,0,0,0.0969523480042637,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0699729099983563,0,0.0111900314915209,0,0,0,0,0.185425012712125,0.233223331107979,0,0.0791841147890243,0,0,0,0,0,0,0,0,0,0,0,0,0.104274425493032,0,0.150995984166629,0,0,0,0,0,0,0,0,0,0.0663335180646894,0,0,0,0,0,0,0,-0.0282842419737548,0.0505036807555444,0,0,0,0,0,0
