,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X601991.SH,X600688.SH,X600660.SH,X601600.SH,X600886.SH,X600795.SH,X600188.SH,X600027.SH,X600362.SH,X601992.SH,X000898.SZ,X002466.SZ,X600176.SH,X600111.SH,X002460.SZ,X600516.SH,X000709.SZ,X600299.SH,X600352.SH,X600489.SH,X000629.SZ,X600808.SH,X600801.SH,X000786.SZ,X300072.SZ,X600219.SH,X601158.SH,X000825.SZ,X000553.SZ,X000883.SZ,X600583.SH,X000408.SZ,X000792.SZ,X601699.SH,X002271.SZ,X002110.SZ,X000301.SZ,X600339.SH,X000539.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.211793874069584,0.0728589862850278,0,0,0,-0.0581224148838235,0,0,0.0935447608160123,0,0.049756136513029,0,0,0,0,0,0,0,0,0,0,-0.0727112745037653,0,0,0,0,0,0,0,0,0.0550771481825069,0,0,-0.116058590401768,0,0,0,0,0,0.0335109794928246,0,0,0,0,0,0.255939901500167,0.250952367223929,0,0,0,-0.021617775022769,0.0642562815899202,0,0,0,0,0,0
X600028.SH,0.430319736645812,0,0,0,0,0,-0.0195927998627525,-0.0588842788297549,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0685831444229874,0,-0.0213070153957978,0,0,0,0,0,0,0.0553872964502703,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353111939881848,-0.0412085983320944,0,0.195957380757849,0,0,0,-0.0122959543670479,0.13031992206786,0,0,0,0,0,0
X601088.SH,0.229210873208875,0,0,0.136213373731875,0,-0.104718979346981,0,0,0,0,0,0,0,0,0,0,0.0875761817333925,-0.0960197023259346,0,0.173662547401397,0.0354741008580183,0,0,0,0,0,0,-0.162498867284227,0,0,0.0643890521679587,0,0,0,0,0,0,0,0,0,0,0.0235591164642759,0,0,-0.0107463893541542,0.208323962562438,0,0,0,0,0,0.00819345059165089,-0.0491074144344024,-0.132728732116926,0,0,0,0,0
X600585.SH,0,0,0.118068831424812,0,0,0.194960618008342,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110163042571744,0,0,0,0,0,0,0,0,0,0,0.00451605813654071,0.144389432162436,0.562494534365836,0,0,0,0,0,0,0,0,0,0.15304010087685,0,-0.035326540022735,0,0,0.0223513015114914,0,0,0,-0.00263788875369604,0,0,0,0,0,0,0
X600019.SH,0,0.161329477358208,0,0,0,0,0.0804727861114128,0,0,0,0,0,0,0,0,0,0.101331286654374,0,0,0,0.486889995955216,0.0118965818848705,0,0,0,0,0.0802138538985861,0,0,0,0,0,0,0,0.0272413943946082,0,0,-0.0621022234610107,0,0,0,0.0172546464934312,0.00925930535168749,0,0.032609551674774,0.0191556641719775,0,0,0,0,0,0.00385033608462458,0.00338533021356571,0,0,0,0.0228413590150716,0,0
X600011.SH,0,0,0,0.0779273763817305,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.68969712394832,0,0,0,0.0311087355577439,0,0,0.018646923572585,0,0,0,0,-0.235124642009944,0,0,0,0.0468352331241661,0,0,0,0,0,0,0,0,0.0752525570084805,0,0,0,0,0,0,0,0,-0.00312794274848071,0.0524615442930839,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.227159683405069,0,0,-0.289525775342834,0,0,0,0,0,0,0,0.115857028476769,0,0,0,0,0,0,0,0,0,0,0,0,-0.143001426365398,-0.145673521112773,-0.117951569173146,0,0.142510421283617,0,0.325591045963106,0,0.092740731018469,0,0,0,0.593525315730177,0,0,0,0.431925217842071,0,0,0,0,-0.383892951198907,-0.0856220340735859,0.162454723611143,0,0.3737442056114,0,-0.300735503494657,0,0
X600010.SH,0.0692475619147935,0,0,0,0,0.00624473076482947,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239117048587876,0,0,0,0,0,0,0,0,0,0,0.138568822039509,0,0.0578560385983683,0,-0.0532253369169495,0.215810695032843,0,0,0,0,0,0,0,0,0,0,0.0325861327084072,0,0,0,0,-0.00686572077906567,-0.00742216841870483,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.0320160185069906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533105241321067,0,0,0.103112003678434,0,0,0,0,0.521875553228522,0,0,0,0,0,0,0,0.212619309284318,0,0,0,0,-0.0565594131857287,0,0,0.0280286415774017,0,0,0,0,0,0.00911842856636154,0.0115316813624308,0,0,0,0,0,0
X601898.SH,0.267461254582699,0,0,0,0,0,0,0,0,0,0.111669130236829,0,0,0,0,0,0,0,0,0,0,0,0,-0.0340561378725461,0,0,0,0,0,0.121952364766075,0,0,0,0,0,0,0,0,0.115541951963481,0,0,0,0,0.108869322535789,0,0.207274509741011,0.0221528075077004,0.0215455384960052,0,0,0,-0.0190154252439928,0,0,0,0,-0.0752152465836495,0,0
