,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X000792.SZ,X002460.SZ,X600019.SH,X601898.SH,X002466.SZ,X002271.SZ,X600111.SH,X600011.SH,X000877.SZ,X600660.SH,X000708.SZ,X600547.SH,X600010.SH,X601600.SH,X000301.SZ,X600886.SH,X600426.SH,X600176.SH,X600362.SH,X000983.SZ,X600795.SH,X000786.SZ,X600096.SH,X600803.SH,X600801.SH,X601699.SH,X000723.SZ,X600486.SH,X601991.SH,X000408.SZ,X600219.SH,X000932.SZ,X600141.SH,X600295.SH,X000830.SZ,X600027.SH,X000630.SZ,X000807.SZ,X600985.SH,X600489.SH,X002080.SZ,X000959.SZ,X300073.SZ,X600352.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.140834784761249,0,0,0,0,0,0,0,0.107769692215686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125702403623152,-1.73472347597681e-18,0,0,0,0,0,0,0.0717716890447617,0,0.0388254342868812,0,0.123288518824551,0.0613850986585029,0,0.0822114105115262,0,0,0,0,0,0,-0.0185038380014587,0,0,0,0,0,0
X601088.SH,0.0359258830141277,0,0,0,0,0.121526070906475,0,0,0,0.263797068569375,0,0,0,0,0,-0.0859591762136046,0,0,0,0,0,0,0,0,0,0,0.16406188092792,0,0,0,0,0,-0.110162800569877,0,0,0,0,0,0,0,0,0,-0.0317828617382653,-0.0396755565972244,0.338765812378155,0,0,0,-8.67361737988404e-19,0,0,0.0193403231033923,0,0,0,0,0,0,0
X600028.SH,0.100343068504249,0,0,0,0,0,0,0,0,0.023929400421382,0,0,0,-0.0750032480018131,0,0,0.0429916408452239,0,0,0.04113513843057,0.0121489368270831,0,0.0587994571589282,0,0,0.00863107527313879,0,0.0438759014060909,0,0,0,0,0,0,0,0,0,0,0,0.0283437237812797,0,0,0,0.0314522827462142,0,0,0,0,0,0,0,-0.0141544018004703,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.0489679390228067,0,0,0.0293457521083101,0.0406443937972859,0.18731590139471,0,0.0295621256551498,0,0.173585997735373,0,0,0,0,0,0,0,0,0.055399577810899,2.16840434497101e-19,0,0,0.040767348179703,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264968226552154,0,0,0,0,0.00981378150462081,0,0,0,0,0,0
X600585.SH,0,0,0,0.0103020977890831,0,0,-0.0308312541127818,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.00861094754601008,0,0,0.0969912485912025,0,0,0,0.0892907261892703,0,0,0.379676819339142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00641241534226256,0,0.0471545261087591,0,0,0,-0.0299387859155947,0.0138644426514443,0,0,0,0,0,0
X600188.SH,0,0.258391320340569,0,0,0,0,0,0.011731147569132,0,0,0,0,0,0,0,0,0,0,0,0,0.0767442468247935,-0.0219056916801201,0.0824100421896739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554551591488666,0,0,0,0.142133567970947,0.530110851367863,0,0,0,0,0,0.0983325304738403,0,0.0646433957544568,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0147595266227971,0,0,0,0,0.3645793145128,0,0,-0.0184040812211271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241269429638136,0,0,0,0,0,0,0,0,-0.00497028873926262,0.257513034840881,0,0,0,0.233367111616007,0,0,0,0,0,0.103451444081794,0,0,0,0,-0.0671960551671672,0,0,0,0,0
X002460.SZ,0,-0.0692114727503072,0,0,0,0,0.10262482056795,0,0,0,0.441980913178677,0,0.179729980520184,0,0,0,0,0,0,0,0,0,0,-0.0622739341874211,0,0,0,-0.0316240685142456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0399439518678196,0,0,0.143793293336799,0.225961393939288,0,8.67361737988404e-19,-0.0875081955205854,0.000512260030567672,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161017752116711,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12391806469966,0,0,0,0,0.00936223461250089,-0.0227391877078485,0,0,0,0.308471175228684,0,0,0,0,0,0.0105193476810764,0.157840422698578,0,0,0.137828188036917,0,0,0,-0.0110575288401299,0,0,0,0,0,0,0
X601898.SH,0,0.22375721718418,0,0,0,0,-0.0343379632900856,0,0,0,0,0,0,-0.0532297323115715,0,0,0,0.0885066008401727,0,0,0,0,0,0,0,0.238924740783685,0,0.0370775612687338,0,0,0,0,0,0,0,0,0,0,0,0.037831896565436,0,0,0.186952455683391,0,0.157610674823124,0,0,0,0,0,0,-0.0347756870272282,0,0,0,0,0,0,0
