,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X600547.SH,X601898.SH,X600352.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X600362.SH,X600188.SH,X600795.SH,X601992.SH,X000723.SZ,X600516.SH,X600027.SH,X000898.SZ,X002466.SZ,X600111.SH,X600801.SH,X600176.SH,X002460.SZ,X000709.SZ,X000786.SZ,X600299.SH,X600219.SH,X002271.SZ,X000629.SZ,X000990.SZ,X600808.SH,X000553.SZ,X000825.SZ,X002110.SZ,X600489.SH,X601158.SH,X600583.SH,X600157.SH,X000630.SZ,X600985.SH,X000883.SZ,X600339.SH,X600426.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.011582178462927,0,0,0.00397249202715588,0,0,0,0,0,0,0,0,0,0,0.154740361960142,0,0,0,-0.0253542907042628,0.0448553280970299,0,0,0,0.0377218492948096,8.67361737988404e-19,0,0,0,0.00627495930222978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11881605034924,0,0,0,0,0,-0.0102811085992058,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293758896149972,0,0,0,0,0,0,0.0423730388799819,0,0,0,0,0,0,0,0,0,0.0807905741358124,-0.0366987932576108,0,0.273694180762943,0.0367158601779913,-0.0446014282866651,0,0.0894337625308687,0,0,0,0,0,-0.010749133895409,0,0,0,0,0,0,0,0.0434830754992705,0.00722758366136445,0,0.0897589537643119,0,0,0,0
X601088.SH,0,0,0,0,0.103396574910226,0,0,0.0477566428143375,0,0,0,-0.153543251901012,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0.0499815598557817,0.327545377578596,0,0,0,0,0,0,0.0129572210368778,0,0,0,0,0,0,0,0,0,0,0.062995407496559,0,0,0,0.0267076776668055,0,0,-0.00474114284757702,-0.0227302742844949,0,0,0,-0.066358220551986,0,0
X600585.SH,0,0,0,0,0,0.0354605890201883,-0.0504510000456355,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0.477025771764323,0,0,0,0,-0.00278583930172068,0,0,-0.0443332023643798,0,0,0,0,0.116459848366325,0,0,0,0.00648996708606554,0,0,0,0,0.0288378236273162,0,0,-0.0151614040792734,0,0,0,0,-0.00936022204403558,0,0
X600019.SH,0,0,0.0971261138897669,0,0,0,0,0,0.0394651628281826,0,0,0,0,0,0,0,0,0,0,0.0300428468002357,0.0126244000869499,0,0,0,0,0.0931843959179256,0,0.149688283776343,0,0,0.0212563757905741,0,0,0,0,0,0,0,0,0.17280329348473,0,0,0,0.0440653272211424,0.000892423833773785,0,0,0,0.00313833835527834,0,0,0.00132752637334438,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.0664924956864389,0,0,0,0,0,0,0,0,0.0595795387238575,0.0509495085112901,0,0,0,0,0.0223076106776825,0,0,0,0.0506315073402261,0,0,0,0,0,0,0,0,0.0826765239275529,0,0,0,0,-0.0476307489170918,0,0,0,0.488153332011737,0,0,-0.0100944688707517,0.031457708244683,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.472015183577323,0,0.0651184951428826,-0.133461479957758,0.594313104876849,0,0,0,-0.0280024747740484,0,0,0,0.0723303526533021,0.00871257350064826,0,0,0,0,0,0,-0.128185618765639,0,0,0,0,-0.00965060977783099,0,0,0,0,0,0,0,0.00426675072600751,0.019871261989126,0,0,0,-0.0115779837185185,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535521494588102,0,0,0.0553540134860776,0,0.0499976743476717,0.0536299620655529,0,0,0.336920140300815,0,0,0,0,0,0,0.268622485538888,0,0.170568438049864,-0.0688461693045216,0,0,0,0,0,0,0,0.0197616848213172,0,0,0,0,0,0,0,0.00876211520410632,-0.000545378245108904,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0045172383965221,0,0,0,0,0,0,0,0,0.186019806270303,0,0,0,0.0110717923301303,0,0,0,0.0371207079617348,0.04211043196976,0,0,0.0594711375721729,0,0,0,0.33300786704653,0,0,0,0,0,0,0,0,0,0,0,0,0.0132185577426706,0,0.0433811793236817,0.159881715810821,0.0147645540792567,0,-0.00936388532248288,-0.0143665181621866,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,-0.0541889537254314,0,0,0,0,0,0,0,0,0,0,0,0,0.00489406065075394,0,0,0,0,-0.031610466057979,0,0,0,0,0,0.0153698596356408,0,0,0,0,0,0,0,0,0.97986934593674,0,0,0.0431092840654162,0,-0.0289704986342073,0,0,0,0,-0.0808442668665193,-0.00822061174355885,0,0,0,0,0.0200767420682687,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.236559356071506,0,0,0,0,0,0,0,0.299352391458945,0.0192032770643055,0,0,0,0,0,0,0,0,0.000592365292780332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150603053951215,0,0,0,0.00543421519987656,0,-0.00195812961199981,0,0,0,0,-0.0359143640032055,0,0
