,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X600660.SH,X002271.SZ,X000708.SZ,X002466.SZ,X000301.SZ,X600111.SH,X601600.SH,X601898.SH,X600547.SH,X600362.SH,X600010.SH,X600426.SH,X600188.SH,X600886.SH,X000786.SZ,X600011.SH,X600176.SH,X600803.SH,X000408.SZ,X601991.SH,X002080.SZ,X600795.SH,X300037.SZ,X600219.SH,X000932.SZ,X002353.SZ,X600352.SH,X000027.SZ,X600489.SH,X600688.SH,X000898.SZ,X000825.SZ,X002409.SZ,X600399.SH,X600315.SH,X000807.SZ,X600801.SH,X000830.SZ,X601699.SH,X000959.SZ,X600486.SH,X600549.SH,X600027.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,-0.0345602879490351,0,0,0,0,0.0109685499011908,0,0,0,0.0339637801367261,0,0,0,0,0.149673943287872,0,0,0,0,0,-0.00492496615592037,0,0,0,0,0,0,0,0,0.0606530848336443,0,0.128209685608,0,0.0363350417991354,-0.0338361507864359,-0.0689829742875768,-0.043760273566268,0,0,0,0,0.015916795047218,0,0,0,0,0,-0.000318328334907514,0,0,0,0,0,0
X600028.SH,0.299487506742653,0,0,0,0,0,0.138585661945679,0,0,0,0,0,0,0,0,0,0,0,0,0.0363565902172081,0,0,0,0,0,-0.0316250144345533,0,0,0,0,0,0.0207793417882231,0,0,0,0,0,0,0,0,-0.0343894829729216,0,0.0703477741158535,0,0.0230663939100374,0,0,0,0,0,0,0.0412737733934006,0.0437952391213593,0,0,0,-0.0267563600124438,0,0
X601088.SH,0,0,0,0.0526851099226764,0,0,0,0,0,0,0,0,0.0659225750338502,0,0,0,0,0,0,0.219497242313947,0,0,0,0,0,0.018455642678157,0,0,0,0.0163388252037839,0,0,0,0,0,0,0,-1.0842021724855e-19,1.73472347597681e-18,0,0,-0.0574156226502487,0.0308314531403954,0,0,0,0,0,0.030155707331814,0,0,0.00341449348410906,0.0300339535286638,0,0,0,-0.00855396825791207,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,-0.013945176911857,0,0.0561604384003245,0,0.0176054487720294,0,0,0,0.287867475133655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247585167786025,8.67361737988404e-19,0.0224073233492679,0.0717218212136478,0,0.19451155336183,0,0,0.037035289421571,0,0,0,-0.0400908939453175,-0.0465063792916482,0,0,0,-0.0514598983630596,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0427557752774799,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0509310798646818,0,0.00123976559088996,0,0,0,0,0,0,0,0.139039104733694,0,0,0,0,0.0172290723957724,0,0.00260576051503931,-0.0400261461117987,0,0,0,0,0,0.483471491666641,0,0,0,0,0,0,0,-0.0742703934574987,0.106292672830366,0,0,0,0.00515413583045954,0,0
X002460.SZ,0,0,0,0,0,0,0,0.0416237941172941,0,0,0.502020084610371,0,0,0,0,0,0,0,0,0,0,0,0,0.0605154877430526,0,0,0,0,0,0.268519086656384,0,0,0,0,0.00243903862096448,0,0,0,-0.0593575459780462,0.057546143768198,0,0,0.247870853258161,0,0.0212970700008704,0,0,-0.126276867117411,0.0059427890953693,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0.135792473767076,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.0699187525173197,0,-0.0118141278771173,0,0,0,0,0,0,0,0,0,0,0,0.351576125925441,0.0754543867172726,-0.0642387272000043,0.0068097632707053,0,0,0,0,0,0.0512490581462279,0,0.28308508773572,0,0,0,0.0683747397839306,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0.0748191126298851,0.0872584594404642,0,0,0,-0.0751096728367451,0,0,-0.0263241121965017,-0.0575804272089973,0,0,0.273812615752729,0,-3.46944695195361e-18,0,0.0346212771529969,0,0.0590551266011863,0,0.226418465835935,0,0,0,0,0,0,0,0,0,0.0583485524226797,0,0,0,0,0,0,0,0,0,0,0,-0.0534031458015848,0,0,0,0,-0.016979690320572,0,0
X002271.SZ,0,0,0,0.110495528230963,0,0,0,0.0728225822966241,0,0,-0.0631814596305535,0,0,-0.0121759558992341,-0.0177589198793405,0.107966879656398,0.029362468445621,0,0,0,0,0,0,0,0,0.0990510953866921,0,0,0,0,0,-0.0538579988701938,0,0,0,0,0,0,0,-0.0692085570052168,0.047109934118038,0,0,0,0,0.00729745848997203,0,0.116733959078261,0,0,0,0,-0.0349421034946261,0,0,0,0.106487584340423,0,0
X000708.SZ,0,0,0,0,0,0,0,0.166062916722161,0,0,0,0,0,0,0,0,0.0202443442470445,0,0.065650808982998,0,0,0.0226118116032612,0,0,0,-0.0321877538981795,0,0,0,0,0,0.180002789886036,0,0,-0.0364640480396439,0,0,0.0470449992618253,0,0,0,0.0505748150904764,0,0,0,0.00865128853734498,0,0,0,0,0,0,-0.0477071356970367,0,0,0,0.118027037104,0,0
X002466.SZ,0,0,0,0,0,0.361893696494855,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.508743464087927,0,0,-0.28402200695947,0,0,0,0,0,0.0235170131960174,0,0,0,0,0,0,0,0,0,0,0,0,0.0239649039260577,0,0.404525199494225,0,0.0597724721259476,0,0,0,0,0,0,0,0,-0.0931836196420101,0,0,0,0,0.0922379731617932,0,0
X000301.SZ,0,0,0,0,0,0.117060658586476,-0.265590836230957,0.208064667214643,0,0,-0.17667133721136,0,0,0,0,0,0,0,0,0.165962485118365,0.106015482839258,0,0,0.273232588498356,0,-0.0537187261446845,0.250327110505524,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,-0.153711582322001,0,0.182190368203877,0,0,0,0,0,0,0,0.167292312082543,0,0,0,0,0.0308056025710672,0,0,0,0.241063013281616,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00282948876218549,0.179793846820379,0,0,0,0,0,0,0,0,0,0,0,0.149283730259225,0,0,0,0,0,0,0,0,0.18406652590792,0,0,0,0,0,0,0,0,0,0.224470688803829,0,0,-0.0152457314279028,0,0,0,0,-0.00448104639222847,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.0205293148502176,-0.0187141816377931,0,0,0,0,0.0960451141483427,0.0463598258071189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141553677538902,0.10033536752574,0,0,0,0.518251732231493,0,0,0.03133392187654,0.0509286860495978,0,0,0,0,0.0115462922842132,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,-0.212095469048331,0.117869140161974,0.175193298127978,0,0,0,0,0,0,0,0,0.117767141119189,0.667374580325056,0,0,0,0,0,-0.043239379305019,0,0,0,-0.0796225655401381,0.126557853977791,0,0,0,0,0,0,0,0,-0.145686136725018,0.16786208281639,0,0.0101866819731723,0,-0.0244454736785502,0.0203471285584275,0,0.296067799837325,0,0,0.0806053227377224,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,-0.0378905260537179,0,-0.00365431606148446,0,0,0,0,-0.0037692206756984,0,0,0,0,0,0,0,0,0,0,-0.0989346036359923,0,0,0,0,0,0,0,-0.00733501671791795,0,0.0458672566262419,0,0,0.228882678906043,0.277833106217018,0,0,0.0439346420099807,0,0.0751396117160864,0,0,0,0.120491198558798,0,0,0,0,0,0,0,-0.0342364347314942,0,0,0,-0.0452543973519543,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0.0281353087202307,0,0,0.0922163770575836,-0.00168309840717909,0,0,0,0.218601812160717,0,0,0,0,0,0,0,0,0.0833104083751746,0,0,0,0,0,0,0,0.0157552441539358,0,0,0,0,0,0,0.36773980780501,0,0,-0.0769569961384195,0.129041878380415,0,0,0,0,1.73472347597681e-18,-0.0591425966860779,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.11869237219089,0,0,0,0,0,0.106882156069969,1.38777878078145e-17,0.0345961997639595,0,0,0,0,0.0715001211443201,0,0,0,0,0,0,0,0,0,0.00166017990338893,0.135407049942074,0,0,0,0.0809466682923074,0,0,0.12275457596411,0,0,0,0,0,0,0,0,0.245717065151528,0.114961821116923,0,0,0,0,0,0,0,0,0,0,0
X600426.SH,0,0,0,0.0465533831351084,0,0,0,0,0.0386804434565205,0.0349882366965556,0,0,0,0,0,0,0,0,0,0.0602488608973408,0,0,0,0.129481077222723,0,0.0253977476900845,0,0,0,0,0,0,0,0,0,0,0,0.033363790231635,0,0.103087430713087,0.0636863358118548,0,0,0,0,0,0.0877558377349966,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0
X600188.SH,0,0,0.0653183557530624,0,0,-0.409285693253235,0,0,0,0,0,0,0,0,0.452649682473919,0,0.274998429971798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194609478993734,0.0178777655297472,0,0,0,0,0,0,0,0.182042494204475,0,0,0,0.101620605715229,0.134551430357813,0,0,0,0,0,0,-0.0139447924936049,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0.0881738366819319,0,0,0,0,0,0,0,0.0319683187841955,0,0,0,0.127475108152742,0,0,0,0,0,0,0,0,0,0,0.0884845953614817,0.00944840898514614,0,0,0,0,0.0336691229130996,0,-0.0315862732650477,0,0,0.110037329538433,0,0.0158348622946287,0,0,0,0.0557724280465706,0,0,0,0,0,0,0
X000786.SZ,0,0,0,0.0149521444138596,0,0,0,0,0,0.0462647592754936,-0.0126879730967538,0,0,0.0235471895942092,0,0,0,0,0,0,0,0,0,0.199344007331299,0.0467093479885212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080443623350241,0,0,0,0.0608497880585417,0,0,0,0,0,-0.128332620810764,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0256682744444899,0,0,0.00307169796252931,0,0,-0.0390742495976302,0.00970564700373952,0,0,0,-0.0240336876915387,0,0,0,-0.0147667461567704,0.15180057713934,0,0.0231598395125415,0,0,0.0219220033210514,0,0,0.0576108720308811,0,0,0,0,0,0,0.0495200555283587,0,0,0,0,0.0222813597349438,0,0,0,0,0,0.0354482958253958,0,0,0,-0.0458022973254739,0,0
X600176.SH,0,0,0,-0.0829134476680326,0,0,0,0,0,0.391151508442395,0,0.175338197326501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165010101914298,0,0,0.168054714312417,0.161827307703166,0,0,0,0,0,0,-0.0252545853406566,0,0,0,0,0,0,0,0,0,0.114319705727262,0,0,-0.077909689046445,-0.0898929329255326,0,0,0,0,0,0
X600803.SH,0.00272259779286941,0,0,0,0,0,0,0.0842832811708775,0,0.0980914933927765,0.0159257491881183,-8.67361737988404e-19,0,0.144118424970435,0,0,0,0,0,0,0,0.0868252713666208,0,0,0,0.045284862737492,0,0,0,0,0,-0.084992290317086,0,0,0,-0.123411248487492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336740187477792,-0.0631425563011527,0,0,0,-0.0194781102928916,0,0
