,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600019.SH,X000792.SZ,X600111.SH,X002466.SZ,X600010.SH,X600188.SH,X000301.SZ,X601600.SH,X600011.SH,X601898.SH,X002271.SZ,X600660.SH,X000708.SZ,X600547.SH,X600362.SH,X600886.SH,X600176.SH,X600426.SH,X601991.SH,X300037.SZ,X002080.SZ,X600795.SH,X000825.SZ,X000786.SZ,X000408.SZ,X600219.SH,X600803.SH,X600295.SH,X600141.SH,X000959.SZ,X000983.SZ,X600027.SH,X002326.SZ,X000807.SZ,X002353.SZ,X600688.SH,X000723.SZ,X000932.SZ,X000027.SZ,X000898.SZ,X601699.SH,X600096.SH,X600157.SH,X600352.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.238004833553417,0,0,0,0,0,0,0,0,0,0.0970337127847717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537581389559728,0.00480839697024644,0,0,0,0.027644346204918,0,0.126692824630299,0,0,0,0,0,0.000917213395631354,0.0370034619299658,0.0977158078477721,0,0,-0.0154633218089589,0,0,0,0,0,0,0
X600028.SH,0.0784512811880926,0,0,0,0,0,0,0,0,-0.0101154656015713,0,0.0305621708356703,0.0273654736036973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144188855013111,0.0202550784785597,0,0,0,0,0,0.0810733057438119,0,0,0,0,0.0515545157249489,0.0883295325407413,0,0,0,0,0,-0.00786732687948453,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.0380734896653114,0,0,0,0.0600867136255693,0,0,0,0,0,0,0,0.0666607824772446,0,-0.0812281803793838,0,0,0,0,-0.0992331078905976,0,0.0957903415632276,0.0747991366863566,0,0,0.135753762639637,0,-0.0298768351469103,0.13337743655122,0.0310934320181842,0.0322963260811333,0.0340529870710444,0.154729727859688,0,0,0,-0.0119086963420838,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.012840710430433,0,0,0,0,0,0,0.185715855480325,0,0.0876874556657105,0,0,0,0.0395323587538585,0,0,0,0,0,0,-0.0310382911746516,0,0,0,0,0,-0.00257545766001332,0,0,0,0,0,0,0,0,0,-0.00370773870282942,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.0354435929788404,0,0.13439928521639,0.672202958914371,0,0,-1.38777878078145e-17,0,-0.0450807825994687,0,0.0530829230175441,0,-0.0665577196053631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519418375481407,0.0252171517617378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0819414885734688,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.145778938262026,0,0,0.103757813643317,0,0,0,0.0672509551922272,0,0,0,0,0.205310028797076,0,0,0,0,0.152347218825685,0,6.93889390390723e-18,0,0,0,0,0,0.147373455835939,0.0671265389591091,0,0,0,0,0,0.0119191971630713,0,0,0,0,0,0,0.116064194194234,0,0,0,0,0,0.22454979512393,0,0,0.0491667956466294,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.00688488922407821,0,0,0,0,0,0,0,0,0,0,0,0,0.0116470183645318,0,0,0,0,0,0,-0.0395554255687798,0,0,0,0,0,0.0391433173162565,0,0,0,0,0.0585348583424064,0,0,0,0,0,0,0,0,0.558920112521,0,0,0,0,0,0,0.00131175107884136,0,0,0,-0.0448382029099084,0,0
X000792.SZ,0,0,0,-0.033465588682161,0.050228056792124,0,0,0,0,0,0,0,0,0,0,-0.151487324053104,0,0,0,0,0,0,0,0,0,0,0,0,-0.0708781732944555,0,0.233156905744495,0,5.42101086242752e-20,0.0845034382880731,0.0281475091153636,0,0.154287082258815,0,0,0,0,0,-0.280899864314507,0,0,0,0,0,-0.0315177002594299,0,0,0,0.0845986514430747,0,0,0,-0.158604496896078,0,0
X600111.SH,0,0,0,0,0.15874840940945,0,0,-0.0429442985972998,0,0.0531524404083567,0.306687103246424,0.00709034306750493,0,0,0,0,0,0,-0.0620480078350176,0,0,0,0,0,0,0.192885690592825,0,0,0,0,0.447490415430246,0,0,0,0,0,0,0,0.0316518371798166,0,0,0,0,0,0,0,0,0,0,-0.297550154001108,0,0,0.0408508229476455,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.379479096957286,0,0,0,0.275553956528902,0,3.46944695195361e-18,0,0,0.171091105938027,0,0,0,0,-0.0179810853738997,0,0,0,0,0,0,-0.0326543299876697,0,0,0,0,0.182703044310785,0,0,0.0327194709050987,0,0,-0.0339187520411372,0,0.148157599683568,0,0,0,0,0,0,0,0,-0.034788975168322,0,0,0,0,-0.0251340600074657,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.296041826188294,0,0.425607693382158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00769297705662463,0,-0.023035669684595,0,-0.0782477577344591,0,0,0.0645651537474646,0,0.261402735420661,0.0210150561618919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00606728886019181,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0.0886050557851683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0273392664728214,0,0,0.461215003354302,0,0,0,0,0,0,0,0.0135286586704541,0,0,0,0,0,0,0,0,0,0.41650278475097,0,0,0,0,0,-0.02482766026122,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,-0.10861924637132,0,0,-0.0744381946977743,0,1.73472347597681e-18,0,0,0,0,-0.105923127874751,0,0,0,0,0.0279851305604748,0,0,0,0,0.139037590964979,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0599967550646331,0,0.146807385992033,-0.176606334880578,0,0.20945934630652,0.0499345245055238,-0.0867102081613611,0.463477854322948,0,0,0,0.102723839874139,-0.072009156436736,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0628946530382017,0,0,0.116185355208226,0,0,0,0,0,0,0,0,0.190707031327201,0,0,0,0,0,0,-0.02902280522773,0,0,0.0619712229255228,0,0,0.0182528008966667,0,0.0574131937956796,0,0,0,0,0.0642355786515265,0.344127450229232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0752574020182603,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0287340079742237,0.0472581877427914,0,0,0,0,0,0,0,0,0,0,0,0.0332281008401687,0,0,0,-0.116717255406429,0.00269503483500638,0.124221357558946,0.111174656147674,0,-0.0136462589630049,0,0,0,0.450091764587505,0,-0.150559664012713,0.0818232450931466,0,0,0,0,0,0,0,0,0,0,0,-0.0177690955572679,0,0,0,-0.0419701493787259,0,0
X601898.SH,0,0,0.186023189836977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,-0.0450441363254908,0,0,0,0,0,0,0,0,0.0333373214631269,0,0.0507960156627342,0,1.73472347597681e-18,0.0568286846941601,-0.120804502049122,0.0720912904252053,0,0,0.192212548490974,0.248151239363704,0,0,0,0,0,0,0,-0.00460427374116043,-0.0331387541985325,0,0,0,0,0,0
X002271.SZ,0,0,0,0.282118204491179,0,0,0,0,0,0.0925767210694159,0,0,0.0432025792356325,0,0,0,0,0.463538572895668,-0.0141509085217844,0,0,0.0519899361734535,0,0,0,0,-0.138846516798552,0,-0.241304371695549,0.23205375401345,0,0,0,0.104021689397375,-0.0231038227523609,0.111764964194132,0,0,0.0308378491691254,0,0,0,-0.0367875456082382,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0110045475251327,0,0,0,-3.46944695195361e-18,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0.0137723956122966,0.102901339514282,-0.0565990400813634,0,0,0,0,0,0,0.0332632568499643,0,0,0,0,0,0,0.109600661777204,0,0,0,0,5.42101086242752e-20,0,0,0.0384084711793214,0.0817519669698801,0,0,0,0.040922981992541,-0.054511522724994,0,0,0.0294824887174718,0,0,0,0,0.0239954190537435,0,0,0,-0.00902601358893343,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0.111566818801678,0,0,0.102295616788277,0,-0.0258815058461493,0,0,0,0,0,0.0251591476329681,0,0,0,0,0.0303125749598795,0,0,0,0,-0.0371753802271017,0,0,0,0,0,0,0,0,0,0,0,0,0.148424368211629,0,0.151757375646365,0,0,0,0,0.0798589436099644,0,0,0,-0.0555905661999459,0.0300767935564906,0,0,0,0,0,0
X600547.SH,0,0,0.0915271027032624,0,0,0,0,0,0,0,0,0.0309672012818153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0989923429321311,-0.0215065126574497,-0.17453855467296,0,0,-0.026982149786938,0,0,0.0564654571887603,0,0.12767942433969,0,0,0,0.140201812456259,0,0,0,0,0,0,0,0,0,-0.0432394307895596,0,0,0,-0.0120494071101641,0,0
X600362.SH,0,0,0,0,0.16322765281762,0,0,0,0,0.0163352933634363,0.045164595076363,0,0,0.270270898951459,0,0,0,0,0,0,0,0,0,0.17380553241932,0,0,0,0,0,0,0,0.118977206859394,0,0.0338422535651545,0,0,0,0,0,0,0,-0.0804896973309072,0,0,0,0.0815274523918645,0,0,0,0,0,0.00243353649370838,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0.0301797227044274,0,0,0,0.00980474645312494,0,0,0,0,0,0,0,0,0,0,0.289082800713379,0,0,0,0,0,0,0,0,0,0,0.12440661744754,-0.279913437082818,0.0453799366495216,0,0,0,0.252676982541186,0.045351750625886,0,-0.0200131827540716,0,0,0,0,0,0,0.0516927632285222,0,-0.00717604654101318,0,0,0,0,0,0,0
