,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600660.SH,X601898.SH,X600019.SH,X600188.SH,X601600.SH,X600585.SH,X600886.SH,X600011.SH,X600547.SH,X000792.SZ,X600010.SH,X600795.SH,X600111.SH,X600362.SH,X002460.SZ,X600803.SH,X600160.SH,X600489.SH,X000708.SZ,X600027.SH,X000301.SZ,X002466.SZ,X601991.SH,X000786.SZ,X000807.SZ,X000983.SZ,X600426.SH,X600176.SH,X600219.SH,X002128.SZ,X000408.SZ,X601699.SH,X000630.SZ,X600096.SH,X000877.SZ,X601168.SH,X000933.SZ,X600157.SH,X600985.SH,X002353.SZ,X600299.SH,X600352.SH,X000883.SZ,X600995.SH,X600688.SH,X600378.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.155260007872944,0,0,0,0.135963233375231,0,0,0.0323687944910581,0,0,0,0,0.0739599026412772,0,0,0,0,0.238529852398316,0,0.207268662091523,0,0,0,0,0,0,0,0,0,0,0,0,0.0621378644028144,0,0,0,0,0,0,0,0.00147588717309362,0,0,0,0,0,0,0,0,-0.0205357507952307,0.0185090598999329,0,0,0,-0.0160868448248469,0,0
X601088.SH,0,0,0,0,0,0.530229928827198,0,0,0,0,0.180713220969413,0,0,0,0,0,-0.0700566027778296,0,-0.0135438890593311,0,0,0,0,0,0,0,0,0,0.0345032152359786,0,0,0,0,0,0,0,0,0,0.00378567583050897,0,0,0.0221090200151168,0,0.0225186039005142,0.00173604379576239,0,0,0,0,0,0,0.0237479681342689,0,0,0,0,-0.018281873556811,0,0
X600028.SH,0.0194219234014637,0,0,0,0,0.105917587214445,0,0,0,0,0,0,0,0,0.0447392973149999,0,0,0,0,0,0,0,0.00140408929271196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348726025830297,0,0.0180986418722872,0,0,0,0,0,-0.0453284604273204,0,0,0,0,0,-0.0429514936140573,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0871821664875924,0,0.0998828702454961,0.0717864778100424,0,-3.46944695195361e-18,0.0564890750311981,0,0.114057107886536,0,0,0,0,0,0,0,0,0,0,0,0.301690440125304,0,0.0568399457466235,0,0,0,0,0,0,0,0,0.0415911569320388,0,0,0,-0.00540516199048464,0.00432671983617387,0,0,0,0,0,0
X600660.SH,0,0.0572118373022696,0,0,0,0,-2.16840434497101e-19,0.127657606837989,0,0,0,0,0,0,-0.021155987809295,0.135854903675684,0,0,0,0.0381887976146504,0.126327589228359,0,0,0,0.0198102688241226,0,0,0,0.158810245447614,0,0,0,0,0,0,0,0,0.00736128479241911,0,0,0,-0.217599183868695,0,0.0144702809160071,0.0421224604422897,0,0,0,0,0,0,0,0.0209239541827392,-0.0999214917814613,0.195673451773226,0,-0.00544197818556371,0,0
X601898.SH,0,0.640619024203599,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,-0.0343946317658521,-0.0528047011364494,0.226203740497036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13390287579329,0,0,0,0,0,0,0,0,0,0,0.0517000546294861,-0.0201138076578813,-0.0273129166280754,0,0,-0.0173575762367499,0,0
X600019.SH,0.15992722990785,0.095124577110301,0,0,0,0,0,0,0.220798860650383,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.166225336299312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231698923459455,0,0,0.113977723146658,0,0,0.111759823456447,0,0,0,0,0,0,0,0,0.00168631719003428,0.00296312026188376,0.00163732213843203,0,0,0,-0.00746289857535432,0,0
X600188.SH,0,0,0,0.239181668946635,0,0.200175851577493,0,0,0,0,0,0,0,0,0,0,0.032264189104816,0,0,0,0,0,0,0.0688371195018348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108389207749953,0,0,0,0,0,0.0801919760341154,0,0,0,0,0.005602977205508,0.0277396409623955,0,0,-0.0810677429633091,0,0
X601600.SH,0,0,0,0,0,0,0.136368946658476,0,0,0,0,0.0100314660477885,0,0,0,0,0,1.15718198676864,0,0,-0.129923069154425,0,0,0,0,0.0494707717641086,0,0,0,0,0,0,0.214820129524537,0,0,0,0,0,-0.350960228732756,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.00500011886117984,0,0,0,-0.0614737324078696,0,0
X600585.SH,0,0,0,0.123217836086397,0,0.142070764015543,0,0,0,0,0,0,0,0,0.0558108685354325,0,0,0,0,-0.152077859526702,0.0368615474162087,0,0,0,0,0,0,0.151465849655833,0,0,0,0,0,0,0.120056405753083,0,0,0,0.327298426235748,0,-0.0716869273152286,0,0.244046914301752,0,-0.0469191116033603,0,0,0,0,0,0.010468035986535,0.0447226369066076,0.00589085539597008,0,0,0,0.0317837559993018,0,0
