,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X002460.SZ,X600585.SH,X600019.SH,X600111.SH,X002466.SZ,X002271.SZ,X600660.SH,X000708.SZ,X600010.SH,X000301.SZ,X601600.SH,X601898.SH,X600362.SH,X600188.SH,X600547.SH,X600426.SH,X600176.SH,X000408.SZ,X600886.SH,X600011.SH,X000786.SZ,X600219.SH,X000825.SZ,X000723.SZ,X000932.SZ,X600399.SH,X300037.SZ,X601991.SH,X600803.SH,X002080.SZ,X600795.SH,X000959.SZ,X000831.SZ,X002409.SZ,X000898.SZ,X000807.SZ,X002145.SZ,X600352.SH,X600486.SH,X002407.SZ,X000027.SZ,X600549.SH,X600489.SH,X600801.SH,X601699.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,-0.0488164586180237,0,0,-0.0135552982142436,0.0651535057692029,0,0,0,0,0,0.0559532872320454,0,0,0.0500528424878413,0,0,0,0,0,0,0,0,0,0.0553794767005948,0,-0.0247114486025046,0,0,-0.0379049636338639,0,0,0.0798684808156915,0,0,0,0,0,0,-0.00680968304308791,0,0.0727232837290789,0,0,0,0.0349011940510946,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.157315443046506,0,0,0,-0.0263251377790271,0.0177012463781942,0,0,-0.0213735178168387,0,0,0.0284347086661615,0,0.0531092008994556,0,0,0,0.0118000502551604,0,0.071344486344996,0.0308111853778614,0,0,0,0,0,0,0,0,-0.0295919777819298,0,0,0,0,0,0,0,-0.0188330468203032,0,0.0582087462683593,0,0,0,0,0,0,0,0,0.0158067416737992,0,0,-0.0139120013048404,0.027180719309808,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.00265564380347697,0.0361133547883166,0,0.0469292461473868,0,0,3.46944695195361e-18,0,0,0,0.0998714378100664,0,0,0.134371594955834,0,0,0.0312800803407197,0,0.234787827917946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606903519045843,0,0,0,0,0,0,0,0,0,0,0,0.0145081580280032,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,-0.00960384322052515,0,0,0,0,0,0,0,0,0,0.007416656470248,0,0,0.206727994069362,0,0,0.083317330114244,0,0,0,0.167494178836892,0,0,0.0132482211184597,0,0,-0.0807664429118004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,-1.38777878078145e-17,0,0,0,0,0,0.269251388698457,0,0,0,0,0.0972283262290651,0,0,0,0,0,0,0,0,0,0,0.00355149910696889,0,0,0,0,0,0,0,0,0,0,0,0.0665811123317913,0.0559162511035212,0,0.200740618659465,0.0599792988917002,0,0,0.175673563332295,0.0902292929651213,0,0,0,0.158916252294343,-0.189268912943089,0,0.0917749388775262,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.0480129813349493,0,-0.00680957620424934,0,0,0,0,0,0,0,0,0,0,0,0,0.0230451692635499,0.0233959143579364,0,0,0,0,0,0,0,0,0,0,0,-0.00819307175354671,-0.01060393773708,0,0,0,0,0,0,0,0,0.560726545559337,0.00520502499430511,0,0,0.0319628486606418,0.0564837391696283,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00213566789195602,0,0,0,-0.0354258715270147,0,0,0,0,0,0,0.104583766469249,0,-0.0915866370288432,0,0,0,0,0.0329792162660329,0.00632946008919898,-0.0451205650212487,0.428356173399771,0,-0.0233875781947599,0,0,0.0134501419583573,0,0.0748153509256041,0,0,0,0,0,-0.0259439399538661,0,0,0,0,-0.190417857358129,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0960718115113223,0,0,0,0.211557367320162,-0.00932139306766633,0,0,0,0,0,0,0,0,0,0,0,0.0979604062548141,0.260723402919958,0,0,0,0,0,0.191414220393715,0,0,0,0,0,0.013029256156007,0,0.068611853858172,0.516816971548559,0,0,0,0,0,0,0.018784220469872,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.125232863010863,0,0,0.290862610923853,0,0.30575172703327,0,-0.0642672279053082,0.154285150994365,0,0.32273974637713,0,0,-0.158006170119613,0,0,0,0.0860283785540081,0,0,0,0,0.236245709842327,0,0,0.0249093148714017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0862433628991211,0,0,0,0,0,0,0,-0.0616836459654007,0,0,0,0,0,0,0
X002271.SZ,0,0,0.189508384015743,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.164930599291574,0,0,0.198873246186089,0.0668712852545877,0.0491640880721665,0,0,0,-1.38777878078145e-17,0,0,0.0932808290891962,0,0,0,0,0,0.106136986777313,0.047201575287137,0,0,0,0.0594286412067943,0,0.0596681047397228,0,0,0,0,0,0,0,0,0.0726712597536634,-0.0970085487492632,0,0,0,0,0,0
