,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X600585.SH,X601600.SH,X600547.SH,X600886.SH,X600011.SH,X000792.SZ,X600795.SH,X600010.SH,X600111.SH,X600362.SH,X002460.SZ,X600489.SH,X000708.SZ,X002466.SZ,X600160.SH,X600027.SH,X600803.SH,X601991.SH,X000301.SZ,X000786.SZ,X000807.SZ,X600426.SH,X600219.SH,X002128.SZ,X000983.SZ,X000408.SZ,X600176.SH,X000630.SZ,X601699.SH,X000877.SZ,X601168.SH,X600096.SH,X600985.SH,X000933.SZ,X600378.SH,X002353.SZ,X000831.SZ,X600995.SH,X002271.SZ,X600352.SH,X000883.SZ,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.332023814326736,0,0.107401493764548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441192079434759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367881709588106,0,0,0.314952102568879,0,0,0,0,0.364461098916644,0,0,0,0,0,0,0,0.0455351176475322,0,-0.0756776392828137,0,0,0,0,0
X601088.SH,0.128585950469136,0,0,-0.0123808892880171,0.202836057898799,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.116684209732483,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0.0205976609317506,0,0,0,0,0,0,0,0,0,0,0.157248373846304,0.0290302581225592,0,0,0,0,0,0,0,0.042921097923305,0,0,-0.0378790441638874,0,0,0,0,0,0
X600028.SH,0.452544157801803,0,0,0,0.207776673915162,0.170612816192071,-0.0711261363604135,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0783906235903114,-0.0914594295262273,0,0,0,0.0962956105357228,0,0,0,0,0,-0.129663482895762,0,0,0,0,0,0.0781359406826015,-0.127695153098462,0,0,0,0,0,0,0,-0.0433641748341662,0,0.084523480138929,0,0,0,0.00756931451485236,0,0,0,0.0196121084390903,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0221661264695601,0,0,0,0,0,0,0,0,0.117494713381007,0,0,0,0,0,0.110415627606641,0,0,0.0566324295565116,0,0.368132639491998,0,0.130893269822444,0,0,0,0,0,0,0,0,0,0,0,0.064185924769282,0.0162674545571315,0,0.00912238955545934,0,0,0,0,-0.100276631312484,-0.0240256451625895,0,0,0,0,0,0
X601898.SH,0.342098717633259,0,0,0,0,0,0,0,0.0404046943445133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0816057584132814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.00893732688849608,0,0,-0.0052437805315391,0,-0.119353932438166,0,0,0,0
X600188.SH,0,0,0,0,0.158573909760461,0,0,0,0,0,0,0,0,-0.17042937909934,0,0,0,0,0,0,0,0,0,0.1433686765198,0,0,0,0,0,0,0,0,0.14369512847719,0,0,0,0.375476196568083,0,0,0,0.0482196713388717,0,0.278239292739273,0,-2.77555756156289e-17,0,0.0613960380733133,0,0,0,0,0,0,0.170340261546267,0,0,-0.025695375731264,0,0
X600660.SH,0,0,0,0.302137906529639,0,0,0,0,0,0,0,0,0,0,0,0,0.34083100420986,0,0,0.0672977125657075,-0.51938610335088,0,0,0,0,0,0,0.251738052635921,0,0,0,0,0,0,0,0,0.166445589432125,-3.46944695195361e-18,-0.268466401462918,0,0,0,0,0,0,-0.161890952908899,0.016744221608335,0,0,-0.154215607937133,0,-0.0842523900845182,-0.00850160696318606,-0.0572817752396556,0,0,0,0,0
X600019.SH,0.0571601862714168,0,0.188105866201287,0,0,0,0,0,0,0.016161142428627,0,0,0.211722572691831,0,0,0,0,0,0,0,0.208013945870993,0,0,0,0,0,0,0,0,0,0.00602373233704156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191953666748978,0,-0.0824448800914362,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.190339990594793,0,0,0,0,0,0,0,0,0.108452244857627,0,0,0,0,0,0,0,0,0.02564320685076,0,0.00179303944043195,0.119838116984789,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.217607744049956,0,0,0,0,0,0,0,0,0,0,0,0.165022742741391,0,0.0205178180061001,0,0,0,0,-0.0360986365883899,0,0
X601600.SH,0,0.102826761911965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0527193622115731,0.125651961454682,0,0.126562941976496,0,0,0.087488180474109,0,0,0.16272083505141,-0.00585054558873025,0.410769344155848,0,0,0.018386098736717,0,0,0,0,0,0,0,0,0,0,-0.014932454049105,0,0,0,0.36987369965264,0,0
X600547.SH,0,0,0,0,0,0.072811043249888,0,0,0,0.0177529913109503,0,0,0,-0.00592508827626598,0,0,0,0,0,0.75115587738108,0,0,0,0,0.0567959839188835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025168655719953,0,0,0,0.0405890946962901,0,0,0.0063039736821683,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394810513890878,0,0,0,-0.10031752293566,-0.0449944424187764,0,0,0,0,0.263763855322655,0,0,0,0,0,0,0,0,0,0,0,0,-0.0846177089566966,0,0,0,0,0,0,0,0,-0.131474289402751,0,0.177880842509136,0,0,-0.0616319178365314,0.0724011362264059,0,0,0,-0.00947650496177884,0,0
