,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X601600.SH,X600585.SH,X600886.SH,X600547.SH,X600011.SH,X000792.SZ,X600795.SH,X600362.SH,X600010.SH,X600111.SH,X002460.SZ,X600489.SH,X000708.SZ,X600803.SH,X600027.SH,X002466.SZ,X600160.SH,X000301.SZ,X601991.SH,X000786.SZ,X600426.SH,X000983.SZ,X601699.SH,X000807.SZ,X600219.SH,X000630.SZ,X600985.SH,X600176.SH,X601168.SH,X002128.SZ,X600096.SH,X000933.SZ,X000408.SZ,X000877.SZ,X002353.SZ,X000027.SZ,X600378.SH,X600352.SH,X000883.SZ,X600995.SH,X002271.SZ,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,1.73472347597681e-18,0.199804396534596,0,0,0,0.198199742811631,0,0,0,0,0,0,0,0,0,0,0.0702472280863105,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191829783020945,0,0,0.0448288841621311,0,0,0,0,0,0.205754299881093,0,0,0,0,0,0,0,0,0.0334899714833698,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.33857483384706,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168992750096425,0,0,0,0,-0.00150015562712842,0,0,0,0,0,0,0,0,0,0,0.12796193044041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021563431199923,-0.0188294723507821,0,0,0,0,0
X600028.SH,0.471147249336772,0,0,0,0.236209716682088,0,0,0,0,0,0,0.0502700427072621,0,-0.0218286915891823,0.147123353524499,0,0,0,1.38777878078145e-17,0,0,0,0,-0.0868948627765344,0,0,0.035419714153825,0,0,0,0,0,0,0,0,0,-0.0788057102786314,0,0,0,0,0.0392994604900236,0,0,0,0,0,0,0,0,0,0.0268404434133375,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.0544940380464926,0,0.0681897431996248,0,0,0,0,0,0,0,0,0,0.0803814938895999,0,0,0.161376802714948,0,0,0,0,0,0.132131568689491,0.245503826786001,0,0,0,0,0,0,0,0,0.12712082893575,0,0,0,0,0.0849259255052933,0,0,0,0,0,2.77555756156289e-17,0,0,-0.101707803555994,-0.000768582048805339,0,0,0,0,0,0
X601898.SH,0,0.745551082418432,0,0,0,0.0735465273089839,0,0,0,0,0,0.0577256646379075,0,0,0,0,0,0,0,0.00284131430669077,0,0.117012055213386,0,0,0.0119964789793022,0,0,0,0,0,0,0,0,0,0,-0.0369856779216507,0,0,0.0569469032480533,0,0,0,0,0,0,0,0.0607247491080229,0,0,0,0,0.044043318063511,-0.0279855429121693,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.159352444851839,0,0,0,1.38777878078145e-17,0,0,0,0,-0.0233003899649691,0,0,0,0,0,0,0,0,0.0290776681479272,0,0,0,0,0,0,0,0.143975586015315,0,0,0,0.617742265629179,0,0,0,0,0,0,0,0,0.21610589258646,0,0,0,0,0,0,0,0.103290760692309,0,0,0,0,0,0,0
X600660.SH,0,0,0,0.0961219966145516,0,0,0,0,0.144852336773906,0,0,0,0,0,0,0,0,0.194225269630572,0,0,-0.312768151730706,0,0,0,0.12083212968113,0,0,0.231359404426924,0,0,0,0,0,0,0,0,-0.181051825431026,0,0,0,0,-0.274200133509959,0,0,0,0,0,0,0.198417379930012,0,0.177692984532708,0,-0.0423378803735473,-0.181179300427315,0,0,-0.121576575945546,0,0
X600019.SH,0,0,0.383572809855896,0,0,0,0,0,0,0.472019395155498,0,0,0.0665326923793065,0,0,0,0,0,0,0.107176809247474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0377538774420743,0,0,0,0,0,0,-0.0239981207246756,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.025034440182095,0,0,0,0,0,0,0,0,0.128886683369477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484926157286237,0,0,0,0,0.415966450916511,0.0115950765602656,0,0,0,-0.0114526131686147,0,0,0,0,0.207538048674539,0,-0.0783854500074621,0,0,-0.0510440234347718,-0.0164378865145882,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0728021774064514,0,0,0.128405887464574,0,0,0,0,0,0.0781210707463531,0,0,0,0,0,0,0,0.0190207238527539,0,0,0,0.128829623808354,0,0.0840041660398876,0,0,0,0,0,0,0.0711558345246382,0,0,0,0,0,0,0.222240480717238,0,0,0,0,0,0,0,0,0,0.0967850770209422,-0.0145201133545817,0,0,0,0,0,0
