,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X600019.SH,X002466.SZ,X000792.SZ,X600011.SH,X601898.SH,X600111.SH,X000301.SZ,X000708.SZ,X600660.SH,X601600.SH,X600010.SH,X002271.SZ,X000877.SZ,X600547.SH,X600886.SH,X600426.SH,X600795.SH,X000983.SZ,X600362.SH,X601699.SH,X600176.SH,X600803.SH,X600027.SH,X601991.SH,X000786.SZ,X000629.SZ,X600995.SH,X000807.SZ,X600160.SH,X000933.SZ,X000408.SZ,X600219.SH,X600096.SH,X600489.SH,X600378.SH,X000723.SZ,X002080.SZ,X000831.SZ,X000932.SZ,X600348.SH,X600801.SH,X600985.SH,X600141.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0327392276525382,0,-0.031400231892657,0,0,0.171023225741616,0,0.0117600380687813,0.0247120042584353,0,0,0,0,0.0360959922213258,0,0.0216696744410339,0,0,0,0,0,0,0,0,-0.0546596767628464,0,0,0,0,0,0,0,0,0,0.0042341485319092,0,0,0.0726244842728935,0,0,-4.33680868994202e-19,0.00971007773285261,0,0,0,0,0,0
X600028.SH,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.120180559457069,0,0,0,0,0.0838036876301078,0,0.0344245476977384,0,0,0.0881935391029984,0,0,0,0,0,0,0,0,0.0232382651578834,0,0.00585273035603682,0,0,0,0,0,0,0,0,-0.0116129550489839,0,0,0,0.0354363545633166,0,0,0.104698076093931,-0.0387073952826253,0,0.00377837732237324,0.00636871964904706,-0.0848991299811522,0,0,0,0,0
X601088.SH,0,0,0,0,0.0469301171245845,0,0,0,0,0,0,0.112078852897176,0,0,0,0,0,0,0.0115369221557229,0,0,0,0.0383564103073773,0,0,0,0.107654130480983,0,0.074435660662737,0.0728244165877742,0,0,0,0,0,0,0,0,0,0,0,-0.0554411893394605,0,0,-0.0290823291169159,0,0.0130424107611951,0,0,0,0,-0.00703343423697881,0.0218439214624099,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.0460990772969051,0,0,0,0,0,-0.113556090315826,0,0,0.239467178332683,0,0.0689321483972292,0,0.151633379833592,0,0.124443936033756,0,0,0.169656494218295,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0540262928463546,0,-0.0537513064119599,0,0,0,0,0,0,0,0,0,0,0,0.39117236036038,0,0,0,-0.163721166148413,0,0.00884791609428393,0,0,0,0,0,0,0
X600188.SH,0,0,0,-0.163375977986223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196407147505903,0,0.133361923277098,0,0,0.13203563338208,0,0.141027808455005,0,0,0.0922221349407359,0,0,0,0,0,0,0,0,0,0.0649890406087497,0,0,-0.0515781287754147,0,0,0,0.661879133611147,0,0,-0.0023314671130135,-0.0131632073997076,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0717340429702466,0,-0.0385738456584939,0,0,0.000291482131193605,0.330204063178054,0,0,0.0226781285329866,0,0.00904589113831174,0.000963609375328884,0,0,0,-0.0198763382385054,0,0.152328247031437,0,0,0,0,0.124160882783159,0,0,-0.0472265386216304,0,0,0,0,0,0,0,0.155217026030305,0.0231076658350917,0,0,0,0.00580164681110069,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.610200986582444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,-0.0368967865678754,0,-0.0707006218978263,0,0,0,-0.042098399371965,0,0.124686085536125,0,0,0.0181749951076078,0,0,0.0487136032793591,0,0,0.0891818130659044,0,0,0,0,0.00779612675300289,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0500800355591433,0,0,0,0,0,0.0758258783703062,0,0,0,0,0.201790318886155,0,0.127459852725374,0.108582093126237,0,0,0,0,0,0,0,0.15835623559693,0,0,0,0.0191409971910592,-0.0275644222373133,0,0,0,0,0,0,0,0,0,0,0,0,0.201703014284827,0,0,0,0,0.0328312985831557,0.00783848821365016,-0.0139023182478803,0,0,0,0,0,0
X002466.SZ,0,0,0,0,-0.025502029468544,0,0.573351035439057,0,0,0.0657342434788697,0,0,0.0156497009895629,0,0,0,0,0,0,0,0,0,0,0,0.047652042791686,0,-0.00902111566298202,0,0,0,0,0,0,0,0.192998235740088,0,0,0,0,0.04919332189876,0,0.0997875675050434,0,-1.38777878078145e-17,0,0,0,-0.129936729537797,0,0,-0.037418498729689,0,0.00302732040439052,-0.0547648228538874,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.33481229211668,0,0.158070567680493,0,0.0330849955966846,0,0,0,0,-1.73472347597681e-18,0,0,0,0.168259417932249,-0.000782292272733837,0,0,0,0,0,-0.0274050061463115,0,0,0,0,0,0,0,0,0,-0.0639663840670358,0,0,0,0,0,0,0,0.0101600463498188,0,0.0501342802586324,0,0,-3.46944695195361e-18,0,-0.00896273499526947,0,-0.179949502727296,0,0,0,0,0
