,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X600660.SH,X002271.SZ,X000708.SZ,X002466.SZ,X601898.SH,X000301.SZ,X601600.SH,X600547.SH,X600362.SH,X600111.SH,X600188.SH,X600010.SH,X600886.SH,X600011.SH,X000786.SZ,X600426.SH,X600176.SH,X000408.SZ,X601991.SH,X600795.SH,X600803.SH,X600352.SH,X000932.SZ,X002080.SZ,X600219.SH,X600489.SH,X000825.SZ,X002353.SZ,X000027.SZ,X300037.SZ,X000898.SZ,X600688.SH,X600315.SH,X000959.SZ,X600801.SH,X000807.SZ,X002409.SZ,X601699.SH,X000830.SZ,X600027.SH,X600486.SH,X600399.SH,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0136253899946005,0,0,0,0,-0.0157819492596352,0,0.00748454192357694,0.0102361363079739,0,0,0,0,0,0.131837448432284,0,0,0,0,0,0,-0.00453994650590381,0,0,0.0599675597907136,0,0,0,0,0,0.0534045244970281,0,0,0,0,0,-0.0469498552143948,0.118184713287106,0,0,-0.0522113359970849,0,0,0,0,0,0,0,0,0,0,0,0,-0.0156824748305985,0,0
X600028.SH,0,0,0.0325789160889744,0,0,0,0.100081528037619,0,0,0.0611795928550391,0,0,0,0,0,0,0,0.0710277363944811,0.0229923577267407,0,0,0,0,0,-0.0199871682594328,0,0.0503205225887716,0,0,0.0347010364950865,-0.0179537296298837,0,0,0,0,0,0,0,0,0,0,0,0.0855951065805649,0,0,0.00671002181312233,0,0,0,0,0,0.0166590555835972,0.0838882315265116,0,0,0,-0.0340543691730331,0,0
X601088.SH,0,0.0512665024595095,0,0.023767872613862,0,0.0433373867261192,0,0,0,0,0,0.0022284837992394,0,0,0,0,0,0.151414467698951,0,0,0,0,0,0.0745040360147853,0.018949675600445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0599643525378064,0.0460226859644725,0,0,0,0,0,0,0,0,0.0710485909537499,0,0,0.0240428311837708,0,0,0,-0.013492369649653,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0742251092591082,0,0,0,0,0.0155231119469721,0.22680410498673,0.0852717426634504,0,0,0,0,0,0,0,0,0,0,0,0,0.004256151516123,0,0,0.0224886908035325,0,0,0,-8.67361737988404e-19,0.0712881156716649,0.178211278781273,0,0.0903824761418492,0,0,0,-0.0579694437694813,-0.018245603940104,0,0,0,-0.0363710988522585,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0118922672067394,0,0,0,0.0119926803867345,0,0,0,0,0.0214726638609852,0,0,0,0.0110765029693447,0,0,0,0,0,0,0,0,0,0,0.036551879621356,0,0,0.0342015788972482,0.10099808890459,-0.0619194639082086,0,0,0,0.501690622626362,0,0,0,0,0,0,0,0,0,-0.0698919352328997,0.0828450839717285,0,0,0,0.0183900748386638,0,0
X002460.SZ,0,0,0,0,0,0,0,0.196085609059092,0,0,0.429351675632447,0,0.0860446048030684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0704136006649269,0,0,0,0,0,0,0.126031189002505,0,0,0,0,0,0.179027117110707,0,0,0.0612813887924,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,-0.0185705114092949,0,0
X600019.SH,0,0,0,0.00765306868310623,0,0,0,0,0,0,0.0570196190823156,0,0,0,0,0,0,0,0,0,0,0,0,0.107135347757498,0,0,0,0,0,0.0731530219801164,0,0,0,0.199116084178717,0,0,0,0.196875860596685,0,0,0.0647576779881495,0,0.0326752787885963,-0.191085097863976,0,0,0,0,0.13139080570354,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0.0177798486376729,0.241887098440559,-0.0615672099417309,0,0,0,0.196276677682596,0,-0.150501915113474,0,0,0,0.143483773258078,-0.0039097693861944,0,0.0110224733346308,0,0,0.0473882416961373,0,0,0.0492864446264083,0,0,-0.0666169677433464,0,0,0.172912875278336,0,0,0,-0.0501440894533737,0,0.0187133635689193,0.164836510940699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0.210925238356917,0,0,0,0,0,0,0,0,0,0,0.0249111818286431,0,0,0,0,0,0,0,0,0,0.104722580269733,0,0,0,0,-0.114311337622143,0,0,0.0234872546515228,0.0375614836825123,0,0.0241423218046695,0,0,0,0,0,0,0,0,0.00255753586418439,0,0,0.110858205756946,0.0321934813978967,-0.0491214098428017,0,0,-0.0193522942607853,0,0,0,0.0451674171412394,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0.0987171798021226,0,-0.0715993197554718,0,0,0.0157481314705619,0,0,0,0,0,0.0465344200151399,0.0341264839227779,0.0142282945054996,-0.0293961147595564,0,0,0,0,0.128626255486864,0,0,0,0,0,0,0,0.0392171109153593,0,0.0618517950624212,0,0,0,0,0.0587050260208869,0,0,0,-0.0869324067943912,-3.46944695195361e-18,0,-0.0942487518494761,-0.00748950300449745,0,0,0,0,0,0
