,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X601991.SH,X600547.SH,X600688.SH,X601600.SH,X600660.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X000898.SZ,X600027.SH,X600111.SH,X600516.SH,X601992.SH,X600299.SH,X000629.SZ,X000709.SZ,X002466.SZ,X600176.SH,X600808.SH,X002460.SZ,X600352.SH,X600801.SH,X000825.SZ,X002110.SZ,X600489.SH,X300072.SZ,X600339.SH,X601158.SH,X000553.SZ,X601699.SH,X600583.SH,X600219.SH,X000932.SZ,X000883.SZ,X000786.SZ,X600426.SH,X000630.SZ,X000301.SZ,X000408.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.145746830693444,0,0,0,0,0,0.0656291270652539,0.125343433249643,0.021174925833442,0,0.029198599656898,0,0,0,0,0,0,0,0,0,0,0,0,-0.0666342864759695,0,0,0,0,-0.0333208750092486,0,0,0,0,0.0705337382624832,-0.0257138087703339,0.209733657328032,0,0,0,0.0273118622904669,0,0,0,0,0,0,0.329542264895219,0,0,0.00634822027100128,0.036725891765057,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.210612143133425,0.00202242594026557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197700531733872,0,0,0,0.367183335012945,0,0,0,0,0,0,0,0,0,0.0280675468523265,0.0783106807200497,0,0.130812182653664,0,0,0,0,0,0,0,0,0,0,-0.0526775826025039,0,0.0480164431535219,0,0,0,0,0,0
X601088.SH,0.150638188493889,0,0,0.0353830396738085,0,0,0,0,0.110366181062795,0,0.0100401403766335,0,0.147530723885202,0,0.125413259879955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0658543841495872,0.0097875926546889,0,0,0,0.0126513295070732,0,0,0.0837195966166047,0,0,0.0239233777288915,0,0,0,0,0.0329158619024994,0,0,0,0.0211838803303987,0,0,0,0,0,0
X600585.SH,0,0,0.0923721572328231,0,0,0.0788195607126529,0.0874535570830664,0,0,0,0,0,0,0,0,0,0,0,0.0928153316014148,0,0,0.0153464490210896,0,0,0.0364080972997515,0,0,0,0,0,0,0.531776299355467,0,0,0,0,0.0764942200532137,0,0,0,0,0,0,0,0,0.0129715509515423,0,0,0,0,-2.16840434497101e-19,0.00719142685730631,0,0,0,0,0,0
X600019.SH,0,0.112224050709265,0,0.0993907737300388,0,-0.00346882623614296,0,0,0,0,0,0,0,0,0,0,0,0,0.547181305216316,0.0137718980636914,0,0,0,0,0,0,0,0,0,0,0,0.0469137624925348,0,0,0,0,0,0,0,0,-0.0355934594859747,0,0.147368308106467,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587960711342001,0
X600011.SH,0,0,0,0.119800330414872,0,0,0.00599269824535233,0,0,0,0,0,0,0,0,0,0,0,0,0.770451131383598,0,0,0,0,0,0,0,0,0,0.0499427877447395,0,0,0,0,-0.0849730865526178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00262404812020285,0.0347516197140855,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.391414975793979,0,0,0,-0.238722929884136,0,0,0,0.165526397069221,0,-0.255806270523449,0,0,0,-0.0159569428784623,0,0,0,0,0,0,0.435349558629588,0,0,0.0287969664083718,-0.0754922018758435,0.00202369310682649,0.0282746709345839,0,0,0,0,-0.484312000384115,0
X600010.SH,0.0848133147976817,0,0,0,0,0.018845351980604,0.104105520013821,0,0,0,0,0,0,0,0.0211937263489734,0,0,0,0,0,0,0.0312513014528998,0,0,0.0487246629299895,0,0.0834311142229183,0,0,0,0,0,0.0239926032004867,0,0,0,0,0,0,0,0,0,0.200783536125967,0,0,0,0,-8.67361737988404e-19,0,0,0.00345184498836501,-0.0526357225698708,0,0,0,0,0,0
X601898.SH,0.11627035614251,0.221120186794623,0.255631366454435,-0.00850428625948568,0,0,0,0,0,0,0,0,0,0,0.0819847662751652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300091049824287,0,0.00121256147152553,0,0,0,0,0,0,0,0,0.234006138944546,0,0,0.0350483413929751,-0.0364332250225633,0,0,0,0,0,0
X601991.SH,0,0.0207257320554574,0,0,0,0,0,0,0.172305765044686,0,0,0,0,0.0113049080736589,0,0,0,0,0,0,0,0,0,0.0287393907057868,0,0,0.00581267492881132,0,0,0,0,0,0,0.0956043632689319,0,0,0,0,0.0237763196854956,0,0.00646218526151194,0,0,0,0,0,0,0.0176334990746045,0,0,-0.0234781845704571,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.0915119407483824,0,0,0,0,0,0,0,0,0.0404067043168318,0,0,0,0,0,0,0,0,-0.00157566511086239,0,0.0680816648286027,0,0,0,0,0,0.230644095647335,0,0.53804540287279,0,0.00581981923150654,0,0,0,0.000718229731670302,0,0,0,0,0,0,-0.0390567465592409,0,0,0.0369810765932042,-0.0345834326361916,0,0,0,0,0,0
X600688.SH,0.200712638002981,0,0,0,0,0,0,0,0,0,0,0,0,0.106016682498764,0,0,0,0,0,0,0,0,0,0.0372847666168699,0,0,0,0,0.0824483229369739,0.00837547614427036,0,0,0,0,0,0,0,0,0,0,0.105189346090516,0,0,0,0,0,0,0,0,0.0413676574533583,0.0198452264027617,0.00796519517365344,0,0,0,-0.275723205648024,-0.0188103816579845,0
