,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X600886.SH,X601600.SH,X601991.SH,X600688.SH,X000709.SZ,X600027.SH,X600157.SH,X000539.SZ,X600111.SH,X600362.SH,X600188.SH,X600583.SH,X002075.SZ,X601158.SH,X600352.SH,X000898.SZ,X600021.SH,X601992.SH,X600309.SH,X000883.SZ,X002353.SZ,X000027.SZ,X600660.SH,X600808.SH,X000629.SZ,X002470.SZ,X000878.SZ,X600863.SH,X000792.SZ,X000060.SZ,X600307.SH,X000959.SZ,X600098.SH,X000825.SZ,X600578.SH,X600489.SH,X300072.SZ,X601918.SH,X600008.SH,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.736258054608124,0.162744049645847,0,0,0,0,0,0,0,-0.0874101360998331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00949641765341954,0,0,0,0,0,0,0.0598807540686916,0,0,0,0.0708214825876979,0,0,0,0,0,0,-0.0346049625726542,0,0,0,0,0.00670230109505489,0,0,0,0,0,0,0
X600028.SH,0.46839986305797,0,0.140212936311069,0,1.38777878078145e-17,0.0724990694947076,0,0,0,0,0,0,0.0399692952789812,0,0,0,0,0,0,0,0.0493169691248519,0,0,0,0,0,0,0,0,0,0.0156754275804592,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570587920778851,0.0256812509646621,0,0,0,0.0127317017805906,0.125413885881237,0,0,0,0,0
X601088.SH,0.0434151971866521,0,0,0.166786289670518,0.00620051489684902,0.121943639655964,0,0.145701272369496,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,1.0842021724855e-19,0,0,0.0180603391619946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000657666006232754,0,-0.0201253945307049,-0.00442526771381145,0,0,0,0,0,0
X600010.SH,0,0,0.148168586180007,0,0,0,0,0,0,0,0,0,0,0,-0.0285636456721196,0,0,0,6.93889390390723e-18,0.100286155637575,0,0,0,0,0,0.093980816053531,0,0,-0.0866401109966913,0,0,0,0.324107717450348,0,0.103845666285756,0,0,0,0.146247234287735,0,0,0,0,0,0,0,0,0,0.120406212300801,0,0.00114793240870063,0.0114250306475244,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0137039523325283,0,0.184270826503221,0,0,0.0427892400634272,0.135595090579663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0910807804135047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432130877580764,0,0,0,0,0,0,-0.0022276516855561,0.0101001414871903,0,0,0,0,0,0
X600019.SH,0,0.059871488141162,0.158185421119184,0,0.143151063676776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398498580390206,0,0,0,0.219700899062505,0,0,0,0,0,0,0,0,0,0,0,0.145246287015775,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X600585.SH,0,0,0.0828449221170722,0,0.081464309398528,0.142457313828057,0,0,0,0,0.0613247879249094,0,0,0,0,0,0,0,0,0,0.00864763718039151,0,0,1.73472347597681e-18,0.0179626777358109,0,0,0.0747456630658597,0,0,0,0.214866264491732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122139579914135,0,-0.0157180032629682,-0.021812421796929,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.138273999338711,0,0,0,0,0,0,0.168784577314134,0.127150668321351,0,0,0,0,0,0.102743286404695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225502711477809,0,0,0.230779630323085,0,0,0,0.00361126278908067,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.0424642111611502,0.080605153736915,0.00403683325426213,0.00619419867846156,0,0.0820276128851391,0,0,0,0,0,0.0404285587298657,0,0,0,0,0.177584652369949,0,0,0,0,0,0,0,0,0,0,0.278001156095941,0,0,0,0,0,0,0.112733156949429,0,0,0,0,0.00742411869739061,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.133390026651486,0,0,0,0,0,0,0,0.114681885979986,0,0,0.131296226024939,0,0,0,0,0,0,0,0,0.0378984175249963,0,0,-0.126179955444204,0,0,0,0,0,0,0,0,0,0.118962603214566,0,0,0,0,0.168128565321389,0,0.0267492950340131,0,0,0,0,0.00148261902861398,-0.01571154154356,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.162274415176481,0.112611370266558,0,0,0,0.197090357427153,0,0,0,0,0.266900001068147,0,0,0,0,0,0,0,0,0.164692791082155,0,0,0,0,0,0,0,-0.0788647317023636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0589097285914971,0,0,0,0,0,0
