,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600011.SH,X600188.SH,X600585.SH,X600019.SH,X002460.SZ,X002466.SZ,X600547.SH,X601898.SH,X000792.SZ,X601600.SH,X600886.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X600795.SH,X600027.SH,X601991.SH,X002271.SZ,X600362.SH,X600426.SH,X600803.SH,X601699.SH,X000983.SZ,X600489.SH,X600176.SH,X000807.SZ,X600995.SH,X000539.SZ,X000786.SZ,X000408.SZ,X600160.SH,X600219.SH,X300037.SZ,X000629.SZ,X600688.SH,X600378.SH,X002409.SZ,X000932.SZ,X600612.SH,X600157.SH,X002080.SZ,X000027.SZ,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.759669968840077,0,0,0,0.0284251306642444,0,0,0,0.0885023262831428,0,0,0,0,0,-0.0802909418194334,0,0,0,0.0533987396993663,0,0,0,0,0,0,-0.104955710008823,0,0,0,0,0,0.0882372890876054,0,0,0,0,0,0,0,0,0,0,0,0,0.207087817351123,0,0,0,0,0,0.0309309510906466,0,0.215490106902407,-0.212872507853618,0,0,0,0
X600028.SH,0.712487608708803,0,0,0,0,-0.0929370556473638,0,0,0,-0.0828338131429788,0.0872915591767848,0.0612835164523379,0,0,0,0,0,0,0,0,0,0,0,0.0498324993796498,-0.00584470729660639,0,0,0,0,0,0,-0.0453995649274154,0,0,-8.67361737988404e-19,-0.0475198175165876,0,0,0,0,0,0,0,0,0,-0.010028564993839,0,0,0,0,0,0.0067297198713478,0,0,0,0,0,0,0
X601088.SH,0.231009539698555,0.0039268117293832,0,0,0,-0.120256881352258,0,0.0599950265903847,0,0.0067867162977029,0,0.312304043340352,0,0.130046267672305,0,0,0,0,0,-0.209738221555971,0,0,0,0.0493808209934081,0,0,0,0,0.0323805727253965,0,0,0,0,0,0,0.118592853684671,0,0,0,0,0,0,0.0896123691671634,-0.0575976318237461,0,0,0,0.095341957588905,0,0,0,-0.045222147891336,0,-0.0860644181455468,0,0,0,0,0
X600309.SH,0,0,0,0,-0.154403342240476,0,0,0,0,0,0.0335308209339278,0,0,0,0,0,0,0,0,0,0,-0.00603964311794088,0,-0.0105117540067809,0,0,0.126523563448612,0,0,0,0,0.0447848988504287,0.102273861128732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00988460383133661,0,0,0,0,0,0,0
X600011.SH,0,-0.0852881729317965,0,0,0,-0.0644765373707244,0,0,-0.126007781676812,0,0,-0.033227094083349,0,0,0,0,0,0,0,0,0,0,0.300642879727012,0,0,0,0,-0.00510902548770461,0,-0.121827504044717,0,0,0,0,-0.097284508239668,0,-0.138949471759242,0,0,-0.0268625248663256,0,0,0,0,0,0,0,0.115706285550967,0,0.426488315141349,0,0,0,0,0,0,0,0,0
X600188.SH,0.119581839538211,0,0.148048035878826,0,0,0,0,0,0,0,0,0.320246847174062,0,1.38777878078145e-17,0,0,0,0,0.232654843063871,0,0,0,0,0,0,0,0,0,0.193600108004978,0.13386099933455,-0.0292194265485729,0,0.0773993944236228,0,-0.0295024309846381,0,0,0.027779329654614,0,0.215847308421162,0,0,0,0,0,0,0,0,0,0,0,-0.167357478561227,-0.0724905353925158,0,0,0,0,0,0
X600585.SH,0,0,0,0.111142902739873,-0.0353177683652338,-0.0447881448783222,0,0.018495125004665,0,0,0,0,0,0.0184322323452565,0,0,0,0,0,0,0.0655715187167254,0,-0.090431527688475,0,0.0238865623767645,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0631985009441703,0.248187720606187,-0.00647580772544065,0,0,0.0164557767541053,0,0,0,0,0,0,0,0,0,0,0,-0.0204482344186394,0,-0.187166738298651,0,0,0,0,0
X600019.SH,0,0.079057862968467,0,0,0,0.0678440766448522,0,0,0,-0.0231897944903557,0.0450800985674304,0,0,0.111539246333209,0,0,0,0,0,0,0,0,0,0.0359922298175165,0,0.0677548031775194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249374979075411,0,0,0,-0.0716346316264424,0,0,0,-0.0105484912289841,0.0501309005512722,0.0268005556034828,0,0,0,0,0,0,0
X002460.SZ,-0.0444207690140488,0,0,0,0,0,0,-0.033086180360001,0,0.598439980207474,-0.0757179324543799,0,0,0,0,0,0,0,0,0,0.131832517167393,0,0,0,0,0,-0.0379378701373875,0,0,0,0,0,0,0.022732690172905,0,0,0.156249033709632,0.0503209827073903,0,0,0,0,0,0,0.0407095782904969,0,0,0,0,0,0.240331274106647,0.029500087540399,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.24255488697969,0,0,0,0.250645344173812,0,0,0,0,0,0,0,0,0,0,0,0.122382333301197,0,-0.087776730427348,0,0.335762987518404,0.0401950220379792,0,0,0,0,0.036648519610051,0,0,0.325752442568801,0,0,0,0,0,0.0932134750247488,0,0,0,0.0709013004432737,0,0,-0.134234743958205,0,0.041318751383436,0,0,0,0,0,0
