,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600019.SH,X000792.SZ,X600111.SH,X002466.SZ,X600188.SH,X000301.SZ,X600010.SH,X600660.SH,X601600.SH,X600011.SH,X002271.SZ,X601898.SH,X000708.SZ,X600362.SH,X600547.SH,X600886.SH,X600176.SH,X600426.SH,X000408.SZ,X002080.SZ,X002326.SZ,X300037.SZ,X601991.SH,X600219.SH,X600795.SH,X000786.SZ,X600803.SH,X600141.SH,X600096.SH,X002353.SZ,X600688.SH,X000825.SZ,X000723.SZ,X000630.SZ,X002407.SZ,X000959.SZ,X600027.SH,X000898.SZ,X600399.SH,X000983.SZ,X000807.SZ,X600352.SH,X600489.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.240799958950741,0,0,0,0,0,0,0,0,0.0419190315181418,0,0.00624231549071812,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400475756031958,0,0,0,0,0,0,0,0.0386257917845431,0.109338670395876,0,0,0,0,0.0214319451193244,0.0307142649064473,0,0.0198335237025586,0,0,0,0,0,0.0954890219373813,0,0,-0.0157887876144241,0,0,0,-0.0800528801398032,0,0
X600028.SH,0.193073930053523,0,0,0,0,0,0,0,0,-0.0121349914929757,0.00868140207091807,0,0,0,0,0,0,0.0238225422849584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288070114835073,0.0864464268436447,0.0777410637882801,0,0,0,0,0,0,0.0460955681287671,0,0,0,0,0,0.186826430404043,0,-0.0107308627153963,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0.0854143049836349,0,0.0297181428033865,0,0,0,0,0.241452547315827,0,0,0,0,0,0.0127468625435383,-0.00273759880789086,0,0,0,0,0,0,0,0.10467606449938,0,0,0.0112165639479678,0.0410246759106613,0,0,0,-0.0800807736163308,0,0,0,0,0.234108186983776,0,0,0,0,0,0.0245671386695537,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,-0.012911216938542,0,0,0,0,0,0,0,0,0,0,0,0,0.202909743357394,0,0,0,0.0774834581623742,0,0,0,0.0334720322449912,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0393723577415452,0,0,0,0,0,-0.00705698545173253,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.185693495993121,0,0,0.608195380362564,0,0,0,0,0,0,0,0,-0.140060519979024,0,0,0,0,0,0,0,0.0368042614604637,0,0,0,0,0,0,6.93889390390723e-18,-0.026665098692775,0,0.115640986752984,0,8.67361737988404e-19,-0.0576697224180648,0.277143877463184,-0.0443606297599809,0,0.00262934186389286,0.0369271047279831,-0.0817812991522817,0,0,0,0,0,0,-0.0444024435692277,0,0,0,0.0660391129060064,0,0
X600585.SH,0,0,0,0,-0.134431733772298,0,0,0,0,0,0.0545511864221707,0,0.0351218401486865,0,0,0,0,0,0,0,0,0.23982314626805,0,0,0.157724950603943,0,0.0225290729638547,-0.0133538901638225,0,0,0,0.26735337431917,0,0,0,0,0,0,0,0,0,0.0287011077261416,0,0,-0.0397449686341255,0,0,0.220678249689123,0,0,0,0.0446080949001008,0.0352321125735253,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0292059315831401,0,0,0,0,0,0,0,0,0,0,0,0.00241082182551489,0,0,0,0,0,0,0,0,0,0,0,0.057120289388718,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584015811883388,0,0.0518064401707568,0,0.00594127910945694,0,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.0578884061230379,0,0,0,0,0,-0.0943694575569098,0.0592797870103214,0,0,0,0,0,-0.0166792761001296,0,0,0,0,0,0,0.283501852098129,0,0,0,-0.0741577884691321,0,0,0,0,0,0,0,0,-0.0753137648795037,-0.284636376352848,0,0,-0.0487763654774528,0,0,0,0.33671303280559,6.93889390390723e-18,0,0,-0.0487856045936273,0,0.0417562530540413,0.0680511715564847,0,0,0,-0.00454116134539718,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.1092016630506,0.0792910579550537,0,0.271213914822876,0,0.0326044895755234,0,0,-0.0818915822938437,0,0,0,0,0,0,0.239795649417729,0,0.0382312103669191,0.23218589145798,0,0,0,0,0,0,0,0,0,0,0,0,0.0756279179263737,0,0,0,0.308943140355772,0,0,-0.174330588945843,0,0,0,-0.0128570903014859,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.331467384477427,0,0,0,0.289813802061388,0,0,0.100895956842038,0.0468968854614137,0,0,0.0293977143429905,0.0228884895774774,0,-0.0311814206290782,0,0,0,0,0,0.178232182680225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0468093252111679,0,0,0,0.00281566843178304,0,0,0,0,0,0,0.0241578970026825,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.135690150722133,0.159182772606872,0,0,0,0,0,0,0,0,0.421452679033711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000246369505203597,0,0.289284220258334,-0.0500888871554459,0.318438500739182,0.0174537001789367,0,0,0,0,0.048545169407863,0,0,0,0,0,-0.0466851638668799,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,-0.0223252439610813,0,0,-0.293377932704242,0.087810677061362,0,0,-0.0456466169867962,0,0,0.0524898682783987,0,0,0,0,0,0,0,0.103131732752667,0,0,0.0262420275720751,0.03861636999965,0,0,0,0,0.0786896006435586,0.135110129888323,0.309616754486499,0,0.133814889830458,0,-0.0814413680939717,0.229334915968216,0,0,0,0,0,0,0.0385368666072849,0,0,0,0,0,-0.0388478987735117,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.403583747012483,0,0.38844566601954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.068918945294321,0.0531117148602849,0,0,0,0,0,0,0,0.0153354185701545,0,0,0,-0.00137689088740455,0,0.0240740942106701,0,0.14450824689218,0,0,0,0,0,0,0,0,0,0.0347998533280643,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0.00883446392773428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312128359058042,0,0,0,0,0,0,0,0,0.0844249379985548,0,0.0835007912525803,0,0,0,0,0.00358715554828061,0,0,0,0,0,-0.0127719445537277,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0936147040871417,0,0,0,0,0,0,0,0.11835164521556,0,0,0.0406368102314899,0,0.0137768702269839,0,-2.77555756156289e-17,0.0914085441726725,0,0,0.226607550959186,0.088543688201283,0,0,0,0,0,0,0,0.263065698856785,0,0,0,0,0,0,0,0,0,-0.0832260605311918,0,0
