,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X601991.SH,X600688.SH,X600188.SH,X601600.SH,X600795.SH,X600362.SH,X600886.SH,X000898.SZ,X002466.SZ,X300072.SZ,X600516.SH,X600547.SH,X600027.SH,X601992.SH,X600111.SH,X600176.SH,X002460.SZ,X000553.SZ,X600352.SH,X002110.SZ,X000786.SZ,X600808.SH,X600299.SH,X600801.SH,X000709.SZ,X600426.SH,X000932.SZ,X000883.SZ,X601158.SH,X601699.SH,X600219.SH,X600339.SH,X601003.SH,X002271.SZ,X000408.SZ,X600583.SH,X000539.SZ,X000830.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.337410704983078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0039957631437904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112255743648569,0,0,0,0,0.0491691515378415,0,0.00842796335532113,0,0,0,0.174654225188832,0,0.00555750278736652,0,0,0,0,0,0,0
X600028.SH,0,0,0.309938897926587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0819126080740211,-0.0480124837465755,-0.0863760071761285,0,0,0,0,0,0,0,0,-0.0535633034778718,0,0,0,0,0.0668443797938563,0,0.0363315985644723,0,0.0185748406544591,0,0.0921722982790537,0,0.000795644044213983,0,0,0,0,0.00430191977278167,0,0
X601088.SH,0,0.0976652249125205,0,0.121178633748527,0.0490142816542795,0.046499973747207,-0.0645241630912778,0,0,0,0,0,0.466199555402457,0,0,-3.46944695195361e-18,0,0,0.0697930366015789,0,0,0,0,0,0,0,-0.0620591202444643,-0.0173865157514393,0,-0.123904146811898,-0.0923312660428192,0,0,0,0,0,0,0,0,0.112360222458752,0,0,0,0.0178228776703445,0,0,0,0,0,-0.00337911049230933,-0.00501607981805478,0,0,0,0,0,0
X600585.SH,0.107262310316729,0,0.264028120183245,0,0.0395790776867177,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0701639155767877,0,0,0,0,0,0,0,0,0.115772020356821,0,0,0.104763102089127,0,0,0.269795281265932,0,0,0,0,0,0,0,0,0,0.0188267287908794,0,0,0,0,0,0,0.00595258686118289,0,0,0,0,0,0
X600019.SH,0,0,0,0.203816921925501,0,0,0,0,0,0,0,0,0.0414198055280834,0.0757113592849096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248990193997685,0,0.140352456163064,0,0,0.265663596948263,0,0,0,0,-0.0566166030369547,0,0.0994621430397975,0,0,0,0,0,0.00465179484639934,0.00462304181510698,0,0,0,0,0,0
X600309.SH,0,0,0.00233514341763174,0,0,0,0,0,0,0,0,0,0,0,0,0.12716095600423,0,0,-0.0775030351506565,0,0,0,0,0,0,0,0,0,0,0,0,-0.391462084060983,0.360806561632682,0.269730864616357,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293024652001043,0,0.0434279344556874,0.0545463067303998,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0530220074707196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0831406372132275,0,0.319897001401433,0,0,0,0,0,0,-0.129896184694298,0,0,0,0,0,0,0,0,0,0,0,-0.0202612051060529,0,-0.112189170685649,0.171078497802957,0,0,0.116441407458289,0,-0.000135608935390037,0.00474280693156396,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.191231678142459,0.966855106352752,0,0.122346750604485,0,0,0,0,-2.16840434497101e-19,-0.103318377532404,0,0,0,0.0533429090691649,0.436678657195903,0,0,0,0,0,0,-0.0057271302540934,0,0,0.0425345869855129,0,0,0.490162913885385,0,0,0,-0.0217182834612469,-0.0513505536128726,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0148225393368547,0.289518721414606,0,0,0,0,0,0,0.0407587647872305,0,0,0.127503668459498,0,0.0650491684886506,0.00727965248025549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0528175247720378,0,0,0,0,0.0118490543661825,0,-0.00442642113247942,0,0,0,0,0,0,0
X600660.SH,0,0.212983530710822,0,0,0,-0.0906418231397594,0,0,0,0,0,0,0,0,0,0,0,0,0.0846436393617877,0,0,0,0,-0.0102504419248155,0,0.268538736568328,0,0,0,-0.0290422629029892,0,0,0.056736207086997,-0.039867367324457,0,0.115523148106025,0.0290875797136939,0,0,0,0,-0.0687606682693523,0,0,0,0,0,0,0.269090136462213,-0.00692318636667923,0.0235765443789305,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0418849598509883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0664275225859886,0.033487209932442,0,0.0849661639037737,0.125343772007164,0,0.0390796961389795,0,0,0,0,0,0,0,0,0,0,0,0,0.104216064478612,0.0132815801970328,0,0,0.124176509402438,0,0,-0.00898093488935394,0.0026853688990402,0,0,0,0,0,0,0
X600688.SH,0.00766651782747399,0.363213511903867,3.46944695195361e-18,0,0.0222918564790463,0,0,0.0241485745913892,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0499781126865746,0,0,0,0,-0.0203262634083234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0704329124623007,0,0,0,0,0,0.131140336384083,0,0,0,0.0125678169196487,0.00636997362273397,0,0.0224289835710099,0,0,0,0
X600188.SH,0,0,0.455672184808935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308900466129067,0,-0.0855222363173967,-0.0323278957442114,0,0,0,0,0,0.0711925113535703,0.0380803508980438,0,0.157044001930705,0,0,0,0.087321070550733,0,0,0.41895603254644,0,0.0582463317226964,0.107791280023867,0,0,0,0,0,0,-0.015600147333933,-0.0178283651622778,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0480624587380665,0.117875661352344,0,0,0,0.00627787679909915,0,0,0,0,0,0,0,0,0,0,0.166781844072008,0,0.10312957920621,0,0,0,0.0229338753474833,0,0.00507339755250508,0,0,0,0,0,0,0,0.28811757279979,0,0,0,0,0,0.0433039901405548,0,0.0289322876579009,0,0,0.0133008812624364,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.0143014015693579,0,0,0,0,0.489957701510638,0,0,0,0,0,0,0,0,0,0,0.00978663215886573,0,0.108431642031626,0,0,3.46944695195361e-18,0,0.0215167064264393,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0323996123608409,-0.0246945844062743,0,0,0.0372435139677971,0,0,0,0.0036511069647218,-0.00204274171008867,0,0,0,0,0,0
X600362.SH,0,0,0.112706930629011,0,0.0140006614385753,0.165639581132224,0,0,0,0,0,0,0,0.376036402151003,0,0,0,0,0.021813128041362,0,0,0,0,0,0,0,0,-0.043001099993131,0.11249606160174,0,0,0,-0.0199158203238658,0,0,0,0,0,0,0,0,0.110050657920016,0.0269814791152756,0.0313278833881207,0,0,0,0,0,0.00551951477661036,-0.011803409897189,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233993390392488,0,0,0.125307423603784,-0.108531668235495,0,0.165019952708137,-0.0533902077175642,0.100404416035127,0,0.0771717094014955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000751563651450041,-0.0031571132229293,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188682697503464,0,0.161090223113373,0,0,0,0.0749193967402615,0.0552299097400139,0.112186527654535,0,0,0,0,0.202049914277114,0,0,0,0,-0.0176477607613317,0.166408533286661,0,0,0,0,0,0,0,0.00689329148176267,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.0757599641378635,0.0520380820434159,0,0,0,0,0.474413343642332,0,0,0,0.0423482829846742,0,0,0,0,0.139420991682327,0.154276114102177,0,0,0,0,0.446668756544373,0,0,0,0,0,0,-0.531288322790735,0,0,0,0,0,0,0,0,-0.188989344701962,0.119881207394605,0,0,0,0,0,0.0318577603590454,0.042614098461412,0,0.149209721436413,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0492580781775898,0.324811223708613,0,0,0,0,0,0.599191697079791,-8.67361737988404e-19,0,0,0,0,-0.0491585649620401,0,0,0,0,0,0,0,0.125492693663684,0,0,0.271062991829186,0,0,0,0,0.0104197115892211,-0.065569335917698,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7762635780344e-21,0,0,-0.0567217241766944,0,0,0,0,0.00163186084587113,0.20377463239506,0,0.302230333881537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534526691580414,-0.114655548021545,-0.026629429911783,-0.0165344787306175,0,0,0,0,0,0
X600547.SH,0,0,0,-0.0653339536157591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108372000079556,0,0,0,0,0,0.131745454362769,0,0,0.0154870355034108,0,-0.0110621559183269,0,0,0,0,0,0,0,0,0,0.147205317888078,0,0,0,0.14116827968279,0.22550625021011,0,0,0,0.00564951094660741,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,-0.0203242152621086,-0.0590103516185349,0.366766738273684,0.0390706270236633,0,0,0,0,0,0,0,0,0.589218140130683,0,0,0,-0.105882881460171,0,0,0.107558802353916,0,0,0,0,1.73472347597681e-18,-0.0277620510364646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025314449008438,0.0190717616123493,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0.0377497354514371,0.449111571294456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435459445877535,0,0,0,0.0442331363453025,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.00511732366222998,0,0,0,0,0.147296525617137,0,0,0,0,0,0.112290828104216,0,0,-0.022209499419467,0,0,0,0,0,0
