,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X601898.SH,X600660.SH,X600886.SH,X601991.SH,X600688.SH,X600362.SH,X600188.SH,X600352.SH,X600795.SH,X600801.SH,X600111.SH,X000723.SZ,X601992.SH,X600027.SH,X000898.SZ,X002271.SZ,X600489.SH,X600176.SH,X000786.SZ,X600516.SH,X000709.SZ,X002466.SZ,X002460.SZ,X000629.SZ,X600299.SH,X000883.SZ,X601158.SH,X600219.SH,X002353.SZ,X600985.SH,X000401.SZ,X000553.SZ,X000630.SZ,X000027.SZ,X601699.SH,X600583.SH,X600426.SH,X600808.SH,X000825.SZ,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183070566479274,0,0,0,0,0,0,0,0,0,0,0.00942531391360612,0,0,0.00986971897144545,0,0.046597574191592,0,0.0270163531422555,0.040554420674558,0,0,0,0,0.0573066394352458,0,0,8.67361737988404e-19,0,0,0.0696397057308176,0,0,1.73472347597681e-18,0,0,-0.000326219087672641,0,0,0,0,0.000105198305909734,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941649539485126,0.00588088016407688,0,0,0,0,0,0,0,0,0,0.0144390453565175,0.0127636846488679,0.0434363528372622,0,0,0,0,0,0,0,0,0.0860257239745898,0,0,0.0903153104404813,0,0,0.0426817741384221,0,0,0,0,0,0,-0.0218264243642456,0,0,0,0,-0.0177518382566841,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138337363170601,0.0937364321661162,0,0,0.0248142251397901,0.0272345864768364,0.0326261014339036,0,0,0,0,0,0,0,0.066672342229207,0,0,0.0197397039850893,0.116683993397938,0,0,0,0,-0.0562021022078291,0,0,0,0,0,0.129030141504928,0,0,0,0,0,0,-0.00695010059224262,0,0,0,0,-0.000735253531811567,0,0
X600585.SH,0,0,0,0,0,0.116933310117174,0,0,0,0,0,0,0.11697907799829,0,0,0,0,0.00839194382587148,0,0.312866264692422,0,0.0128927838027805,0,0,0,0.0175163688973671,0,0,0,0.00948699471276262,0,0,0,0.0229416514107098,0,0,0,0,0,0,0.0907281591603666,0,0,0,0,0,0,0,0,0,0,-0.010366162327903,0,0,0,0,0.0145278716937242,0,0
X600019.SH,0,0,0,0,0,0.108156000845243,0,-0.0127447734045807,0,0,0,0,0,0,0,0,0,0.05145683938427,0,0.133165519249784,-0.0349369880745634,0.0269481489493961,0,0,0,0,0,0,0,0,0,0,0.0798881965991517,0,0.135363586369566,0,0,0,-0.0108664614402702,0.0137081760361217,0,0,0,0,0,0,0,0,0,0,0,-0.0153044639848312,-0.0125357788641084,0,0,0,0.0122583055685311,0,0
X600309.SH,0,0,0,0.292903911144058,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230206693735657,0,0,0,0,0,0,0,0,0.0851435841080873,0,0,0.099924223211536,0,0,0,0,0,0,0,0,0,0,-0.220916457694334,0.0697910067641416,0,0,0,0,0.0254494464615385,0,0,0,0,0,0.0484130099903374,0,0,0,0.158110594733425,0,0
X600011.SH,0,0,0,0,0,0.0875137377871714,0,0,0.172014055056825,0,0,0,0,0,0,0,0,0,0,0,-0.0725358282193841,0.036723495432748,0,0.340977688071267,0,-0.188885793733793,0,0,0,0,0,0,0,0.172712749644778,0,0,0,0,0.0181070078693618,0.0698138745316566,0.00821251888778185,-0.0584341605869196,0,0,0,0,0,0,0,0,0.0839151995255432,0.00673063599138741,0,0,-0.362055937076857,0,-0.000840857788551581,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.0790420320949213,0,0,0,0.0929404501122737,0,0,0,0,0.0508176888298911,0,-0.0815351872736728,0,0,0,0,0,0,0.820617621963892,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113266629713827,0.0712801199181794,0,0,0,0,0,0,0,-0.0650079550516028,0.112540433124773,-0.0888389392442042,0.0898957329390048,0,0.102265679284479,0,-0.0723453453210398,0,0
X600010.SH,0,0,0,0,0,0,0.356221969542917,0,0,0,0,0,0,0,0,0.349781893269829,0,0,0,0.145673684626884,0.0812515944162568,0,0,0,0,0,0,0,0,0,0,0,0.00554472806206497,0,0.0972898726416801,0,0,0,0,0.127256241385456,0,0,0,0,0,0,0,0,0,0,0,0,-0.0645722685501723,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.183075932165073,0,0,0,0,0,0,0.513410911511638,0,0,0,0.00108141502808985,0,0,0,0,0,0,0,0,0,0,0,0,0.0239959755162975,0,0,0,0,0,8.67361737988404e-19,0.0326309820783519,0,0,0,0,0,0,0.08945207794777,0,0,0,0,0.0193740363536216,-0.00548545223445471,0,0,0,-2.16840434497101e-19,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.0352630607123043,0,0,0,0,0,0.0180389198036999,0,0,0,0.00279585312528676,0,0,0,0,0,0,0,0.0638433594708457,0,0,0,0,0,0,0,0,0,0,0,0,0.220306481826552,0,0,0,0,0,0,0,0.246938462747768,0,0,0.011077342007526,0,0,0,0,0.00717273597385483,0,0
X600660.SH,0,0,0,0,0,0.0140962262578117,0,0,0,0,0,0,0,0,0,0,0,0.00319792220851986,0,0.107254497747832,-0.0205604472147573,0,0,0.118194257535133,0,0.0547433212663729,0,0.0735517977226712,0,0,0,0,0,0,0,0,0,0,0.0489921492575116,0,0,0.0580270889004297,0,0,0,0,0,0,0,0,0,0.0015575325685753,0,0,0,0,0.022999733831786,0,0
X600886.SH,0,0,0,0.0896497210881121,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,-0.14613063720758,0,0,0,0.0542149433005466,0,0,0,0,0.0521016505527173,0.109008626225368,0,0,0,0,0,0,-0.0187404675035681,0,0,0,0,0.0980468576036752,0,0.176897698580149,0,0,0,0,0,0,0,0,0,0,0.0182688883799272,0,0,0,1.0842021724855e-19,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183202173548191,0,0.124724226829353,0.00335059243619887,0,0,0.119056864362446,0,0,0,0,0,0.004247357621623,0,0,0,0,0.0183944584425757,0,0,0,0.0638597416483494,0,0,0,0,0,0,0.0348668755140118,0.118519793730769,0,0,0,0,0.000571040335254055,0,0,0,0,0.0113169326898813,0,0
X600688.SH,0,0,0,0,0,0.0175108313709322,0,0,0,0,0,0.0480539835542723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234546713979548,0,0.00481737857790525,0,0,0,0.0886572018493249,0,0,0,0,0,0.0308296054380829,0,0.0467737734623615,0.0966516542679667,0,0.215036050583396,-0.0233261717368547,0.00427374151489347,0,0,0,0,0.00226088854160467,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.33661705841452,0,0,0,0,0,0,0,0,0,0,0.0301695376708628,0.0472594389270844,0.0421451456518132,0,0,0,0,0.0692119329391803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166845436117677,0,0,0,0.302436979276472,0,0,0,0,-0.00832121878955574,0,0,0,0,0,0,0
