,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X002466.SZ,X000792.SZ,X600019.SH,X600660.SH,X600010.SH,X000301.SZ,X000877.SZ,X600188.SH,X000708.SZ,X002271.SZ,X600011.SH,X601600.SH,X600547.SH,X600362.SH,X601898.SH,X600176.SH,X600886.SH,X600426.SH,X002080.SZ,X000723.SZ,X600803.SH,X000408.SZ,X002326.SZ,X300037.SZ,X600219.SH,X600688.SH,X600399.SH,X000786.SZ,X300073.SZ,X601991.SH,X600141.SH,X000825.SZ,X600795.SH,X600096.SH,X000831.SZ,X600352.SH,X600516.SH,X600489.SH,X002407.SZ,X002409.SZ,X000155.SZ,X600157.SH,X600295.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0305791796072532,0,0,0,0,0,0.0796262923234168,0,0.0867743634353632,0,0,0,0,0,0,0,0,0,0.0304878224746486,0,0,0,0,0,0,0,0.177309071154838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130522755021244,0,-0.0229363804548759,0,0,0,0,-0.0990337715137657,0,0
X600028.SH,0.243589119769425,0,0,0,0,0,0,0,0,0.000627593274450972,0,0,0.0258028927554763,0.0203962765043994,0.024638419095933,0,0,0,0.0778574210473074,0,0,0,0,0,0.0217568299481568,0,0,0,0,8.67361737988404e-19,0,0,0.0638490501105292,0,0,-0.0690631132758957,0,0,0.0350855832149642,0,0,0,0,0,0,0,0,0,0.073604810156198,0.0958787030329651,0,0,-0.0102314810952291,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.0101300349970767,0,0,0.172058432058824,0.0817857714908602,0,0,0,0,0,0.408424286597789,0,0.0983591501805427,0,0,0,0.117040768773459,0,-0.0132014511291334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0308151049177272,0,0,0,0.0784557385407606,0,0,0.0209575748103381,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.104839247351647,0,0.0165266265498233,0,0,-0.0879984365864278,0,0,0.00726591662401296,0,0.152174264160752,0,0,0,0,0,0.15192320028755,0,0,-0.0288407453956282,0,-0.0877401144796192,0,0,0.0140186751416608,0,0,0,0,-0.061567374439487,0,0,0.038081471698413,0,0,0,0,0,0,0,0,0,0,0,0.0145388713635073,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.486401104794938,0,0,0.144889155295831,0,0.138396564257635,-0.0318050616980605,-0.102612846016249,0,0,-0.144849830792315,0,0.0558823527246376,0,0,0,0,0,0,0,0,0.0386066107282815,0,0,0,0,0.176367359362441,0,0.00960700308492702,0,0,0,0,0,0,0,0,0,0.0573640047230822,0,0,0,0.057069900156354,0,0.0362339030506314,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.450248594045736,0.0973239772941122,0,0.191893920888937,-0.0713876975771146,0,0,0,0,0.0591501911450463,0.0632867809550287,0,-0.0140972909344102,0,0,0.115392319776544,0,-0.0486655097529099,0,0,0,0.126488831926102,0,0,-0.0992132419174607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00533011237969451,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.176181591239874,0,0,0,0.408784623198645,0,0,0,0,0,0.0140665289119114,0,0,0,0,0,0,0,0,0,-0.000573290724438277,0.216723515216765,0.0407025001520506,0,-0.0877356229996133,0,0.169700635335381,0,0,0,0,0,0,-0.0261647627904024,0.0996641931352301,0,0,0,0,0,0,0,-0.115268608445588,0,0,0.0290293275638519,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.523224813274135,0,-6.7762635780344e-21,0,0,0,0,0.136690242443723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012869564631137,0,0.167312837976248,-2.71050543121376e-20,0.00656117533252158,0,0,4.1936188239742e-05,0,0.0131887197124787,0,0,0,0,0,0.0692733846559859,0,0,0,0,0,0,0,0,0,-0.00628351371113472,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.0207485136895405,0,0,0,0,0,0,0.111956234974948,0,0,0,0,0,0,-0.112691921904073,0,0,0,0,0,0,0,0,0,0.0375392606561702,0,0.00866205273595292,0,0.289066226971993,0.0653157079111661,0,0.0250657577878221,0,0,-0.0221068628287387,0,-8.67361737988404e-19,0.0732799363644988,0,0,0,0,0,0.299880570049113,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.00595256090948611,0,0,0,0,0.0697426642851693,0,0.145870835498743,0,0.152300740050692,0,0,0,0,0.0762203126321015,0,0,0,0.00957312293865793,0,0,0,0.0765719634645664,0,0,0.0302552847025538,0,0,0,0,0,0,0.282136181387711,0,0,0,0,0.0469071335405948,0,0,0,0,0,0,0,0.00924133001020266,0,0,0,0,0,0,0
