,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X600010.SH,X601991.SH,X601600.SH,X600795.SH,X600886.SH,X600188.SH,X600111.SH,X600362.SH,X600027.SH,X600309.SH,X601992.SH,X600688.SH,X600583.SH,X601158.SH,X000898.SZ,X600547.SH,X600352.SH,X600489.SH,X000792.SZ,X000709.SZ,X002353.SZ,X000883.SZ,X000831.SZ,X000539.SZ,X600008.SH,X000027.SZ,X000630.SZ,X000629.SZ,X600660.SH,X600549.SH,X000825.SZ,X600808.SH,X002470.SZ,X600315.SH,X600578.SH,X000983.SZ,X601699.SH,X600307.SH,X600863.SH,X600098.SH,X600021.SH,X000060.SZ,X000937.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.52281803269131,0,0,0,0,0,0,0,0,0,0.0964807092948524,0.125543355672439,0,0,0,0,0.139090259892885,0,0,0,0,0,0,0.0173732970229522,0,0,0,0,0.028227449810186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469595873270749,0,0,0,-0.0121160123605049,-0.000102120395851549,0,0,0,0,0,0
X600028.SH,0.268251513258608,0,0,0,0,0,0,0,0,0.116712243198561,0,0,0,0,0,0,0,0,0.369728958144587,0,0,0,0,0,0.0434990896078657,0,0.0650702183255048,0,0,0,0,0,0.021840658733389,0,0,0,0.0780894658514238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0512041676422657,0,0,0,0,0,0,0
X601088.SH,0,0.146028971068309,0,0,0,0.0963946072487529,0.0779557147401138,0,0,0,0,0,0.0512052323137921,0,0,0,0.0503569103666656,0,0,0,-0.00459330784630767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370681464137584,0,0,0.0046448190292517,0,0,1.73472347597681e-18,0.447373113622008,0,0,0,0,0,0,0,0,0,-0.00136789630558683,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0429804766406755,0,0,0,0,0,0.202580608601359,0.0831446708937222,0,0,0.125244302225553,0,0,0.115647115774852,0.133933569822578,0,0,0,0,0,0,0.113856707998755,0,-0.151972851037859,0,0,0,0.0287491924474528,0,0,0,0,0,0,0,0,0,0,0,0.0234883479028982,0,0,0,0,0,0,0,0.00280878428627285,0,0,0,0,0,0
X600585.SH,0,0.0894738096202758,0.133298804558673,0,0,0,0,0.0359631179195404,0,0,0,0,0.0074413895694908,0,0,0,0,0,0,0.0571274013033212,0,0,0,0,0,0,0,0,0,0,0,0,0.0345060197808854,0,0,0.0979648596645808,0,0,0,0,0,0,0,0.118023222250908,0,0,0.206936281954709,0,0,0,0,0,-0.00226889642796143,0,0,0,0,0,0
X600019.SH,0,0,0,0.181262889462278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536420400900421,0,-0.00617950946167354,0,0,0.125208396220949,0,0,0,0,-0.0039249922296904,0,0,0,0,0,0,0,0,0,0,0,0,0.088884392298609,0,0,0,0,0.0256770670124626,0,-0.0343246307270023,-0.00992296989955058,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.144227513631496,0.0736940863360243,0,0,0.0257813178114147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160272167023841,0,0,0,0,0,0,0,0.338007876125093,0.160300700666396,0,0,0,0,0,0,0,0,-0.00087490121921451,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,-0.00698567609062025,0,0.0964685208334319,0,0,0,0,0,0,0,0.581630792407833,0,0,0,0.151150829792213,0,0.0229354232425537,-0.24221935150942,0,0,0,0,0,0,0,3.46944695195361e-18,0.0191832395491541,-0.0358199171916652,0,0,0,0,0,0,0,0.0163540032615727,0.00225742506554578,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0.373153096742886,0,0.0709879168322354,0,0,0,0,0,0,0.0627506729447004,0,0,0,0,0,0,0,0,0,0,0,0,0.00101645322922735,0.0913756785556465,0,0,0,0,0,0,0,0,0.0910428476656449,0,0,0,0,0,0.00940247696139955,0,0,0,0,-0.0262059932287339,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.2278228136871,0,0.178262391936261,0,0.0331185747292107,0,0,0,0.288106975983029,0.141371177216126,0,0,0,0,0,0,0,0,0.0640185722449717,0,0,0,0,0,0,0,0,0,0,0,0,0.0205419442109686,0.0295448427740411,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0223695507049115,0,0,0,0,0,0
X600795.SH,0,0.0737615878830725,0,0.0699324740053119,0,0,0,0,0,0.0983243117125907,0,0.383176652413517,0,0,0,0,0.0295614996667453,0,0,0,0,0,0,0,0,0,0.0956335582232996,0,0,0,0,0,0,0,0,0,0.0102114850851398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0193539615212144,0,0,0,0,0,0
X600886.SH,0,0,0,0.0459068316635839,0,0,0,0.0100931553467996,0,0,0.0554028521803651,0,6.93889390390723e-18,0,0,-1.73472347597681e-18,0.11231819793536,0,0,0.0577837525410016,0,0,0,0,0,0,0,0,0,0,0,0.139324420019597,0.0436362817010148,0,0,0,0,0,0,0,0,0.15089454620673,0,-8.67361737988404e-19,0,0.158861309791537,0,0,0,0,0,0,-0.016359270311471,0,0,0,0,0,0
X600188.SH,0.365185624763665,0,0,0,0,0.0451877734108968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.201686544121161,0,0.263167743890169,0,0,0,0,0,0,0,0,0.0470941845525827,0.142456062184,0,0,0,0,0,0,0,-0.030381560546647,0,0,0,0,0,0,0
