,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X002271.SZ,X600660.SH,X000708.SZ,X601898.SH,X600547.SH,X601600.SH,X000301.SZ,X600362.SH,X000786.SZ,X600188.SH,X002466.SZ,X600010.SH,X600111.SH,X600426.SH,X600886.SH,X600011.SH,X600176.SH,X600795.SH,X601991.SH,X000027.SZ,X600803.SH,X600352.SH,X600489.SH,X000408.SZ,X600219.SH,X600688.SH,X000932.SZ,X600801.SH,X000807.SZ,X000825.SZ,X000898.SZ,X002353.SZ,X601699.SH,X300037.SZ,X600315.SH,X000959.SZ,X600157.SH,X000830.SZ,X600486.SH,X000983.SZ,X002080.SZ,X600027.SH,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137308792992123,0.0268134692007175,0.0670345078420483,0.0174055140932109,0.0793518702581081,0,0,0,0,0,0.0253306019741584,0,0,0,0,0,0.267024801019641,0,0,0,0.0328026955799902,0,0,0,0,-0.0138651623679042,0.00993936073570816,0,0,0,0.0179048298510739,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.00192200392708441,0,0
X600028.SH,0,0,0.0582331013668828,0,0,0.0598222181466787,0,0,0.0324279114390711,0,0,0,0,0,0,0,0,0,0.0329348703691444,0,0.11468588429693,0,0,0,0,0,0.0111026079079701,0,0,0,0,0,0,0,0,0,0,0.105709119519789,0,0,0,0.0296857866724818,0,0,0.0737702157960822,0,0,-0.129134753808574,0,0,0,0.00719088804419164,0.101449052524343,0,0,0,-0.0363736290584193,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0864615045131504,0.0456061137075499,0,0.0447259285125568,0.00484889260723098,0,0,0.0785379413857017,0,0,0,-0.0580161003600862,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0.0305500681343833,-0.0881974737743345,0.033908171495589,0,0,0,0.1225317917119,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.0502632740922825,0,0,0,0,0,0,0,0,0.0816859639989956,0,0,0,0.105603117253895,0.136013200304082,0,0,0.0920079412752399,0,0,0,0,0,0,0,0,0,0,0,0.0510011558468997,0,0,0,0,0,0,0,0,0.078061883674503,0.00244596093684802,0,0,0,0,0,-0.0169955838025842,-0.122051039591018,0,0,0,-0.0302543386945627,0,0
X600585.SH,0,0.0968350594183658,0,0,0,0,0,0.0243865379932033,0,0,0,0,0,0,-0.0159685242109686,0,0,0,0.0145721868643061,0,0,0,0,0.0128686787245337,0,-0.0170060662203354,0,0,0,0,0,0,0,0,0.213085896885168,0,0,0,0,0,0,0.0116959419141772,0.0320124157620469,0,0.0387058502512055,0.0175813054695826,0,0,0,0,0,-0.0842627022246769,0.0800456400099086,0,0,0,-0.00817882447991684,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112874418301013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0848156540274337,0,0,0.287268578341489,0.152903889695198,0,0,0,0,0.127725880951776,0,0.0626867799669023,0,-0.0263902775620187,0,0,0,0,-0.0714582141444096,0.0536889761795597,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.279636967385551,0,0,0,0,0.0594978835604939,0.0118445326882976,0,0,0.604864631327619,0,0,0,0,0,0,0,0,0.0598156512311644,0,0,0,6.93889390390723e-18,0,0,0,0,0.0428270706317124,0,0,0.0993173785812315,0.046582479541473,0.0967434962876907,0,0,0,0,0,0,0,0,0,0,-0.0332151825783278,-0.00222923905575031,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0.159802776841072,0,0,0,0,0,0,0,0,0,0,0.0207338889284031,0,0,0.119830175929822,0,0,0,0,0,0,0,0,0.0316935243831717,0.194171512022839,0,0,0,0,0,0.0895212945308057,0,-0.149659738343622,0,0,0.0653479672295846,0,0,0.0169019527579609,0,0,0,0,0,0,0,-0.0968794161080728,0,0,0,0.0269811375421245,0,0
X600660.SH,0,0,0,0.0238627785489108,0,0,0,0,0,0,-0.171871079573965,0,0,0.0302648292574321,0.142462094600062,0.0618736173422194,0,0.176509317595566,-0.022155962476638,0,0,0,0,0,0,0,-0.04957988253191,0,0,0,-0.0290739931102401,0,0,0,0,0.0371135810684042,0,0,0,0,0.291080421866058,0,-0.0787455245416608,0,0,0,0,0.213971281441762,0,0,0,-0.028022720785325,0,0,0,0,-0.0245923790692039,0,0
X000708.SZ,0,0,0,0.0660503338342938,0,0,0.00506941464417551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135000001242498,0,0,0,-0.0157885954639649,0,0,0,0,0,0.0996414347647395,0,0,0,0.192420753545294,0,0,0,0.15239394748281,0.0395018623510113,-0.005100650431137,0,0,0,0.00294719672520289,0,0.150117437330589,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,-0.112355637998825,0,0,0,0,0,0,0,0.245506547303146,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119502055397683,0.251334120570999,0,0.0437074527458749,0,0.0924284858596016,0,0,0,0,0,0.0456509573646103,0,0.0558500608909448,0,0.278518689918701,0.15339581755448,0,0,0,0,0,0,0,0,0,0.0339885127195757,0,0
