,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X000708.SZ,X002460.SZ,X002271.SZ,X600660.SH,X600547.SH,X601898.SH,X600362.SH,X000786.SZ,X600010.SH,X600111.SH,X000301.SZ,X600176.SH,X600886.SH,X600011.SH,X600188.SH,X601600.SH,X600426.SH,X002466.SZ,X600803.SH,X601991.SH,X600801.SH,X000027.SZ,X000932.SZ,X600352.SH,X600795.SH,X600489.SH,X600219.SH,X600486.SH,X002080.SZ,X000898.SZ,X600688.SH,X000883.SZ,X600299.SH,X600027.SH,X002353.SZ,X600157.SH,X600315.SH,X300037.SZ,X600516.SH,X601992.SH,X601168.SH,X000807.SZ,X600612.SH,X000830.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.300671508633727,0,0,0,0.0171556554743233,0,3.46944695195361e-18,-0.00457460258423254,0,0,0,0.0286824123899784,0,0.0185410290737348,0,0.0171674171247713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032041566528079,0,0,0,0,0.0279050620775018,0,0.00755222098127358,0,0,0,0.0206578511661458,0,0,0,0,-0.00208305645462788,0,0,0,0,-0.00325935993538689,0,0
X600028.SH,0.0801316403715599,0,0,0,0,0,0.0308772545432482,0,0,0,0,0,0,0,0.00463897557511541,0,0,0,0,0,0,0.0153014581620998,0.0873415591920705,0.0437414125055993,0,-0.0686994713429719,0.0227158084244197,0,0,0,0,0,0,0,-0.0119256734889436,0.0523573085939065,0,0,0,0,0,0,0,0,0,0,0,0.0881690526735433,0,0.0255909937755897,0,-0.011564929400588,-0.0159254278065737,0,0,0,-0.00396801093515092,0,0
X601088.SH,0,0.069536910621104,0,0,0,0,0,0.0250268371348142,0,0,0,0,0,0,0,0,0.0344743492015323,0,0,0,0.197973998965439,0,-0.0107442721235551,0.124415766086609,0,0,0,0.0283413757637405,0.0428392941198084,0,0,0,0,-0.0732839849631071,0,0,0,0.0791879926224617,0.0725619023178398,0,0,0,0,-0.0513659294413554,0,0,0,0.0245210684478839,0,0,0,0,-0.00258360716498124,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.04481533275764,0,0.080523636622922,0,0,0,0,0,0.165871745046513,-0.202917692234403,0.0988244032355065,0.0616768333625811,0.0386998584641735,0,0,0,0,0,0.20942362660563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095227486834465,0,0,0,0,0,0,0.0854546717926547,0,0,-0.00121591636664688,0,0,0,0.066471717205644,0,0
X600585.SH,0,0,0,0.0010330381515282,0,0,0.00550047358913807,0,0,0,0,0,0,0,-0.00665353531643627,0,0,0,0,0,0.0954321546256007,0,0.0538985402491719,0,0,0,0.215176400591403,0,0.0449755549630899,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225080377639792,0,0,0,0.046470265973905,0,0,0,0,-0.0276710492663932,0,0,0,0,-0.0432865180662428,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0882286013543438,0,-0.0179636096184771,0,0.145263302480956,0,0,0,0.245099976126875,0.0614184087576608,0,0,0,0,0.020586699163087,0,0,0.0697896054233664,0.0465943840529666,0,0,0.241663442930757,0,0,0,0,0,0,0.0864710523332774,0,0,0,0,0,0,0.0591088318543799,0,0,0,0,0,0,0,-0.0528867296494751,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.340121903123418,0,0,0,-0.328618066367418,0,0.11707511915481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.180682067573372,0.179579660563465,0,0.242371634128573,0,0,0.485325057258151,0,0.150914373907498,0,0,-0.0552527227493851,0,0,0,-0.254703861586435,0,-0.305864396681738,-0.128482572182584,0,-0.0504836872033448,0,0,0,-0.00680132237648869,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137592806132578,0.0971950895649937,0.262433161092191,0,0,0,0,0,0.167362140809039,0,0,0,0,0,0,0,0,0,0.227917009145249,0,0,0,0,0,0,0,0,0,0.185105584494834,0,0,0.398299657199966,0,0,0,0,0,0,0,0,0,-0.0180247301890136,0,0
X002271.SZ,0,0,0,0.113601307139685,0,-0.379177589339806,-0.00339098859398842,0.0310197331071695,0,0.11792547019431,0,0,0,0,0,0,0,0.098681322380636,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.165222986936366,0,0,0.0352712175890251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0939796711273808,0,0,-0.0285479907794294,0,0,0,0,0,0
X600660.SH,0,-0.0750437177182792,0,0,0,0,0,0.136224266568744,0.0531223424546334,0,0,-0.06451806541217,0,0,0,-0.0405893147053737,0.0986221640317414,0,0,0,0,0,0,0,0,0.0900663738744829,0,0,0,0,0,0,0.0326914883562654,0.402645759051682,0.130290584388674,0,0,0,0,0,0,0,0,0.054313213823031,0,0,0,0.0212785676486548,0,0,0,8.67361737988404e-19,-0.00716842807389276,0,0,0,-0.0685530351053293,0,0
